Feature ID	DE_erg_inf_Endo_2016_1	DE_erg_inf_Endo_2016_2	DE_erg_uni_Endo_2015_1	DE_erg_uni_Endo_2016_3	DE_erg_uni_Endo_2017_1	DE_erg_uni_Endo_2017_2	DE_erg_uni_Endo_2017_3	DE_ey_inf_Endo_2015_1	DE_ey_inf_Endo_2015_3	DE_ey_inf_Endo_2016_1	DE_ey_inf_Endo_2016_2	DE_ey_uni_Endo_2015_1	DE_ey_uni_Endo_2015_2	DE_ey_uni_Endo_2016_1	DE_ey_uni_Endo_2016_2	DE_ey_uni_Endo_2016_3	DE_ey_uni_Endo_2017_1	DE_ey_uni_Endo_2017_2	DE_jug_inf_Endo_2015_1.2	DE_jug_inf_Endo_2015_2.1	DE_jug_inf_Endo_2015_2.2	DE_jug_inf_Endo_2015_3.2	DE_jug_inf_Endo_2017_1	DE_jug_inf_Endo_2017_2	DE_jug_uni_Endo_2015_3.2	DE_jug_uni_Endo_2016_1.2	DE_jug_uni_Endo_2016_2.1	DE_jug_uni_Endo_2016_2.2	DE_jug_uni_Endo_2016_3.2	DE_jug_uni_Endo_2017_1	DE_jug_uni_Endo_2017_2	DE_jug_uni_Endo_2017_3	DE_k6_uni_Endo_2015_1	DE_k6_uni_Endo_2015_2	DE_k6_uni_Endo_2016_1.2	DE_k6_uni_Endo_2016_2.1	DE_k6_uni_Endo_2017_2	DE_k6_uni_Endo_2017_3	DE_pfn_uni_Endo_2016_1	DE_pfn_uni_Endo_2016_3	DE_pfn_uni_Endo_2017_2	DE_pfn_uni_Endo_2017_3	DE_wh_inf_Endo_2015_2	DE_wh_inf_Endo_2015_3	DE_wh_inf_Endo_2016_1	DE_wh_inf_Endo_2016_2	DE_wh_inf_Endo_2017_1	DE_wh_inf_Endo_2017_2	DE_wh_inf_Endo_2017_3	DE_wh_uni_Endo_2015_1.1	DE_wh_uni_Endo_2016_1	DE_wh_uni_Endo_2016_3	DE_wh_uni_Endo_2017_1	DE_wh_uni_Endo_2017_2	DE_wh_uni_Endo_2017_3	ES_cdc_inf_Endo_2015_1	ES_cdc_inf_Endo_2015_2	ES_cdc_uni_Endo_2015_1	ES_cdc_uni_Endo_2015_2	ES_cdc_uni_Endo_2017_2	ES_cdc_uni_Endo_2017_3	ES_mar_uni_Endo_2015_1	ES_mar_uni_Endo_2015_2	ES_sly_uni_Endo_2015_1	ES_sly_uni_Endo_2015_2	ES_sly_uni_Endo_2015_3	ES_sly_uni_Endo_2017_1	ES_sly_uni_Endo_2017_3	ES_to_uni_Endo_2017_3	FR_ch_uni_Endo_2015_1	FR_ch_uni_Endo_2015_2	FR_ch_uni_Endo_2015_3	FR_la_inf_Endo_2015_1	FR_la_inf_Endo_2015_2	FR_la_inf_Endo_2015_3	FR_la_inf_Endo_2017_1	FR_la_inf_Endo_2017_2	FR_la_inf_Endo_2017_3	FR_la_uni_Endo_2015_2	FR_la_uni_Endo_2017_1	FR_la_uni_Endo_2017_2	SE_kfa_uni_Endo_2015_1	SE_kfa_uni_Endo_2015_2	SE_kfa_uni_Endo_2016_1	SE_kfa_uni_Endo_2016_2	SE_kfa_uni_Endo_2016_3	SE_kfa_uni_Endo_2017_1	SE_kfb_uni_Endo_2015_1	SE_kfb_uni_Endo_2015_2	SE_kfb_uni_Endo_2015_3	SE_kfb_uni_Endo_2016_2	SE_kfb_uni_Endo_2016_3	SE_kfb_uni_Endo_2017_2	SE_kfc_uni_Endo_2015_3	SE_kfc_uni_Endo_2016_1	SE_kfc_uni_Endo_2016_2	SE_kfc_uni_Endo_2016_3	SE_kfc_uni_Endo_2017_1	SE_kfc_uni_Endo_2017_2	SE_kfc_uni_Endo_2017_3	SE_upp_uni_Endo_2015_1	SE_upp_uni_Endo_2015_2	SE_upp_uni_Endo_2015_3	SE_upp_uni_Endo_2016_1	SE_upp_uni_Endo_2016_2	SE_upp_uni_Endo_2017_1	SE_upp_uni_Endo_2017_3
6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria	0.09562078836477428	0.004122839473545113	0.0	0.09801962442036226	0.0	0.031415099698914956	0.057888970051132214	0.020605026576547017	0.1651652918714795	0.05595087240471781	0.02023536472958779	0.24357736140621983	0.39864864864864863	0.06996440055121728	0.18354237803847323	0.06946796361201905	0.28939532057125494	0.03420663919769883	0.22300357568533968	0.17065868263473055	0.0	0.0	0.013202782331310088	0.0187809458767287	0.017423388336578867	0.23958333333333334	0.2849628712871287	0.16818181818181818	0.4465056360708535	0.1472121941436021	0.0	0.028922989887560993	0.22940320232896652	0.10066903616976793	0.08088056433957674	0.1956007998545719	0.16503089785532535	0.044625381664448446	0.026425301706200582	0.25886054985094403	0.1005641748942172	0.6735873850197109	0.04246885617214043	0.0	0.1111587982832618	0.14777497900923595	0.718384074941452	0.0	0.012905911740216486	0.22381224957069262	0.5192061459667093	0.06693440428380187	0.014078674948240166	0.0	0.21231953801732434	0.2034235668789809	0.003201280512204882	0.10431262202825313	0.02686070686070686	0.27960819234194123	0.5775374376039933	0.035574314139282484	0.314147391070468	0.0	0.0	0.028171361893648942	0.6067363530778165	0.0	0.7478632478632479	0.017788219499916092	0.030789387487717	0.037915742793791576	0.08337782523580708	0.0027211973268238027	0.0	0.017865258888927735	0.004650871777759239	0.04237634555116501	0.0	0.035632183908045977	0.004771023335821622	0.3295942720763723	0.1838168336151945	0.20935809776507808	0.1266723411685109	0.11169250588993108	0.10020449897750511	0.14906995022268799	0.6202463845741831	0.0	0.13123924268502582	0.8657901135929412	0.014599591096265154	0.21840570317563188	0.2958175968666946	0.4756388415672913	0.8515736303587618	0.1691909073910837	0.5489827509951349	0.013996113649493198	0.05677636420986226	0.15514422133560077	0.006377836458846171	0.06457301013347619	0.0500706818618126	0.12536478897417663	0.0
c2ff2968fc5eb368695f90ee12c20b86_bacteria	0.2876091246910727	0.7185369205560548	0.0	0.16919017241821024	0.0	0.0	0.00931336742147553	0.10801233676750444	0.01240480158646442	0.48659713422360856	0.6751195044050503	0.3114416328633057	0.0	0.32315112540192925	0.40829642651881404	0.1432678297168511	0.5916742631419022	0.057762574827023246	0.12359952324195471	0.0	0.0	0.0	0.025165034779141376	0.0	0.0	0.0	0.0	0.021678321678321677	0.0	0.016274139017821328	0.06958424507658643	0.0	0.0	0.0	0.08392118705910971	0.0	0.0	0.755656462851327	0.0	0.0	0.0	0.0	0.0	0.7666900913562895	0.0	0.0	0.03307962529274005	0.04624542124542125	0.9302664446294754	0.10990269032627362	0.0	0.0	0.043478260869565216	0.0	0.0	0.258359872611465	0.9816326530612245	0.8638451820374411	0.9296465696465697	0.0	0.0	0.8543864938197167	0.0	0.0	0.0	0.0	0.04878048780487805	0.9533852011256414	0.0	0.0	0.008843760235833607	0.0	0.0	0.0034014966585297532	0.3563218390804598	0.12316889836730413	0.4628138817051806	0.11759095244583731	0.0	0.1855276907001045	0.022491967154587646	0.0	0.0	0.0	0.0	0.005536976413804057	0.0	0.11815561959654179	0.0	0.0	0.12650602409638553	0.0	0.1654620324243384	0.04147764095917045	0.09923066163099734	0.06526250580765061	0.0	0.1469936159414483	0.0902624207577768	0.9860038863505068	0.40426874145726	0.1330041206095886	0.956876874188784	0.0	0.0	0.0	0.0
00fae520fc99f4b43a079be78714514a_bacteria	0.15763739487580677	0.004809979385802632	0.0	0.08185381600184459	0.0776566757493188	0.0	0.0	0.7112015224096069	0.3807303643383051	0.020664782142509018	0.0039227454931298365	0.38516515356384007	0.0	0.0338194763435921	0.05862267148990838	0.03256803055960304	0.005955636584624734	0.0681800513099588	0.1137067938021454	0.0	0.0	1.0	0.044216029418280095	0.34232542257128223	0.009429127805677975	0.21577380952380953	0.5043316831683168	0.21346153846153845	0.12264090177133656	0.2192424502893817	0.03413566739606127	0.13966480446927373	0.0	0.004076939159523312	0.41838968620773537	0.017724050172695873	0.24227553616866593	0.0	0.7690387016229713	0.3408413381914541	0.16488011283497883	0.014717477003942181	0.056625141562853906	0.0	0.02145922746781116	0.02092079485026588	0.04069086651053864	0.18887362637362637	0.0	0.0	0.035211267605633804	0.0	0.029192546583850933	0.150398406374502	0.0	0.46576433121019106	0.009043617446978791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057009501583597265	0.06689895470383275	0.0050653865254097	0.0	0.01896291324047659	0.04978709466098919	0.0	0.04636056237764727	0.008843891312177358	0.21551724137931033	0.010872985351186939	0.05971051972970718	0.28682381795885	0.07994078460399703	0.052821316614420064	0.20035052416344812	0.03747016706443914	0.02783920905424743	0.0	0.02769593400117855	0.026899557924273575	0.0	0.35315692952580563	0.0	0.0	0.18072289156626506	0.0	0.001986926598899991	0.27997407647440054	0.01272905301440761	0.011212637447731145	0.004533091568449683	0.043032294254347306	0.054068996019460414	0.0	0.024532996880804684	0.025116096539996077	0.004251890972564114	0.009486183652515513	0.07509729663693956	0.010471589376364127	0.0
849f10aeb3f069b4300a0fa8bce6c3e2_bacteria	0.0014935191934996356	0.0	0.0	0.005072630850818538	0.15803814713896458	0.028915525762654094	0.0295836376917458	0.012205525296935494	0.004767831902280543	0.014621308119699776	0.008381385179310197	0.0	0.6013513513513513	0.012976573265962334	0.005172588660874269	0.015358563383609657	0.015071406867213612	0.0	0.010846245530393326	0.0	0.0	0.0	0.0	0.0	0.16316490724607974	0.0	0.03403465346534654	0.0	0.01140096618357488	0.007105609993696636	0.03369803063457331	0.008556679159889682	0.0	0.09664436546100774	0.13962539528095355	0.026722414106526086	0.007042893493275173	0.007750724183825257	0.0	0.009771447499171911	0.0	0.03390275952693824	0.0	0.0	0.05708154506437768	0.5829834872656031	0.0	0.0	0.0	0.03720663995420721	0.03649167733674776	0.4859437751004016	0.0	0.0	0.03233878729547642	0.0	0.0	0.0	0.0	0.1188780053428317	0.04509151414309484	0.0	0.3254437869822485	0.0	0.0	0.008501416902817137	0.0	0.005164707829829499	0.0	0.03188454438664205	0.02718637405830331	0.14368070953436807	0.06326748531767218	0.004521989675457201	0.0	0.0175506065797294	0.11670976891632602	0.021733206158877232	0.06587712805329386	0.011128526645768026	0.002791210931160949	0.01646778042959427	0.04644204501105763	0.014899479538728442	0.02966018463956001	0.04284428522267028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012840956777171633	0.003623973981725259	0.0	0.01816384859897962	0.0	0.0	0.008516454631479339	0.03561384001569756	0.0020140536185830013	0.022967724655149322	0.04816837990191801	0.07315398386345244	0.0
8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria	0.0205714488914176	0.0	0.0	0.0015115415161529987	0.07084468664850137	0.0	0.029948867786705625	0.0	0.0	0.01413393118237645	0.010117682364793896	0.0	0.0	0.01423977951309141	0.008485750025355827	0.030283936517938013	0.0	0.004198087537899402	0.014421930870083432	0.0	0.0	0.0	0.0	0.0	0.014041201188890028	0.0	0.03743811881188119	0.014335664335664336	0.03639291465378422	0.0	0.0	0.0	0.0	0.04129207610286431	0.0356360982729263	0.05453553899291038	0.006497637222828062	0.003914507163548109	0.0	0.037098376946008614	0.007052186177715092	0.022864651773981604	0.0	0.13633169360505973	0.1888412017167382	0.11572907920514973	0.03629976580796253	0.01488095238095238	0.0	0.04235832856325129	0.23367477592829705	0.0	0.02360248447204969	0.03745019920318725	0.0	0.0	0.0	0.0	0.00474012474012474	0.031166518254674976	0.26788685524126454	0.0	0.11915008068854223	0.0	0.0	0.0	0.013704994192799072	0.0	0.0	0.021815740896123512	0.014084507042253521	0.016851441241685146	0.025271400605089873	0.0	0.0	0.010768101248120826	0.008926336864937014	0.011036926011718217	0.0	0.03364681295715778	0.0	0.03389021479713604	0.0	0.004949484641289928	0.0017460005674501844	0.001888307494110069	0.0	0.0	0.0	0.0	0.0	0.006773890992461875	0.0	0.0	0.035305637152049235	0.016044602756698157	0.0	0.009028501215375163	0.0023588382721509656	0.0	0.011810885641187397	0.02377526326116816	0.0	0.04571224498906299	0.026632227438524232	0.005763052701277681	0.0
6025a8d68dfe9ed561f3501b70ef5274_bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031580156178226916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018755765091729014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009644243467125535	0.0	0.0	0.0027112705430883456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1634758023700239	0.005076391102827574	0.0
871638cacece191a60d3f3fe9407c592_bacteria	0.0022580587806482586	0.0033299857286325915	0.0	0.0	0.0	0.0	0.0	0.0038060240173239715	0.0014556654922891921	0.007018227897455893	0.0027866498038627255	0.0	0.0	0.014182361047312816	0.004902126508671693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017525878856205802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008513743614692289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006297229219143577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002670265303778569	0.0	0.0	0.019800332778702162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04833025675448901	0.0	0.08425720620842572	0.019487453283502404	0.00528232422265797	0.0	0.0	0.019354300492199883	0.004632783758005177	0.0	0.002716823406478579	0.0	0.0	0.013919604527123715	0.0	0.0	0.0020912564303929267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00598469487867094	0.0	0.002299004508727289	0.002949440653414545	0.006351619785663487	0.0
c861b1ec2e390a9906dec7ee827ab766_bacteria	0.02012694913144747	0.004492837887837623	0.0	0.018445930366612864	0.0	0.0	0.013148283418553688	0.008530743487105454	0.0243454779435033	0.053806413880495174	0.01757732953205719	0.0056660871804777545	0.0	0.06275838309600368	0.013523107610128808	0.05217973457251999	0.009723488301428137	0.023089481458446706	0.0100119189511323	0.0	0.0	0.0	0.0	0.013829605600136588	0.11530183458030133	0.0	0.0	0.0	0.015394524959742351	0.018795484499455617	0.04682713347921225	0.06993847676967682	0.017758369723435224	0.028381768764373823	0.02456823157382632	0.01008907471368842	0.016948382406397674	0.008455335473263915	0.0570120682480233	0.03842331897979463	0.057404795486600844	0.11064388961892246	0.0	0.0	0.06523605150214593	0.00811642877134061	0.014929742388758781	0.019917582417582416	0.0	0.08128219805380653	0.0	0.0	0.1010351966873706	0.05039840637450199	0.013089509143407122	0.0	0.0	0.0	0.0056548856548856545	0.0	0.0	0.0	0.0	0.0	0.08545454545454545	0.010835139189864977	0.019744483159117306	0.0	0.14316239316239315	0.076019466353415	0.15345561742548314	0.0	0.030521445096992346	0.011925247108727841	0.0	0.005593818830192637	0.02548594310503045	0.0350183948766862	0.14581791265729088	0.04096133751306165	0.019700756223426697	0.1353221957040573	0.07545206192272669	0.01546076130217369	0.09764508173465157	0.11837658498707304	0.0	0.023578726748755566	0.0	0.0	0.06411359724612736	0.0	0.0040026492354652	0.04623028731907539	0.006630297943768359	0.016818956171596715	0.00820273712386133	0.011005155327617063	0.009988205808639246	0.0	0.02088809448708513	0.03132971417358885	0.0028868101866356354	0.0817820633007455	0.059756714776872194	0.06945091595752508	0.12727272727272726
c0d147166492811472c866a83fd30a3c_bacteria	0.0035026581085646213	0.0	0.0	0.027540798811262264	0.22343324250681199	0.8845083224450377	0.2308254200146092	0.005840278233479887	0.21860298305942913	0.023394092991519642	0.005787657284945661	0.0	0.0	0.012258842443729904	0.13059941174481896	0.021856417122829125	0.016529930112427833	0.017958485578791882	0.0	0.0	0.4749536178107607	0.0	0.0	0.2045415741847362	0.0	0.0	0.0	0.45874125874125876	0.16837359098228663	0.0822875479915191	0.061269146608315096	0.010678169860688777	0.03697234352256187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12967157417893543	0.0	0.0	0.0	0.026932084309133488	0.011904761904761904	0.01935886761032473	0.0	0.0	0.0	0.0	0.0	0.06256015399422522	0.029060509554140128	0.0	0.0	0.0	0.05075690115761353	0.021963394342762062	0.0	0.02097902097902098	0.0	0.45954545454545453	0.11035172528754793	0.017653890824622532	0.0	0.0	0.0	0.01326564035375041	0.0	0.008364477665064958	0.025451198527352035	0.4281609195402299	0.029891969373841906	0.18002836406106615	0.13155743289276467	0.0	0.06823406478578892	0.6154295543799293	0.04295942720763723	0.0	0.4895397489539749	0.08948252908182196	0.28704479877171774	0.0	0.23644223211946555	0.27209426888055704	0.0	0.11424268502581755	0.0	0.6784922394678492	0.027867790019442645	0.03309553783745978	0.012234783955397243	0.005612399084747226	0.02420065710393461	0.010983340704702934	0.0	0.05442820593698525	0.02658774282163647	0.003401512778051291	0.048591580733002994	0.0017626834674252605	0.012703239571326973	0.8109090909090909
0a78918b318c9a666440b19941b2c94e_bacteria	0.20756360791565173	0.254876050531212	0.0	0.04181077549765583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02092700902667433	0.0	0.0	0.534789706911296	0.43814064362336114	0.31137724550898205	0.0	0.0	0.8296043595764476	0.0764896704797678	0.0	0.0	0.0	0.0	0.0	0.022520199415506276	0.0	0.032953822219079276	0.04308588064046579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10901287553648069	0.017772180240694095	0.0664519906323185	0.0	0.0	0.05437893531768746	0.0	0.14725568942436412	0.0	0.0	0.05582290664100096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010572243665044471	0.0	0.0	0.6202171204840718	0.0	0.0	0.37968045309932524	0.008696921665137232	0.13802970431938957	0.06439674315321983	0.39117032392894463	0.011035019960403751	0.0	0.0	0.0	0.006634802156310701	0.0	0.0	0.011396384595231858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012761344277528263	0.0	0.16684029169003928	0.003648827952233525	0.0	0.012091262748396593	0.03182026293413565	0.0011636754240701786	0.016851926253292265	0.0	0.0	0.0
