"Cor","CorrType","EdgeBetweenness","interaction","name","Pvalue","selected","shared interaction","shared name"
"-0.1969","Negative","12.101471753541798","interacts with","9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria","0.018","false","interacts with","9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria"
"-0.1929","Negative","13.048437926117185","interacts with","5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria","0.025","false","interacts with","5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria"
"-0.1873","Negative","14.151711830255996","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria","0.034","false","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria"
"-0.2264","Negative","9.855766148018297","interacts with","c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria","0.004","false","interacts with","c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria"
"-0.186","Negative","11.560732060917061","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria","0.018","false","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria"
"-0.1899","Negative","14.069114086467776","interacts with","6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria","0.02","false","interacts with","6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria"
"-0.2113","Negative","12.56204426618106","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria","0.004","false","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 5d0942009326032f72c94ca27dc2015d_bacteria"
"0.2006","Positive","22.108213535471602","interacts with","41e3305635db95437d26c71fbb3e9886_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.012","false","interacts with","41e3305635db95437d26c71fbb3e9886_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.4343","Positive","9.650149850149852","interacts with","11d0b6aaf61245ed190220edb6779865_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.001","false","interacts with","11d0b6aaf61245ed190220edb6779865_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.3198","Positive","12.961219234561751","interacts with","0c0605a3c4b75dfc31857a9167487df1_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.002","false","interacts with","0c0605a3c4b75dfc31857a9167487df1_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.2859","Positive","8.694546192781107","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.002","false","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.1998","Positive","17.74909246979686","interacts with","943689dc4b1c713707c1520019c4e91d_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.014","false","interacts with","943689dc4b1c713707c1520019c4e91d_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.2942","Positive","18.917341427697405","interacts with","d0c26a44a7a8b6ee4ba716861fc44da2_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.001","false","interacts with","d0c26a44a7a8b6ee4ba716861fc44da2_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.265","Positive","22.98118630192458","interacts with","ad1bc6953fe661253a1301a0dffd0535_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.001","false","interacts with","ad1bc6953fe661253a1301a0dffd0535_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.206","Negative","19.62079655070342","interacts with","30915dab539abea2a31d47ae7d90792e_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.005","false","interacts with","30915dab539abea2a31d47ae7d90792e_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.2279","Negative","16.848409586834812","interacts with","30432de9f6dd4c74cc5042a8d0ece70f_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.003","false","interacts with","30432de9f6dd4c74cc5042a8d0ece70f_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.2523","Positive","11.275277352829153","interacts with","ce8fe047f6c78ee3610cc355efd59beb_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.004","false","interacts with","ce8fe047f6c78ee3610cc355efd59beb_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.1417","Negative","26.43613453926472","interacts with","a4496dfdf6cfe898e6e51cec293e31ef_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.048","false","interacts with","a4496dfdf6cfe898e6e51cec293e31ef_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.2407","Negative","12.776840006616817","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.002","false","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.2047","Negative","9.568692545161133","interacts with","89206af4589b68a36b3313e1be7c6448_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.021","false","interacts with","89206af4589b68a36b3313e1be7c6448_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.1782","Negative","10.12913475413475","interacts with","e02440bc2cf2fbd51ab6c6a48c297786_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.025","false","interacts with","e02440bc2cf2fbd51ab6c6a48c297786_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.1821","Negative","11.8228119122062","interacts with","9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.028","false","interacts with","9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.2585","Negative","11.644746451398804","interacts with","5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.001","false","interacts with","5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.2018","Negative","12.491354085454256","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.018","false","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.1812","Negative","9.45739515385308","interacts with","c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.011","false","interacts with","c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.2423","Negative","14.600665637965886","interacts with","25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.004","false","interacts with","25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.1528","Negative","11.315467644310148","interacts with","4745af0659fd8962bab4c6f134456248_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.049","false","interacts with","4745af0659fd8962bab4c6f134456248_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.1726","Negative","10.891367950338045","interacts with","45072f0f90af585d84d9e8b285570885_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.034","false","interacts with","45072f0f90af585d84d9e8b285570885_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.229","Negative","9.333232140236781","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.002","false","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.3146","Negative","11.231779811355617","interacts with","6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.001","false","interacts with","6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"-0.2282","Negative","9.41297138723409","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.001","false","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.3064","Positive","16.01476395397598","interacts with","d9e763753ea6a20c2a574df095f60580_eukaryote (interacts with) 61781934a20bd3368b0737d605f29468_bacteria","0.001","false","interacts with","d9e763753ea6a20c2a574df095f60580_eukaryote (interacts with) 61781934a20bd3368b0737d605f29468_bacteria"
"0.2802","Positive","15.28341278493717","interacts with","0c0605a3c4b75dfc31857a9167487df1_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.002","false","interacts with","0c0605a3c4b75dfc31857a9167487df1_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"0.2795","Positive","13.753487987512376","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.003","false","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"0.1751","Positive","27.33707180825148","interacts with","d0c26a44a7a8b6ee4ba716861fc44da2_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.031","false","interacts with","d0c26a44a7a8b6ee4ba716861fc44da2_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"0.245","Positive","23.761143947060372","interacts with","613010f6345bf00e94847229463fe089_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.002","false","interacts with","613010f6345bf00e94847229463fe089_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"0.1725","Positive","18.830673519032395","interacts with","1e2dd0b096801694733a077125a20228_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.025","false","interacts with","1e2dd0b096801694733a077125a20228_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"-0.1817","Negative","22.033069071344926","interacts with","30432de9f6dd4c74cc5042a8d0ece70f_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.015","false","interacts with","30432de9f6dd4c74cc5042a8d0ece70f_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"-0.1821","Negative","19.42957347508647","interacts with","fb613c9c4a86c7589b321ffb051a485c_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.026","false","interacts with","fb613c9c4a86c7589b321ffb051a485c_bacteria (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"-0.2055","Negative","20.75211998917881","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.012","false","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"0.1871","Positive","23.882082550760508","interacts with","f797cf2765402dd3d1f72f7838c4a54c_oomycete (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.021","false","interacts with","f797cf2765402dd3d1f72f7838c4a54c_oomycete (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"-0.1852","Negative","19.58027253942102","interacts with","5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria","0.033","false","interacts with","5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 41e3305635db95437d26c71fbb3e9886_bacteria"
"0.446","Positive","10.1878945980022","interacts with","0c0605a3c4b75dfc31857a9167487df1_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.001","false","interacts with","0c0605a3c4b75dfc31857a9167487df1_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"0.4076","Positive","9.119927069927067","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.001","false","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"0.182","Positive","26.252391874055068","interacts with","c4e15ee4c6a6debb8ef308d21e737e8e_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.028","false","interacts with","c4e15ee4c6a6debb8ef308d21e737e8e_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"0.2761","Positive","12.680956384179556","interacts with","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.004","false","interacts with","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"0.2672","Positive","17.91411853001821","interacts with","ad1bc6953fe661253a1301a0dffd0535_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.002","false","interacts with","ad1bc6953fe661253a1301a0dffd0535_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.1735","Negative","19.607274248106165","interacts with","20b02741232f1c067a84cab7b52256ee_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.041","false","interacts with","20b02741232f1c067a84cab7b52256ee_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.176","Negative","10.413808496035232","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.013","false","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.1785","Negative","16.672604329831056","interacts with","9fc26e6596f0b0189c6b268cc4d8d67b_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.033","false","interacts with","9fc26e6596f0b0189c6b268cc4d8d67b_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.2177","Negative","14.402519295293684","interacts with","a4830ec2beeeeaef48f6d7f401df4241_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.013","false","interacts with","a4830ec2beeeeaef48f6d7f401df4241_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.222","Negative","10.032837301587302","interacts with","89206af4589b68a36b3313e1be7c6448_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.011","false","interacts with","89206af4589b68a36b3313e1be7c6448_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.1858","Negative","10.070483816865398","interacts with","9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.019","false","interacts with","9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.1809","Negative","10.913695319602759","interacts with","5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.034","false","interacts with","5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.2408","Negative","12.179472195522445","interacts with","25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.006","false","interacts with","25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.1706","Negative","11.501316915655151","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.02","false","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.2376","Negative","12.416129880468114","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.003","false","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"-0.1804","Negative","25.012144484934062","interacts with","5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria","0.027","false","interacts with","5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 11d0b6aaf61245ed190220edb6779865_bacteria"
"0.2019","Positive","18.53598609061306","interacts with","5d45291972b34cd7f9c4cd55ca8a95ea_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.019","false","interacts with","5d45291972b34cd7f9c4cd55ca8a95ea_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"0.4671","Positive","9.260024857683023","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.001","false","interacts with","334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"0.1799","Positive","22.783127763363122","interacts with","d48f4cda1feee6851d5bcf2d520066b9_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.029","false","interacts with","d48f4cda1feee6851d5bcf2d520066b9_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"0.3996","Positive","11.718249755677943","interacts with","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.001","false","interacts with","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.2419","Negative","16.68935244309162","interacts with","30915dab539abea2a31d47ae7d90792e_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.002","false","interacts with","30915dab539abea2a31d47ae7d90792e_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.279","Negative","11.431935352401208","interacts with","30432de9f6dd4c74cc5042a8d0ece70f_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.001","false","interacts with","30432de9f6dd4c74cc5042a8d0ece70f_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"0.1739","Positive","25.347107449842262","interacts with","fb613c9c4a86c7589b321ffb051a485c_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.042","false","interacts with","fb613c9c4a86c7589b321ffb051a485c_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"0.1942","Positive","10.326055835668457","interacts with","ce8fe047f6c78ee3610cc355efd59beb_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.018","false","interacts with","ce8fe047f6c78ee3610cc355efd59beb_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.1706","Negative","13.256604454792294","interacts with","44753606b01dd5d899e0c372598c574c_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.025","false","interacts with","44753606b01dd5d899e0c372598c574c_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.2141","Negative","9.864444509521409","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.006","false","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.2583","Negative","27.55167914631995","interacts with","eaa0ba9ff4398edf205048df9a36f578_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.001","false","interacts with","eaa0ba9ff4398edf205048df9a36f578_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.1959","Negative","13.84954888369522","interacts with","e02440bc2cf2fbd51ab6c6a48c297786_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.021","false","interacts with","e02440bc2cf2fbd51ab6c6a48c297786_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.1496","Negative","17.49095926723912","interacts with","c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.05","false","interacts with","c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.1559","Negative","17.873716131759526","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.041","false","interacts with","b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.1484","Negative","16.646477154618132","interacts with","6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.047","false","interacts with","6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.1697","Negative","19.154744194424364","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.018","false","interacts with","5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.1777","Negative","20.876963132390056","interacts with","2b58ac3373c047a1eebbf7a75e2e0552_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.031","false","interacts with","2b58ac3373c047a1eebbf7a75e2e0552_fungi (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.2106","Negative","16.971546153431937","interacts with","5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria","0.029","false","interacts with","5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 0c0605a3c4b75dfc31857a9167487df1_bacteria"
"-0.2279","Negative","25.31819472668116","interacts with","c4e15ee4c6a6debb8ef308d21e737e8e_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.007","false","interacts with","c4e15ee4c6a6debb8ef308d21e737e8e_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.26","Positive","17.90230709434804","interacts with","d48f4cda1feee6851d5bcf2d520066b9_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.003","false","interacts with","d48f4cda1feee6851d5bcf2d520066b9_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.1779","Positive","17.656285763312173","interacts with","ce8fe047f6c78ee3610cc355efd59beb_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.026","false","interacts with","ce8fe047f6c78ee3610cc355efd59beb_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"-0.1482","Negative","21.297583182414265","interacts with","44753606b01dd5d899e0c372598c574c_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.043","false","interacts with","44753606b01dd5d899e0c372598c574c_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.2641","Positive","19.070306094015763","interacts with","54693a9cf3c76c547dc9b56b6e9b266f_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.002","false","interacts with","54693a9cf3c76c547dc9b56b6e9b266f_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"-0.1454","Negative","17.28507429879148","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.037","false","interacts with","0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"-0.1814","Negative","16.240265957401505","interacts with","e02440bc2cf2fbd51ab6c6a48c297786_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.031","false","interacts with","e02440bc2cf2fbd51ab6c6a48c297786_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"-0.1966","Negative","22.421358632933586","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.025","false","interacts with","d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"-0.1503","Negative","23.819517307191195","interacts with","55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.037","false","interacts with","55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"-0.2045","Negative","24.484057448116893","interacts with","84b78558c3c317566a13f29ab950da23_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.013","false","interacts with","84b78558c3c317566a13f29ab950da23_fungi (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.2278","Positive","25.48660022228031","interacts with","f797cf2765402dd3d1f72f7838c4a54c_oomycete (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.008","false","interacts with","f797cf2765402dd3d1f72f7838c4a54c_oomycete (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.1776","Positive","24.711302605487596","interacts with","99318de41dd49424cad9bf4501ab86ce_eukaryote (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.031","false","interacts with","99318de41dd49424cad9bf4501ab86ce_eukaryote (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.2369","Positive","17.372875558902674","interacts with","d9e763753ea6a20c2a574df095f60580_eukaryote (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.005","false","interacts with","d9e763753ea6a20c2a574df095f60580_eukaryote (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.2004","Positive","17.588175894836663","interacts with","2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","0.005","false","interacts with","2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote (interacts with) 5d45291972b34cd7f9c4cd55ca8a95ea_bacteria"
"0.3083","Positive","12.985007902260316","interacts with","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria (interacts with) 334a4708e1cedc4f04c44f0f47d2f29e_bacteria","0.002","false","interacts with","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria (interacts with) 334a4708e1cedc4f04c44f0f47d2f29e_bacteria"
