Cor,CorrType,EdgeBetweenness,interaction,Pvalue,selected,shared interaction,shared name,partner1,partner2,Source,Target
0.1751,Positive,12.659697456701966,interacts with,0.024,False,interacts with,55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,55d3ffaf20a40a432de7989e6d6d5a00_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0252,0067
0.1817,Positive,11.223503292017313,interacts with,0.02,False,interacts with,c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,c0a6013edcd750f053a34cc2e955055c_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0172,0067
0.5385,Positive,6.179555919766431,interacts with,0.001,False,interacts with,25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,25f16fb9e13dc11d9cdb2563441d93ea_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0074,0067
0.4504,Positive,7.827037484551931,interacts with,0.001,False,interacts with,c99c3c0cde268c3acc40ddb4ca470d52_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,c99c3c0cde268c3acc40ddb4ca470d52_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0173,0067
0.2773,Positive,9.11139025495926,interacts with,0.001,False,interacts with,573058e00737be3571135b4901715a5b_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,573058e00737be3571135b4901715a5b_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0077,0067
0.1674,Positive,11.588749545244545,interacts with,0.023,False,interacts with,54a79d598f2020f796479614425e7ff7_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,54a79d598f2020f796479614425e7ff7_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0174,0067
0.4066,Positive,6.688556688293174,interacts with,0.001,False,interacts with,01355d320b33ddf29a77579fe487ee60_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,01355d320b33ddf29a77579fe487ee60_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0078,0067
0.2953,Positive,7.700660279335242,interacts with,0.002,False,interacts with,3594bd84689e1249077661feb03ed8ba_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,3594bd84689e1249077661feb03ed8ba_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0175,0067
0.4289,Positive,7.051196535567456,interacts with,0.001,False,interacts with,b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0079,0067
0.1585,Positive,13.098139978398311,interacts with,0.03,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0176,0067
-0.1439,Negative,16.329656358844357,interacts with,0.039,False,interacts with,7d8361bafb81458a6092cf72051fb8ba_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,7d8361bafb81458a6092cf72051fb8ba_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0123,0067
0.3961,Positive,9.857088494571297,interacts with,0.001,False,interacts with,980fd6278b58656a704d9d0db1f6d1fd_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,980fd6278b58656a704d9d0db1f6d1fd_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0177,0067
0.2747,Positive,9.044350360735042,interacts with,0.001,False,interacts with,9aecac2abcac69ad5a121dabba570b20_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,9aecac2abcac69ad5a121dabba570b20_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0178,0067
-0.1518,Negative,18.550728320727305,interacts with,0.028,False,interacts with,f7f2a2faaaee104be5ea5a7d5484aacf_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,f7f2a2faaaee104be5ea5a7d5484aacf_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0249,0067
0.3228,Positive,9.575983459529516,interacts with,0.001,False,interacts with,5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,5f279c746c8e0dc1b9305887f0cbae5a_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0080,0067
0.2545,Positive,7.988258126547546,interacts with,0.002,False,interacts with,12d11cd730ac7a521601a8c9ef2e3f4c_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,12d11cd730ac7a521601a8c9ef2e3f4c_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0081,0067
0.2447,Positive,9.060167789134516,interacts with,0.001,False,interacts with,f399f80a36b7b63e3071e1397d106116_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,f399f80a36b7b63e3071e1397d106116_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0179,0067
0.1715,Positive,10.474952630452428,interacts with,0.016,False,interacts with,893838c627554dd7258f3ac3e024dfe2_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,893838c627554dd7258f3ac3e024dfe2_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0180,0067
0.2274,Positive,11.675503600942143,interacts with,0.004,False,interacts with,bc4dcedbb783ae6fa7d42e19730bbd6a_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,bc4dcedbb783ae6fa7d42e19730bbd6a_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0138,0067
0.2132,Positive,13.06729090674218,interacts with,0.002,False,interacts with,ff21cdb7dbfc34641ccd2c104ef231e4_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,ff21cdb7dbfc34641ccd2c104ef231e4_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0125,0067
0.2869,Positive,7.780797707881408,interacts with,0.001,False,interacts with,b3975232eebf205eac1abdada382d56b_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,b3975232eebf205eac1abdada382d56b_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0181,0067
0.2834,Positive,9.513518104933503,interacts with,0.002,False,interacts with,cf99988bdff370667debed34ebd3f52a_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,cf99988bdff370667debed34ebd3f52a_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0182,0067
0.3251,Positive,8.263696328500442,interacts with,0.001,False,interacts with,bb0bac95bc47602168f4048966f9be02_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,bb0bac95bc47602168f4048966f9be02_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0183,0067
-0.2513,Negative,16.95953123909613,interacts with,0.001,False,interacts with,39d163834966cd25a456abec8a6fb0a4_oomycete (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,39d163834966cd25a456abec8a6fb0a4_oomycete,9561dff2fb67039404a8a5d6c669959c_fungi,0082,0067
0.1599,Positive,10.199770496434857,interacts with,0.048,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,9561dff2fb67039404a8a5d6c669959c_fungi,0083,0067
-0.1549,Negative,14.932403342279056,interacts with,0.036,False,interacts with,8d7bfbf1d9cc089639fe484763c3f188_oomycete (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,8d7bfbf1d9cc089639fe484763c3f188_oomycete,9561dff2fb67039404a8a5d6c669959c_fungi,0210,0067
0.2622,Positive,11.77971059111555,interacts with,0.001,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0127,0067
-0.1931,Negative,17.042844764094237,interacts with,0.011,False,interacts with,8fa171c38fb20ee4b1672db8353a9f63_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,8fa171c38fb20ee4b1672db8353a9f63_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0090,0067
-0.2762,Negative,11.578315372854314,interacts with,0.002,False,interacts with,2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0213,0067
-0.202,Negative,11.883785289544702,interacts with,0.011,False,interacts with,6f658d24895b04231f6e654762669b72_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,6f658d24895b04231f6e654762669b72_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0091,0067
-0.166,Negative,11.677730698124892,interacts with,0.031,False,interacts with,416ebed6f40ce92fda977416ca373220_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,416ebed6f40ce92fda977416ca373220_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0094,0067
0.2571,Positive,9.07027750783854,interacts with,0.003,False,interacts with,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0140,0067
0.2092,Positive,13.690876089093877,interacts with,0.004,False,interacts with,5c343c81c74e215e2ed7a0d3d2e29e21_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,5c343c81c74e215e2ed7a0d3d2e29e21_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0254,0067
-0.1434,Negative,20.325403114663587,interacts with,0.033,False,interacts with,070546cd0046c9701f90304909b45ada_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,070546cd0046c9701f90304909b45ada_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0129,0067
-0.1669,Negative,11.893974181824316,interacts with,0.02,False,interacts with,6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0187,0067
0.1373,Positive,12.467296296890142,interacts with,0.024,False,interacts with,a76ff1e570245a93affb4ac8a7e97b5a_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,a76ff1e570245a93affb4ac8a7e97b5a_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0149,0067
-0.1771,Negative,13.97189391509971,interacts with,0.008,False,interacts with,bf7b2ad6823dbc87e66f1788437c5437_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,bf7b2ad6823dbc87e66f1788437c5437_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0250,0067
-0.1276,Negative,12.098913716171042,interacts with,0.047,False,interacts with,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0095,0067
-0.1545,Negative,14.013701186173895,interacts with,0.019,False,interacts with,c42c09f149cbb96ab465fe8b2be206c3_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,c42c09f149cbb96ab465fe8b2be206c3_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0096,0067
0.1224,Positive,12.095612658304349,interacts with,0.038,False,interacts with,4f8eec0fd883c3c151fb5dce569f8dc0_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,4f8eec0fd883c3c151fb5dce569f8dc0_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0225,0067
-0.1206,Negative,13.446313921265672,interacts with,0.045,False,interacts with,5c75a20582098b0c984ca0046fc10d75_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,5c75a20582098b0c984ca0046fc10d75_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0103,0067
0.1836,Positive,11.712224654590347,interacts with,0.013,False,interacts with,16010d640ae1f9ef8b46d9778d31166d_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0069,0068
0.4241,Positive,12.29338054638058,interacts with,0.001,False,interacts with,6dec4a7642385d3256e7c0ab2c05366d_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,6dec4a7642385d3256e7c0ab2c05366d_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0070,0068
0.2845,Positive,13.51202622577448,interacts with,0.001,False,interacts with,d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,d4ced3fcf757696111ad371371ff4cce_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0072,0068
0.3533,Positive,13.697606961431438,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,007761694cceb108c141cce8750b23b5_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0073,0068
0.3372,Positive,11.18474886788817,interacts with,0.001,False,interacts with,55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,55d3ffaf20a40a432de7989e6d6d5a00_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0252,0068
0.1609,Positive,12.53383486795014,interacts with,0.046,False,interacts with,25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,25f16fb9e13dc11d9cdb2563441d93ea_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0074,0068
0.3977,Positive,12.825943298972293,interacts with,0.001,False,interacts with,4745af0659fd8962bab4c6f134456248_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,4745af0659fd8962bab4c6f134456248_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0122,0068
0.2648,Positive,25.906814340630124,interacts with,0.001,False,interacts with,886658e8f5f92525a3beccfa72774999_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,886658e8f5f92525a3beccfa72774999_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0230,0068
0.3999,Positive,8.475265123337232,interacts with,0.001,False,interacts with,45072f0f90af585d84d9e8b285570885_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,45072f0f90af585d84d9e8b285570885_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0076,0068
-0.2053,Negative,11.816573152663189,interacts with,0.005,False,interacts with,1bea8020d2c9d588ad86b87a8f8065e8_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,1bea8020d2c9d588ad86b87a8f8065e8_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0202,0068
0.2548,Positive,9.60990411538638,interacts with,0.001,False,interacts with,b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0079,0068
0.3418,Positive,12.131528084034995,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0176,0068
0.323,Positive,17.397846489022953,interacts with,0.001,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,6f919188220b0c82be4439bb63dd189e_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0222,0068
0.237,Positive,16.054816400161375,interacts with,0.002,False,interacts with,7d8361bafb81458a6092cf72051fb8ba_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,7d8361bafb81458a6092cf72051fb8ba_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0123,0068
0.2953,Positive,9.837670114065132,interacts with,0.001,False,interacts with,5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,5f279c746c8e0dc1b9305887f0cbae5a_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0080,0068
0.1459,Positive,12.978350521183698,interacts with,0.02,False,interacts with,f399f80a36b7b63e3071e1397d106116_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,f399f80a36b7b63e3071e1397d106116_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0179,0068
0.1576,Positive,12.248534482066027,interacts with,0.033,False,interacts with,893838c627554dd7258f3ac3e024dfe2_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,893838c627554dd7258f3ac3e024dfe2_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0180,0068
0.1549,Positive,15.807845893305196,interacts with,0.021,False,interacts with,ff21cdb7dbfc34641ccd2c104ef231e4_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,ff21cdb7dbfc34641ccd2c104ef231e4_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0125,0068
0.154,Positive,16.905541266038078,interacts with,0.025,False,interacts with,45b5a9d374f7fdde8ee02d381737f261_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,45b5a9d374f7fdde8ee02d381737f261_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0126,0068
0.1563,Positive,15.365352374615538,interacts with,0.006,False,interacts with,99f992144830d91fd450ab2e67bcead5_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,99f992144830d91fd450ab2e67bcead5_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0243,0068
0.19,Positive,20.95219150016565,interacts with,0.008,False,interacts with,223c70ea1023264b0e955d86276fac55_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,223c70ea1023264b0e955d86276fac55_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0224,0068
0.256,Positive,20.29392974432309,interacts with,0.002,False,interacts with,8785fbcd8cc239f3cbcfc81f423115d0_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,8785fbcd8cc239f3cbcfc81f423115d0_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0238,0068
-0.1739,Negative,13.066651424934577,interacts with,0.024,False,interacts with,99318de41dd49424cad9bf4501ab86ce_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,99318de41dd49424cad9bf4501ab86ce_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0128,0068
-0.2567,Negative,14.314347162175206,interacts with,0.005,False,interacts with,1f97c28f91d9a257362352f7c2958eb5_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,1f97c28f91d9a257362352f7c2958eb5_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0086,0068
-0.1744,Negative,21.79411102609612,interacts with,0.039,False,interacts with,d9e763753ea6a20c2a574df095f60580_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,d9e763753ea6a20c2a574df095f60580_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0211,0068
-0.165,Negative,14.487284018892163,interacts with,0.019,False,interacts with,3c491ac457174deda16980612d97ab4f_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,3c491ac457174deda16980612d97ab4f_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0186,0068
-0.2035,Negative,9.243095843133496,interacts with,0.006,False,interacts with,6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0187,0068
-0.1875,Negative,10.627407103796315,interacts with,0.006,False,interacts with,18f83f1b38e7d46908c0805e2c1960e4_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,18f83f1b38e7d46908c0805e2c1960e4_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0217,0068
-0.1606,Negative,11.427550599545713,interacts with,0.014,False,interacts with,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0095,0068
-0.1426,Negative,11.87740424093452,interacts with,0.027,False,interacts with,20be67fe93cc9f6528d6aaddacc059f1_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,20be67fe93cc9f6528d6aaddacc059f1_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0218,0068
0.1436,Positive,15.489111712911695,interacts with,0.015,False,interacts with,4f8eec0fd883c3c151fb5dce569f8dc0_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,4f8eec0fd883c3c151fb5dce569f8dc0_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0225,0068
-0.2336,Negative,18.995411171488318,interacts with,0.003,False,interacts with,28c42fb75b412baf6c28c32d0ad37e9b_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,28c42fb75b412baf6c28c32d0ad37e9b_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0188,0068
-0.1954,Negative,11.623461748544436,interacts with,0.009,False,interacts with,737804271196e9ba022de8d2c10afec9_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,737804271196e9ba022de8d2c10afec9_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0143,0068
-0.2065,Negative,11.436569080597144,interacts with,0.003,False,interacts with,d7463494a00186665833be74ccdd14a1_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,d7463494a00186665833be74ccdd14a1_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0101,0068
-0.1621,Negative,17.198827798930875,interacts with,0.013,False,interacts with,3c8cb7ae46cf87caa164eb1a31c2ba7d_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,3c8cb7ae46cf87caa164eb1a31c2ba7d_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0190,0068
-0.1281,Negative,27.919925140188543,interacts with,0.04,False,interacts with,3d572774b274de40d5f878929bb68ee9_eukaryote (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,3d572774b274de40d5f878929bb68ee9_eukaryote,9a06988e426d7ef4663c568dcd331ca0_fungi,0259,0068
0.3361,Positive,9.589278754481608,interacts with,0.001,False,interacts with,6dec4a7642385d3256e7c0ab2c05366d_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,6dec4a7642385d3256e7c0ab2c05366d_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0070,0069
0.3211,Positive,9.865432627482669,interacts with,0.001,False,interacts with,5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,5743cd46a67f26fc2a0a910a35f1b12f_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0071,0069
0.4255,Positive,9.496642242825889,interacts with,0.001,False,interacts with,d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,d4ced3fcf757696111ad371371ff4cce_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0072,0069
0.2182,Positive,11.42358528814635,interacts with,0.004,False,interacts with,55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,55d3ffaf20a40a432de7989e6d6d5a00_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0252,0069
0.4632,Positive,8.236919127855387,interacts with,0.001,False,interacts with,25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,25f16fb9e13dc11d9cdb2563441d93ea_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0074,0069
0.3743,Positive,8.824846509213051,interacts with,0.001,False,interacts with,feaca0edcf1a23c916e8a5a15e251c00_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,feaca0edcf1a23c916e8a5a15e251c00_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0236,0069
0.4242,Positive,8.580174814246874,interacts with,0.001,False,interacts with,45072f0f90af585d84d9e8b285570885_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,45072f0f90af585d84d9e8b285570885_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0076,0069
0.2612,Positive,10.416422458091072,interacts with,0.002,False,interacts with,573058e00737be3571135b4901715a5b_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,573058e00737be3571135b4901715a5b_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0077,0069
0.2068,Positive,9.767552576605013,interacts with,0.006,False,interacts with,54a79d598f2020f796479614425e7ff7_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,54a79d598f2020f796479614425e7ff7_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0174,0069
0.3098,Positive,7.024858147508046,interacts with,0.001,False,interacts with,01355d320b33ddf29a77579fe487ee60_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,01355d320b33ddf29a77579fe487ee60_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0078,0069
0.2688,Positive,9.550018991271733,interacts with,0.002,False,interacts with,3594bd84689e1249077661feb03ed8ba_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,3594bd84689e1249077661feb03ed8ba_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0175,0069
0.1834,Positive,9.41537685181737,interacts with,0.01,False,interacts with,b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0079,0069
0.2385,Positive,11.748010538123683,interacts with,0.006,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0176,0069
0.1524,Positive,14.318418721260617,interacts with,0.039,False,interacts with,5b2e0204e765d22d745597820f613f8a_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,5b2e0204e765d22d745597820f613f8a_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0241,0069
0.1702,Positive,9.384447272869815,interacts with,0.017,False,interacts with,9aecac2abcac69ad5a121dabba570b20_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,9aecac2abcac69ad5a121dabba570b20_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0178,0069
0.2368,Positive,7.240156987585197,interacts with,0.001,False,interacts with,12d11cd730ac7a521601a8c9ef2e3f4c_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,12d11cd730ac7a521601a8c9ef2e3f4c_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0081,0069
