Cor,CorrType,EdgeBetweenness,interaction,Pvalue,selected,shared interaction,shared name,partner1,partner2,Source,Target
-0.1687,Negative,10.233849052345372,interacts with,0.02,False,interacts with,e02440bc2cf2fbd51ab6c6a48c297786_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,e02440bc2cf2fbd51ab6c6a48c297786_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0170,0110
-0.2694,Negative,10.969044844129908,interacts with,0.001,False,interacts with,9561dff2fb67039404a8a5d6c669959c_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,9561dff2fb67039404a8a5d6c669959c_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0067,0110
-0.1735,Negative,9.93593862808245,interacts with,0.033,False,interacts with,16010d640ae1f9ef8b46d9778d31166d_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,16010d640ae1f9ef8b46d9778d31166d_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0069,0110
-0.1498,Negative,14.889175351175677,interacts with,0.044,False,interacts with,55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,55d3ffaf20a40a432de7989e6d6d5a00_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0252,0110
-0.1901,Negative,12.97729229937445,interacts with,0.016,False,interacts with,25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,25f16fb9e13dc11d9cdb2563441d93ea_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0074,0110
-0.1644,Negative,13.326976347076414,interacts with,0.038,False,interacts with,45072f0f90af585d84d9e8b285570885_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,45072f0f90af585d84d9e8b285570885_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0076,0110
-0.1558,Negative,11.301476972839415,interacts with,0.035,False,interacts with,c99c3c0cde268c3acc40ddb4ca470d52_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,c99c3c0cde268c3acc40ddb4ca470d52_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0173,0110
-0.1671,Negative,15.602687271719905,interacts with,0.014,False,interacts with,e13eae7ac33ca345b3e22b971ecb92b4_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,e13eae7ac33ca345b3e22b971ecb92b4_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0205,0110
-0.1806,Negative,12.8044479524565,interacts with,0.01,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,08abdffc486630512a1123f8c3bdc96c_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0176,0110
-0.1464,Negative,12.462497474344255,interacts with,0.039,False,interacts with,5b2e0204e765d22d745597820f613f8a_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,5b2e0204e765d22d745597820f613f8a_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0241,0110
-0.1818,Negative,11.472608302793166,interacts with,0.009,False,interacts with,980fd6278b58656a704d9d0db1f6d1fd_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,980fd6278b58656a704d9d0db1f6d1fd_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0177,0110
-0.3127,Negative,9.2504118011498,interacts with,0.001,False,interacts with,9aecac2abcac69ad5a121dabba570b20_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,9aecac2abcac69ad5a121dabba570b20_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0178,0110
-0.186,Negative,12.420428839655546,interacts with,0.004,False,interacts with,f399f80a36b7b63e3071e1397d106116_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,f399f80a36b7b63e3071e1397d106116_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0179,0110
-0.1565,Negative,11.539345154161696,interacts with,0.029,False,interacts with,b3975232eebf205eac1abdada382d56b_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,b3975232eebf205eac1abdada382d56b_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0181,0110
-0.2332,Negative,10.149590357513944,interacts with,0.001,False,interacts with,cf99988bdff370667debed34ebd3f52a_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,cf99988bdff370667debed34ebd3f52a_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0182,0110
-0.2957,Negative,8.950193866060564,interacts with,0.001,False,interacts with,bb0bac95bc47602168f4048966f9be02_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,bb0bac95bc47602168f4048966f9be02_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0183,0110
-0.1551,Negative,15.95964982465263,interacts with,0.014,False,interacts with,57d42f67fbd8adfd9984217832ff9085_fungi (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,57d42f67fbd8adfd9984217832ff9085_fungi,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0244,0110
-0.1793,Negative,12.689681735337034,interacts with,0.035,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0083,0110
-0.1533,Negative,26.77761303406877,interacts with,0.048,False,interacts with,f797cf2765402dd3d1f72f7838c4a54c_oomycete (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,f797cf2765402dd3d1f72f7838c4a54c_oomycete,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0208,0110
-0.1708,Negative,11.689627721560834,interacts with,0.044,False,interacts with,99318de41dd49424cad9bf4501ab86ce_eukaryote (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,99318de41dd49424cad9bf4501ab86ce_eukaryote,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0128,0110
-0.1654,Negative,12.945840310427055,interacts with,0.027,False,interacts with,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0140,0110
0.169,Positive,16.08263291979661,interacts with,0.013,False,interacts with,3c491ac457174deda16980612d97ab4f_eukaryote (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,3c491ac457174deda16980612d97ab4f_eukaryote,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0186,0110
-0.1412,Negative,15.63452446926002,interacts with,0.039,False,interacts with,28c42fb75b412baf6c28c32d0ad37e9b_eukaryote (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,28c42fb75b412baf6c28c32d0ad37e9b_eukaryote,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0188,0110
-0.1573,Negative,14.480060588893725,interacts with,0.014,False,interacts with,a654a25725fefee58e879aa11f5011b6_eukaryote (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,a654a25725fefee58e879aa11f5011b6_eukaryote,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0141,0110
-0.1995,Negative,10.67232726668184,interacts with,0.004,False,interacts with,e3e05f194c5ba7c9e24fbaf65a891e6e_eukaryote (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,e3e05f194c5ba7c9e24fbaf65a891e6e_eukaryote,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0189,0110
-0.1533,Negative,12.23052833258868,interacts with,0.033,False,interacts with,1103cddc21943a0c06c77640d1c2bdae_eukaryote (interacts with) 59f72dd6eaf2a9d277540becada0fb4c_bacteria,1103cddc21943a0c06c77640d1c2bdae_eukaryote,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0219,0110
0.1895,Positive,10.421383785851818,interacts with,0.014,False,interacts with,520fe6acd695f8e09998c6746855e420_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,520fe6acd695f8e09998c6746855e420_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0024,0021
0.33,Positive,10.054509720747047,interacts with,0.001,False,interacts with,958e14f4806af8a06db61870561138f7_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,958e14f4806af8a06db61870561138f7_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0154,0021
0.2057,Positive,9.34948548753658,interacts with,0.003,False,interacts with,3ade6fe2d83cee514a202e7c8237dc14_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,3ade6fe2d83cee514a202e7c8237dc14_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0025,0021
0.1954,Positive,15.459896342549072,interacts with,0.012,False,interacts with,41701e0adab2a616c9ee9b352beca639_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,41701e0adab2a616c9ee9b352beca639_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0111,0021
0.2396,Positive,9.776301854883776,interacts with,0.002,False,interacts with,eb434ae05f7cf08515f5a9eedc7b77b9_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,eb434ae05f7cf08515f5a9eedc7b77b9_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0026,0021
0.1948,Positive,13.18384789850956,interacts with,0.013,False,interacts with,a596ae48f107278dfad5dc9a569a633f_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,a596ae48f107278dfad5dc9a569a633f_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0027,0021
0.2231,Positive,11.236397834311385,interacts with,0.003,False,interacts with,c0136f74153f1adf7ea7091baa9525d8_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,c0136f74153f1adf7ea7091baa9525d8_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0028,0021
0.2246,Positive,11.781464000939676,interacts with,0.007,False,interacts with,f26613069d47c75ba35ac6e391427f1d_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,f26613069d47c75ba35ac6e391427f1d_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0030,0021
-0.1947,Negative,11.585481272755407,interacts with,0.011,False,interacts with,58fe37239368831978117dc5136718fe_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,58fe37239368831978117dc5136718fe_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0157,0021
0.1944,Positive,8.7238418967732,interacts with,0.012,False,interacts with,ed6fcc3e0305e5fa551e1c67f33c1226_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,ed6fcc3e0305e5fa551e1c67f33c1226_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0158,0021
0.3535,Positive,7.4403811778504,interacts with,0.001,False,interacts with,bd6595653c85ab4ed0535ca16ddfa7ae_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0032,0021
0.3384,Positive,8.412910295391132,interacts with,0.001,False,interacts with,727a0019cd714f3c1254b93a94a9aabe_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,727a0019cd714f3c1254b93a94a9aabe_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0033,0021
0.1682,Positive,11.635957364217049,interacts with,0.023,False,interacts with,87175665ea2f0ba525a6c4bce5e2d7f2_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,87175665ea2f0ba525a6c4bce5e2d7f2_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0034,0021
0.2518,Positive,19.13706104615765,interacts with,0.003,False,interacts with,6b9ca3313d241ab32629d7d007bfa458_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,6b9ca3313d241ab32629d7d007bfa458_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0248,0021
-0.4854,Negative,7.779397230812592,interacts with,0.001,False,interacts with,427faf4c79ebf8288c8dc1c34cb6273e_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,427faf4c79ebf8288c8dc1c34cb6273e_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0035,0021
0.2351,Positive,9.13980197470837,interacts with,0.002,False,interacts with,2f25e52d298c8f4f1f4b648383bed31c_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,2f25e52d298c8f4f1f4b648383bed31c_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0036,0021
0.3663,Positive,8.424962318985607,interacts with,0.001,False,interacts with,53d2340d5f7b4ef070da39397346b625_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,53d2340d5f7b4ef070da39397346b625_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0037,0021
-0.3557,Negative,7.074630164308913,interacts with,0.001,False,interacts with,a50637e49cb2e7062c4fe563e8804b5c_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,a50637e49cb2e7062c4fe563e8804b5c_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0160,0021
-0.226,Negative,10.676992636186505,interacts with,0.003,False,interacts with,12ce93ddd82908b0631426465fc4feff_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0039,0021
-0.2484,Negative,9.911310091273403,interacts with,0.001,False,interacts with,b598deaaba68fcee9069b4ac1f0ffe7c_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,b598deaaba68fcee9069b4ac1f0ffe7c_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0161,0021
0.2631,Positive,8.93369796616425,interacts with,0.001,False,interacts with,66e3d8d65c7d38086039152ae0eea786_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,66e3d8d65c7d38086039152ae0eea786_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0040,0021
0.1639,Positive,9.467215448956075,interacts with,0.013,False,interacts with,9f9db7a86cad05f5ce499615c163e8a9_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,9f9db7a86cad05f5ce499615c163e8a9_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0041,0021
0.1902,Positive,10.677391283781596,interacts with,0.009,False,interacts with,486eef6f6e7d9269c40a644d2d6832d6_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,486eef6f6e7d9269c40a644d2d6832d6_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0195,0021
0.3311,Positive,10.191501893401815,interacts with,0.001,False,interacts with,64d446be25ef73bf9cdd2d1c75b28328_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,64d446be25ef73bf9cdd2d1c75b28328_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0163,0021
-0.3183,Negative,8.479348149093472,interacts with,0.001,False,interacts with,be23ac7180eac196be3e0514333d4301_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,be23ac7180eac196be3e0514333d4301_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0042,0021
-0.2333,Negative,11.24201720834231,interacts with,0.004,False,interacts with,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0043,0021
-0.1429,Negative,29.074032047056654,interacts with,0.044,False,interacts with,feedb930d66d92bfe0db09c6320ffd07_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,feedb930d66d92bfe0db09c6320ffd07_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0196,0021
0.168,Positive,11.04306488487971,interacts with,0.018,False,interacts with,d96989fc36f17efec684123db1413110_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,d96989fc36f17efec684123db1413110_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0045,0021
0.2276,Positive,8.932403864139845,interacts with,0.001,False,interacts with,2ec351ef72927f2bc76225d8277dc602_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,2ec351ef72927f2bc76225d8277dc602_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0046,0021
-0.4391,Negative,6.498879479689405,interacts with,0.001,False,interacts with,d4143a84fa86f4939237b7d4e33cfc4d_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,d4143a84fa86f4939237b7d4e33cfc4d_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0047,0021
-0.3129,Negative,8.872307118202327,interacts with,0.001,False,interacts with,8c4947f4462ed1efbb71564b6c9aa0cb_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,8c4947f4462ed1efbb71564b6c9aa0cb_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0048,0021
0.26,Positive,11.564124976700516,interacts with,0.003,False,interacts with,80096a00a83bc1748d934c8ab64da932_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,80096a00a83bc1748d934c8ab64da932_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0164,0021
-0.2209,Negative,15.905628250058006,interacts with,0.006,False,interacts with,f733c60397f7fc312c9cdce5c6d9aba1_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,f733c60397f7fc312c9cdce5c6d9aba1_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0050,0021
-0.1584,Negative,10.955458586190993,interacts with,0.029,False,interacts with,db38587cad3ac0e5373ae4ad85d4d1f6_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,db38587cad3ac0e5373ae4ad85d4d1f6_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0051,0021
-0.3439,Negative,10.194243361361762,interacts with,0.001,False,interacts with,79cdbdf95f8596a1e17750c68ea553e9_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,79cdbdf95f8596a1e17750c68ea553e9_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0053,0021
0.2558,Positive,11.41537003149277,interacts with,0.001,False,interacts with,dec10876dd1b063c2977675a952e5613_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,dec10876dd1b063c2977675a952e5613_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0165,0021
-0.1993,Negative,15.477781238269037,interacts with,0.009,False,interacts with,dee54165b25b1b80bf40b51130dc690d_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,dee54165b25b1b80bf40b51130dc690d_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0054,0021
0.1867,Positive,10.235130084073914,interacts with,0.012,False,interacts with,936a582a1eb7fdd448592e35c1ce4b58_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,936a582a1eb7fdd448592e35c1ce4b58_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0118,0021
0.2211,Positive,8.373509679937728,interacts with,0.003,False,interacts with,623e85cafaa7d77615b1f2c4a51a4e58_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,623e85cafaa7d77615b1f2c4a51a4e58_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0055,0021
-0.1549,Negative,15.035161640442515,interacts with,0.026,False,interacts with,374b88becf647abd98cc5b2b4ac528bd_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,374b88becf647abd98cc5b2b4ac528bd_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0227,0021
-0.2346,Negative,11.9093532901565,interacts with,0.002,False,interacts with,7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0056,0021
0.3201,Positive,9.254262506960911,interacts with,0.001,False,interacts with,eec64780e6b621c93e5dc66bc10bed22_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,eec64780e6b621c93e5dc66bc10bed22_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0167,0021
0.2249,Positive,8.996805641007553,interacts with,0.005,False,interacts with,d734a4cd9718eb47ddf142f884ef1b31_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,d734a4cd9718eb47ddf142f884ef1b31_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0168,0021
0.178,Positive,11.56713140478926,interacts with,0.007,False,interacts with,701694874cb668b3c8b28556d6894c31_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,701694874cb668b3c8b28556d6894c31_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0057,0021
0.159,Positive,12.224378437593405,interacts with,0.021,False,interacts with,db088fb981fe23ea98703dd147a9a18a_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,db088fb981fe23ea98703dd147a9a18a_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0119,0021
-0.2265,Negative,9.22712839075166,interacts with,0.001,False,interacts with,1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0146,0021
-0.3245,Negative,9.670079582480112,interacts with,0.001,False,interacts with,a4830ec2beeeeaef48f6d7f401df4241_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,a4830ec2beeeeaef48f6d7f401df4241_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0063,0021
-0.2887,Negative,9.831110866771503,interacts with,0.004,False,interacts with,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0066,0021
-0.3404,Negative,7.115328044750249,interacts with,0.001,False,interacts with,9561dff2fb67039404a8a5d6c669959c_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,9561dff2fb67039404a8a5d6c669959c_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0067,0021
-0.1778,Negative,11.395645967396902,interacts with,0.028,False,interacts with,9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,9a06988e426d7ef4663c568dcd331ca0_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0068,0021
-0.2793,Negative,9.250364009716408,interacts with,0.001,False,interacts with,16010d640ae1f9ef8b46d9778d31166d_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,16010d640ae1f9ef8b46d9778d31166d_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0069,0021
-0.2475,Negative,10.694612157890123,interacts with,0.002,False,interacts with,5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,5743cd46a67f26fc2a0a910a35f1b12f_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0071,0021
-0.18,Negative,12.89268403641496,interacts with,0.035,False,interacts with,d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,d4ced3fcf757696111ad371371ff4cce_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0072,0021
-0.388,Negative,7.098024424704135,interacts with,0.001,False,interacts with,25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,25f16fb9e13dc11d9cdb2563441d93ea_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0074,0021
0.2555,Positive,11.12903158313849,interacts with,0.001,False,interacts with,1bea8020d2c9d588ad86b87a8f8065e8_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,1bea8020d2c9d588ad86b87a8f8065e8_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0202,0021
-0.2248,Negative,8.926129717316385,interacts with,0.003,False,interacts with,c99c3c0cde268c3acc40ddb4ca470d52_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,c99c3c0cde268c3acc40ddb4ca470d52_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0173,0021
-0.2905,Negative,8.934376193661183,interacts with,0.001,False,interacts with,573058e00737be3571135b4901715a5b_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,573058e00737be3571135b4901715a5b_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0077,0021
-0.2981,Negative,8.4512039939146,interacts with,0.001,False,interacts with,01355d320b33ddf29a77579fe487ee60_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,01355d320b33ddf29a77579fe487ee60_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0078,0021
-0.2648,Negative,8.910919973249538,interacts with,0.002,False,interacts with,3594bd84689e1249077661feb03ed8ba_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,3594bd84689e1249077661feb03ed8ba_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0175,0021
-0.2912,Negative,7.783006812710613,interacts with,0.001,False,interacts with,b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0079,0021
-0.163,Negative,16.01663855629238,interacts with,0.036,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,08abdffc486630512a1123f8c3bdc96c_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0176,0021
0.1687,Positive,16.520154410428006,interacts with,0.02,False,interacts with,47646c283877f7b72d1b9a5199bd45b9_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,47646c283877f7b72d1b9a5199bd45b9_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0235,0021
-0.1803,Negative,10.503410324642326,interacts with,0.012,False,interacts with,980fd6278b58656a704d9d0db1f6d1fd_fungi (interacts with) cfad561ce0a5f1aaddf0970d204a1e35_bacteria,980fd6278b58656a704d9d0db1f6d1fd_fungi,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0177,0021
