"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.8255813953488371","0.0018781935819421548","0.5477707006369427","0.29292929292929293","45","2","false","c2ff2968fc5eb368695f90ee12c20b86_bacteria","62.17777777777778","0","45","0","0.9943453329085695","false","0","c2ff2968fc5eb368695f90ee12c20b86_bacteria","1528","0.24099913867355727"
"1.6046511627906976","0.005144686314514682","0.6231884057971014","0.41739468064453505","102","2","false","6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria","79.16666666666667","0","102","0","0.9958585536795157","false","0","6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria","6260","0.30684754521963825"
"1.8410852713178294","9.974851504340777E-4","0.5431578947368422","0.41829268292682925","41","2","false","8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria","76.1951219512195","0","41","0","0.9942391419772751","false","0","8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria","1054","0.29532993004348645"
"1.5387596899224807","0.006624331845939637","0.649874055415617","0.4097706879361914","119","2","false","6025a8d68dfe9ed561f3501b70ef5274_bacteria","79.15126050420169","0","119","0","0.9963098651375173","false","0","6025a8d68dfe9ed561f3501b70ef5274_bacteria","8490","0.3067878314116344"
"1.8565891472868217","9.395597031927465E-4","0.5386221294363257","0.3768768768768769","37","2","false","c861b1ec2e390a9906dec7ee827ab766_bacteria","71.16216216216216","0","37","0","0.9941329510459807","false","0","c861b1ec2e390a9906dec7ee827ab766_bacteria","884","0.27582233396186884"
"1.7984496124031009","0.0021109239685927783","0.5560344827586207","0.38461538461538464","52","2","false","55e2f6614bc214f35d8745edeee16727_bacteria","74.21153846153847","0","52","0","0.994531167038335","false","0","55e2f6614bc214f35d8745edeee16727_bacteria","1808","0.28764162194394755"
"1.7945736434108528","0.0020340304583147026","0.5572354211663066","0.3671988388969521","53","2","false","61781934a20bd3368b0737d605f29468_bacteria","74.26415094339623","0","53","0","0.9945577147711586","false","0","61781934a20bd3368b0737d605f29468_bacteria","1866","0.2878455462922334"
"1.7596899224806202","0.002139787113559351","0.5682819383259912","0.39344262295081966","62","2","false","11d0b6aaf61245ed190220edb6779865_bacteria","75.88709677419355","0","62","0","0.9947966443665711","false","0","11d0b6aaf61245ed190220edb6779865_bacteria","2372","0.29413603400850213"
"1.6046511627906976","0.0057419923143661135","0.6231884057971014","0.41933605125218404","102","2","false","5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","77.81372549019608","0","102","0","0.9958585536795157","false","0","5d45291972b34cd7f9c4cd55ca8a95ea_bacteria","6220","0.30160358717130265"
"1.7131782945736433","0.003682033578996891","0.583710407239819","0.38319141058867084","74","2","false","943689dc4b1c713707c1520019c4e91d_bacteria","76.04054054054055","0","74","0","0.9951152171604545","false","0","943689dc4b1c713707c1520019c4e91d_bacteria","3574","0.29473077728891683"
"1.5968992248062015","0.005487414325118192","0.6262135922330098","0.41952949962658703","104","2","false","c4e15ee4c6a6debb8ef308d21e737e8e_bacteria","79.33653846153847","0","104","0","0.995911649145163","false","0","c4e15ee4c6a6debb8ef308d21e737e8e_bacteria","6420","0.30750596302921884"
"1.6007751937984496","0.004982132938422639","0.6246973365617433","0.43594136683799734","103","2","false","d48f4cda1feee6851d5bcf2d520066b9_bacteria","80.6504854368932","0","103","0","0.9958851014123393","false","0","d48f4cda1feee6851d5bcf2d520066b9_bacteria","6196","0.31259878076315195"
"1.624031007751938","0.005713718670555485","0.6157517899761337","0.4110824742268041","97","2","false","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria","75.6701030927835","0","97","0","0.9957258150153977","false","0","0cb8dc0c56bd0e3524dba46d210b26c9_bacteria","5766","0.29329497322784304"
"1.7403100775193798","0.0031915491516796247","0.5746102449888641","0.3469018543645409","67","2","false","a11e7d00f7f42af59b01f4684a52fa9d_bacteria","69.41791044776119","0","67","0","0.9949293830306891","false","0","a11e7d00f7f42af59b01f4684a52fa9d_bacteria","2946","0.26906166840217516"
