Feature ID	DE_erg_inf_Wl_2015_1	DE_erg_inf_Wl_2015_2	DE_erg_inf_Wl_2015_3	DE_erg_inf_Wl_2016_1	DE_erg_inf_Wl_2016_2	DE_erg_inf_Wl_2016_3	DE_erg_uni_Wl_2015_1	DE_erg_uni_Wl_2015_2	DE_erg_uni_Wl_2015_3	DE_erg_uni_Wl_2016_1	DE_erg_uni_Wl_2016_2	DE_erg_uni_Wl_2016_3	DE_erg_uni_Wl_2017_1	DE_erg_uni_Wl_2017_2	DE_erg_uni_Wl_2017_3	DE_ey_inf_Wl_2016_1	DE_ey_inf_Wl_2016_2	DE_ey_inf_Wl_2016_3	DE_ey_uni_Wl_2015_2	DE_ey_uni_Wl_2015_3	DE_ey_uni_Wl_2016_1	DE_ey_uni_Wl_2016_2	DE_ey_uni_Wl_2016_3	DE_ey_uni_Wl_2017_2	DE_ey_uni_Wl_2017_3	DE_jug_inf_Wl_2015_1	DE_jug_inf_Wl_2015_2	DE_jug_inf_Wl_2015_3	DE_jug_inf_Wl_2016_1	DE_jug_inf_Wl_2016_2	DE_jug_inf_Wl_2016_3	DE_jug_inf_Wl_2017_1	DE_jug_inf_Wl_2017_2	DE_jug_inf_Wl_2017_3	DE_jug_uni_Wl_2015_3	DE_jug_uni_Wl_2016_1	DE_jug_uni_Wl_2016_2	DE_jug_uni_Wl_2016_3	DE_jug_uni_Wl_2017_1	DE_jug_uni_Wl_2017_2	DE_jug_uni_Wl_2017_3	DE_k6_uni_Wl_2015_3	DE_k6_uni_Wl_2016_1	DE_k6_uni_Wl_2016_2	DE_k6_uni_Wl_2016_3	DE_k6_uni_Wl_2017_1	DE_k6_uni_Wl_2017_2	DE_k6_uni_Wl_2017_3	DE_pfn_uni_Wl_2015_1	DE_pfn_uni_Wl_2015_2	DE_pfn_uni_Wl_2016_1	DE_pfn_uni_Wl_2016_2	DE_pfn_uni_Wl_2016_3	DE_pfn_uni_Wl_2017_1	DE_pfn_uni_Wl_2017_2	DE_pfn_uni_Wl_2017_3	DE_wh_inf_Wl_2015_1	DE_wh_inf_Wl_2015_2	DE_wh_inf_Wl_2015_3	DE_wh_inf_Wl_2016_1	DE_wh_inf_Wl_2016_2	DE_wh_inf_Wl_2016_3	DE_wh_inf_Wl_2017_1	DE_wh_inf_Wl_2017_2	DE_wh_inf_Wl_2017_3	DE_wh_uni_Wl_2016_1	DE_wh_uni_Wl_2016_2	DE_wh_uni_Wl_2016_3	DE_wh_uni_Wl_2017_1	DE_wh_uni_Wl_2017_2	DE_wh_uni_Wl_2017_3	ES_cdc_inf_Wl_2015_2	ES_cdc_inf_Wl_2015_3	ES_cdc_inf_Wl_2017_1	ES_cdc_inf_Wl_2017_2	ES_cdc_uni_Wl_2015_3	ES_cdc_uni_Wl_2017_1	ES_cdc_uni_Wl_2017_2	ES_cdc_uni_Wl_2017_3	ES_mar_uni_Wl_2015_3	ES_sly_uni_Wl_2015_1	ES_sly_uni_Wl_2015_2	ES_sly_uni_Wl_2015_3	ES_sly_uni_Wl_2017_1	ES_sly_uni_Wl_2017_2	ES_sly_uni_Wl_2017_3	ES_to_uni_Wl_2017_1	ES_to_uni_Wl_2017_2	FR_ch_uni_Wl_2015_1	FR_ch_uni_Wl_2015_2	FR_ch_uni_Wl_2015_3	FR_la_inf_Wl_2015_3	FR_la_inf_Wl_2017_1	FR_la_inf_Wl_2017_2	FR_la_inf_Wl_2017_3	FR_la_uni_Wl_2017_2	FR_la_uni_Wl_2017_3	FR_la_uni_wl_2015_1	FR_la_uni_wl_2015_2	FR_la_uni_wl_2015_3	SE_kfa_uni_Wl_2015_1	SE_kfa_uni_Wl_2015_2	SE_kfa_uni_Wl_2015_3	SE_kfa_uni_Wl_2016_1	SE_kfa_uni_Wl_2016_2	SE_kfa_uni_Wl_2016_3	SE_kfa_uni_Wl_2017_3	SE_kfb_uni_Wl_2015_1	SE_kfb_uni_Wl_2015_2	SE_kfb_uni_Wl_2015_3	SE_kfb_uni_Wl_2016_1	SE_kfb_uni_Wl_2016_2	SE_kfb_uni_Wl_2016_3	SE_kfc_uni_Wl_2015_1	SE_kfc_uni_Wl_2015_2	SE_kfc_uni_Wl_2015_3	SE_kfc_uni_Wl_2016_1	SE_kfc_uni_Wl_2016_2	SE_kfc_uni_Wl_2016_3	SE_kfc_uni_Wl_2017_3	SE_upp_uni_Wl_2015_1	SE_upp_uni_Wl_2016_3	SE_upp_uni_Wl_2017_1	SE_upp_uni_Wl_2017_2	SE_upp_uni_Wl_2017_3
6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria	0.05668901194986884	0.11189207038067833	0.18825199405164256	0.06427983054836432	0.04033233846898443	0.1295657175726201	0.5217299666989841	0.19233592717662604	0.19240519700010564	0.10437349074322512	0.13488151095800915	0.09327374813796264	0.13159194763492651	0.11912266876805884	0.10039463836157039	0.06101661392405063	0.043076109936575055	0.10927433028145134	0.05608175473579262	0.1270216629365314	0.05066813232111573	0.07745653447939051	0.053631337712044605	0.11018152511801052	0.08623961540083498	0.10818593171534348	0.12052572706935123	0.16293341515802393	0.16533220213160826	0.18139343841454023	0.2647058823529412	0.06225094598667247	0.07107722577471717	0.05143748449076536	0.1674057649667406	0.17307931248705735	0.12638049593665346	0.1610902064476762	0.08923622300999033	0.20906011854360712	0.1753474477204832	0.11581560870644707	0.09570198607347442	0.18162511149810984	0.27259843064053374	0.1424621212121212	0.08274036074797286	0.25042851021282675	0.09225199131064446	0.07492572019118977	0.03272288073703725	0.13426263916773135	0.06083184004527021	0.12324858494942934	0.1477888730385164	0.1537812339874009	0.1863799283154122	0.1465804428767392	0.4200431750249087	0.12826855123674913	0.06818313700458423	0.1759450171821306	0.05713211016842897	0.04974750511001563	0.04911201121670042	0.056578947368421055	0.021919879062736205	0.22750530388119306	0.017351190476190475	0.08918587208509478	0.09439481630598892	0.2236949557132986	0.2581664910432034	0.256964656964657	0.66379455043921	0.12812464330555873	0.08299084881363362	0.07616459136590607	0.28416075650118205	0.0496730895203253	0.1225189417463669	0.08284944627357078	0.04532315874667592	0.06122022565816966	0.06441038362718171	0.2520819897372627	0.1695707909980059	0.2286940838773592	0.14132762312633834	0.07308970099667775	0.015865857658248605	0.44599745870393903	0.015878599868877623	0.07690563756360522	0.06626792252438582	0.05648318554458759	0.040451430177502	0.11868484362469928	0.06054590570719603	0.3505252281728948	0.7820860798759209	0.3667158572578481	0.26829362623762376	0.3863616288313753	0.41404369148461884	0.21641540288075983	0.12141264976316522	0.15641920346528698	0.22619726339794755	0.10759340712455895	0.6145123563510627	0.26648992092151574	0.06894136836693084	0.22408079532902003	0.16162755389754044	0.2549833117003523	0.2945636515277883	0.5856458742632613	0.4446354311061824	0.29066344113015496	0.14962063112256377	0.2566302894630476	0.4846938775510204	0.26756	0.13755432517711497
c2ff2968fc5eb368695f90ee12c20b86_bacteria	0.3175459049839697	0.0027831501485919147	0.4100986886575639	0.40600729583431394	0.029240945390013713	0.0	0.012076887408843738	0.005872852738217589	0.006390620048589838	0.007177354440568822	0.013244639781433747	0.0	0.0	0.0	0.0	0.23714398734177214	0.1471609785563274	0.024499830451000338	0.0	0.41573413284911953	0.08532856995637388	0.03265611773132773	0.14293814676558145	0.13251717388801473	0.014042930038375574	0.0	0.0	0.0	0.023649186065008748	0.0	0.08594407556345272	0.0	0.0	0.0	0.0	0.017436322219921307	0.005626172119191498	0.0	0.0	0.0	0.0	0.007018124637921046	0.0	0.0	0.0	0.0	0.0381019361244415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047406505714478936	0.0	0.008635004981733644	0.005918727915194346	0.009690709684906864	0.015693012600229095	0.004973460943703766	0.036491523385836236	0.0	0.0	0.0	0.014351678522401098	0.06190476190476191	0.023073776080730943	0.02525792652239557	0.04673660405804385	0.1970495258166491	0.0	0.0	0.0	0.0	0.02092155995196258	0.0	0.0889641449035336	0.0012172400943982113	0.00016818460398226935	0.007177352650817792	0.04868366067697451	0.0	0.0	0.017947013578957362	0.06190464094292174	0.0	0.01633823328630592	0.00754345687110528	0.03916318751134507	0.02959847770120089	0.006650209078543	0.0	0.017567341475656684	0.026052364170972692	0.0	0.027047146401985113	0.007663165145514034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010012979788614871	0.0018007430434452954	0.020904960707269157	0.07851400055447741	0.005728370267247872	0.0011043622308117063	0.0	0.0	0.003	0.0
00fae520fc99f4b43a079be78714514a_bacteria	0.271689497716895	0.03146374829001368	0.06441800730025686	0.049982348787950104	0.018431878680325885	0.005320678746045441	0.039940142477764194	0.010326432731365928	0.0038026830041195735	0.07153877112959485	0.025063847478767002	0.016118559260532447	0.022353958256144252	0.0312582085631731	0.017078315302442675	0.06704905063291139	0.0606312292358804	0.05840963038318074	0.0	0.1749926101093704	0.01937411974854866	0.02852119554600508	0.008883428625431178	0.0963656598994512	0.3233247585712478	0.0	0.015659955257270694	0.027615833077631175	0.10530781059441116	0.03937978128048467	0.022538109043299354	0.16632622308542344	0.08063382755955309	0.018292034457088165	0.0	0.024849865396562434	0.024901021046051262	0.05939184379131496	0.02810183693200129	0.01143099068585944	0.020846863228990778	0.001787635520979889	0.004596439474496622	0.004629826275325999	0.015797296830170417	0.08393939393939394	0.011955982128082078	0.01389087273246679	0.05329471397538016	0.017568789562072085	0.018341666198528173	0.05197116262091622	0.10792542990977397	0.009951749095295536	0.0024964336661911554	0.016638032371823853	0.0	0.0	0.06642311524410495	0.05980565371024735	0.05280566355248651	0.15624284077892325	0.04969281564759477	0.019748707466634603	0.012852469231967596	0.03325358851674641	0.009070294784580499	0.03797994924913682	0.04416666666666667	0.007827628528569481	0.05167966784096628	0.004020353037251083	0.0	0.010276210276210276	0.0	0.0	0.015233711436243082	0.005625434549017129	0.04326241134751773	0.12221137327120592	0.01763756055148429	0.004472570231325095	0.02012682657843948	0.07847889678228165	0.02610673045686778	0.03005916496088383	0.016475168549995253	0.016866918993065257	0.0	0.0	0.026935060675631353	0.0	0.06907910516973952	0.011738626631064538	0.016657816037340338	0.041509118286765935	0.04546732103863533	0.006174819566960706	0.008560794044665013	0.0	0.0	0.004829621679635095	0.034769492574257425	0.028354385654977474	0.012015158270173874	0.006608274904236016	0.0	0.00679821922752978	0.0026795895096921323	0.005075160713422591	0.04856096816841249	0.04600722219682772	0.0552896122546673	0.048840145179106835	0.1018522535027979	0.07419339885036158	0.041455000379103796	0.004266944990176817	0.0061546991960077626	0.16196909875162607	0.024582285211771682	0.00646705842116718	0.0	0.02964	0.0020539382032505804
849f10aeb3f069b4300a0fa8bce6c3e2_bacteria	0.024385504711940155	0.05113448747582433	0.05563066107881574	0.05860202400564839	0.01730257320319432	0.02621992138816988	0.07629726425831472	0.27396858023785053	0.029259533115031162	0.0801247652267239	0.019005761121339906	0.04518543982277224	0.027047054464616523	0.03493564486472288	0.037796829284888075	0.04672666139240506	0.0340531561461794	0.038106137673787725	0.33586739780658026	0.029095055107470125	0.060492597299989695	0.16305267955980987	0.10026933799555829	0.04225352112676056	0.10774680554969848	0.2192513368983957	0.17281879194630873	0.17213869285056765	0.12901002174028314	0.11890948297992504	0.10932385672870101	0.010179821183404212	0.03397512472770712	0.02789889751497749	0.13082039911308205	0.18231517912611306	0.03438216295061471	0.1408522322790603	0.07454076699967774	0.06151566469093988	0.03997272373035459	0.19089630058760243	0.0760127602648098	0.1207577623922185	0.0505029555117702	0.06303030303030303	0.021222902531855038	0.08320239965719183	0.05923244026068067	0.08513112001033458	0.013117240604460423	0.04921062237634605	0.050583168285705304	0.08037951192354087	0.11544222539229672	0.06200078367543781	0.1234868465544059	0.11522633744855967	0.060611092660245766	0.10123674911660778	0.08971159983752104	0.07394043528064147	0.13537008400551678	0.06441625586148851	0.024341797787817417	0.06315789473684211	0.0	0.04401181413536337	0.06619047619047619	0.036710759579980906	0.04085933568193256	0.17011118788868648	0.06954689146469968	0.13198693198693198	0.039444972864096685	0.16744663851158542	0.36396514877527536	0.2690095442765944	0.13747044917257684	0.08442818475076938	0.20941497950565147	0.1589800601473753	0.16326476159982925	0.029628081905557876	0.05286317592510558	0.09424333342680088	0.14136834108821575	0.09584169482053496	0.08293526601877779	0.07359031538706594	0.043210888816005245	0.08159375567253585	0.09128995634584326	0.1538616554990176	0.026328293132843288	0.19564999163459929	0.041554061358182175	0.22125100240577386	0.07704714640198511	0.16617874978474256	0.003683598293912369	0.03622216259726321	0.05329517326732673	0.0991961840826782	0.10905037895675435	0.1913487601084205	0.005433268319866258	0.03639754542173024	0.056442417331812995	0.07230895645028759	0.0	0.042213283356950224	0.007579384075315143	0.04410604386933881	0.027111438858283085	0.015807528277396624	0.033076806429600425	0.02888629666011788	0.02500693096756307	0.009220165689116096	0.07930956909421846	0.12999409259086528	0.0	0.0058	0.00705483121986069
8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria	0.009812493927912173	0.006273880843436011	0.005204812761930512	0.020828430218875028	0.044486569331289826	0.013421531972006519	0.004383931206002613	0.02031028238633583	0.024294919192986163	0.038871746713174136	0.040506028389855675	0.02272640464458959	0.009077436087439793	0.01927370633044392	0.01653398652786283	0.021607990506329115	0.02359559045605557	0.00546795523906409	0.027168494516450648	0.010261390988556227	0.02370238054343719	0.06176336524060689	0.06653121013088882	0.031277583758682885	0.03209210137899043	0.0	0.021532438478747203	0.0	0.04395779203563285	0.052112748369872154	0.00780884690919293	0.005324314368951546	0.007097182207856089	0.011662944450352724	0.12527716186252771	0.03922137088424105	0.0	0.02888233499440659	0.015791169835642927	0.03492802709568162	0.027406156643719964	0.08845485392700489	0.10390011319589751	0.19670390349573122	0.039925334439489785	0.025984848484848486	0.016093000165480723	0.02124696471932581	0.0501086169442433	0.025319726133574475	0.0035110387056906914	0.02986402628216828	0.007796535571693546	0.03198942191704556	0.038730385164051355	0.02079754046477982	0.1769121525664435	0.258867332941407	0.15086350049817338	0.10371024734982333	0.09093019207334764	0.0570446735395189	0.13319680695448657	0.05602981844415054	0.022121825829568467	0.011602870813397129	0.0	0.018636382545030993	0.10666666666666667	0.046911223237419884	0.0864997483643684	0.01727495445693825	0.06006322444678609	0.06640926640926641	0.05701337212555251	0.1539207852984819	0.10633459367636583	0.07439479173250743	0.08002364066193854	0.07059783213239565	0.04524903738666004	0.03859694132067673	0.03295178633368019	0.015127455077308817	0.015268302767195298	0.018506575442335194	0.09882727186402052	0.0948256153631214	0.13902157799374074	0.06184863241250626	0.03665136110200066	0.12302595752405156	0.018037321905431985	0.019723915562496853	0.03253305011319489	0.0693993642295466	0.04161892201586924	0.046591820368885324	0.0	0.11150335801618735	0.002423419930205506	0.011269117252481888	0.008469987623762377	0.007243176397844713	0.02175657601426661	0.008960372751506462	0.015533574811925327	0.02598965226807845	0.019954389965792473	0.019817294214316786	0.006152750940709855	0.023312154317319558	0.014830771412868109	0.02627426226921256	0.03175291719082115	0.021578898572223254	0.01920160740010615	0.03717460707269155	0.024840587746049348	0.020813839377410593	0.01891731599075608	0.00970058763175077	0.0	0.0	0.01887241769363577
6025a8d68dfe9ed561f3501b70ef5274_bacteria	0.0	0.0	0.0	0.0015297717109908214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068235759493670885	0.0	0.002797558494404883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02237136465324385	0.0	0.0	0.0027725008984956613	0.0	0.0	0.0	0.0	0.0	0.005425553944916132	0.0	0.003864537780941727	0.0	0.0	0.005000649434991558	0.0034759579574608953	0.007031866360237368	0.0	0.0018666390127553667	0.0	0.0	0.0018568775889158692	0.04344677769732078	0.024286267924040823	0.0033425088478175385	0.0012091622558861106	0.0034581407777672987	0.0	0.0	0.0	0.005004395753026307	0.0	0.0	0.0	0.0	0.0	0.0022150708404731056	0.0	0.0	0.0	0.0	0.0	0.0	0.0042274648847674895	0.0	0.0	0.0	0.0040392040392040396	0.0	0.04034927519689533	0.0076442544796975175	0.02629416598192276	0.007978723404255319	0.02478092672014238	0.0382064339833561	0.03224868516697311	0.07754564778498181	0.014709569577935646	0.01851687782404536	0.016599837366458235	0.10326654638685785	0.10684075494703686	0.0345083182342283	0.05993719564920584	0.005739586749754018	0.024913777455073515	0.03618657754609271	0.01906897072900398	0.0	0.01397021917349841	0.19871143493395024	0.022373696872493985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003622178879910839	0.015401275418120563	0.0017673888255416192	0.006525206631543332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011227682679919013	0.0	0.0	0.0	0.0
871638cacece191a60d3f3fe9407c592_bacteria	0.0	0.0	0.0	0.0	0.014035653787206582	0.003067778736458633	0.0067866627323694305	0.030392012920276025	0.0	0.0	0.004543564768070322	0.0	0.0	0.009390596270028894	0.0029257671633666736	0.016465585443037976	0.014157354273633344	0.0	0.11203888334995014	0.002829272412482581	0.006354986087733159	0.040535260793123654	0.011860322260549071	0.0	0.0	0.0	0.019574944071588368	0.019331083154341823	0.0071053608356752744	0.005185603532371515	0.0	0.002210092756923283	0.00432155154240742	0.007338083590343507	0.0	0.019465727893973907	0.0	0.00661039357266348	0.013277473412826297	0.012320067739204065	0.0053578386803480975	0.06404038732102954	0.010221932562686517	0.0043749734528309905	0.0022123129040063604	0.0022727272727272726	0.005047162005626345	0.011426939008713041	0.022302679217958	0.016406149076346726	0.0018538284366046852	0.00351341485672568	0.0019176962494891383	0.018070891713835018	0.014336661911554922	0.002351026313409892	0.059714614188138226	0.09660983735057808	0.006974427100631019	0.009187279151943463	0.010909301920733477	0.00715922107674685	0.00827517030969198	0.029006853432728148	0.0028820688580775823	0.01076555023923445	0.0	0.0027039394317567287	0.004970238095238095	0.005209327696713487	0.006857070961248113	0.06432564859601733	0.0	0.011048411048411049	0.005427180663570749	0.020031959821938134	0.015398104005698942	0.03678654952278617	0.03835697399527187	0.0018910133606891693	0.011315364550987455	0.08249027237354085	0.0713377269048445	0.0	0.052036265910634656	0.008552281075624597	0.0029674294938752256	0.0	0.01128314939878109	0.00673553907067765	0.03050180387012135	0.012524959157741877	0.07074212066456657	0.01755755957478966	0.011878476201123565	0.047716245608164634	0.022074243832832467	0.033119486768243785	0.04516129032258064	0.01076287239538488	0.0	0.0	0.0	0.0	0.0058626839054837275	0.009744405367263278	0.0	0.026470942124894717	0.013939566704675029	0.011117018705592344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003012529383572586	0.0	0.0021764138917389547	0.0	0.0	0.0
c861b1ec2e390a9906dec7ee827ab766_bacteria	0.007189351986787137	0.04849285343648285	0.033053940786805465	0.06316192045187102	0.10075018149552312	0.05632250023967021	0.02095013278253172	0.039543875103998434	0.007341290799619732	0.0784813522940703	0.07216249925758746	0.09629120354455521	0.04970976905026553	0.023443656422379826	0.0826359120909029	0.060472705696202535	0.09049380851706433	0.09371820956256358	0.03875872382851445	0.01646889911743592	0.126790560269314	0.08198215797356255	0.10045834711524831	0.06297731895459953	0.043773457597098636	0.15055532702591526	0.21029082774049218	0.3442773857011353	0.07672729200912032	0.0632540945730862	0.06681941457027962	0.054348190067977094	0.06450706204764248	0.055301499521429334	0.20094235033259422	0.06850279560985711	0.06543029797874557	0.05690023390623411	0.05414115372220432	0.05558848433530906	0.07510715677360696	0.05132831250517256	0.028504785099303674	0.02212972008664996	0.031594593660340835	0.0762878787878788	0.0646615919245408	0.07323953720897014	0.0939898624185373	0.052189639581449426	0.07825403067243414	0.0593858368315386	0.10097771071080512	0.060058457826853484	0.07104136947218259	0.038791934171263226	0.048826672076824236	0.08250048990789731	0.021172367984058454	0.08851590106007066	0.06586200893634306	0.04507445589919817	0.08003510678313203	0.06715161716965252	0.05483720205639508	0.05083732057416268	0.05149281934996221	0.05740671408960439	0.07136904761904762	0.04500204554752489	0.07174760946149975	0.009736792512092468	0.0	0.04425304425304425	0.022603927712191572	0.030076475288209108	0.05712641788591156	0.05764490234498451	0.014125295508274231	0.058967481985934815	0.03975903614457831	0.06641581505394735	0.03797682257619823	0.04864187212703719	0.09016272407784767	0.0965145949583602	0.03406609058968759	0.07318312292021235	0.13877450172953384	0.06507987075046648	0.06850606756313546	0.07791795244145942	0.06279482546332571	0.09680588442742707	0.07076776880292909	0.08124477162456081	0.07013599117895056	0.03817161186848436	0.014267990074441687	0.03969347339417944	0.00809422256688639	0.019050174403005098	0.05936726485148515	0.09168801342637577	0.05514935354436023	0.050446898590981386	0.016369462245750907	0.05282156178558537	0.0411345496009122	0.03803953791870076	0.058527407708735886	0.08540933400374823	0.09085509636012269	0.05712482247120088	0.035526829479894155	0.023340441312812904	0.026954280081886422	0.028824901768172886	0.027696146382034933	0.014058470456672068	0.09765425281714625	0.03687466965146286	0.0	0.02168	0.004941358575936179
c0d147166492811472c866a83fd30a3c_bacteria	0.0	0.5454974291240153	0.011220765175070974	0.0	0.0025006049850770347	0.009203336209375898	0.0	0.005970733617187882	0.008872927009612338	0.013314998658438422	0.0	0.0028264772163018983	0.0	0.09009718938796953	0.03691229502619582	0.002867879746835443	0.021481425551192992	0.01809935571380129	0.0	0.08166884844390017	0.014049671945312769	0.015790844565995964	0.00859991494589614	0.007138197029588978	0.015771939442499893	0.0	0.0	0.0	0.007900737048623999	0.0043641217846690965	0.014822781258767417	0.005257341861165991	0.004848570023188813	0.002197880109185012	0.0	0.0036446469248291574	0.025526151281516984	0.0	0.0022236545278762486	0.0	0.00402649694765554	0.014648679963585202	0.0	0.0	0.028241556915206193	0.008106060606060606	0.0021926195598212807	0.009320097128981575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043699784440525184	0.0	0.0	0.003249579295537631	0.04982817869415808	0.0036360596815313245	0.019598412889262954	0.0	0.0	0.0	0.007903822954365822	0.01017857142857143	0.010091367789444975	0.028875188726723705	0.0	0.0	0.14463914463914465	0.0	0.0	0.0	0.0	0.0	0.011642709710909787	0.002347534467767979	0.0018756859223785294	0.0028816137036740573	0.0	0.0	0.0037854358859321985	0.00315734498148324	0.016358879264358472	0.0	0.008829017430482866	0.034109544112823874	0.007079324741332365	0.004509330476357996	0.13635447629603506	0.0705441739567903	0.027773130332942948	0.04384580459645861	0.0	0.0	0.006716032374720166	0.0051861186506397825	0.0	0.018796410891089108	0.01943291228690045	0.004391440035666518	0.029345220761183666	0.02361382000557258	0.0174467573095897	0.1298460661345496	0.0	0.04037424997457541	0.03181423412716552	0.0	0.0	0.0789051316531471	0.047028555534952714	0.016718477519144744	0.021242632612966602	0.004075408927086221	0.014788780610265423	0.016095056956459495	0.018934800858128906	0.20918367346938777	0.0364	0.0
0a78918b318c9a666440b19941b2c94e_bacteria	0.050374040610123384	0.027831501485919147	0.04184128700824659	0.009884678747940691	0.0	0.0	0.0	0.0	0.0033801626703285096	0.08733565870673464	0.0	0.0	0.0	0.0	0.0	0.0	0.009929024463908184	0.0	0.0	0.0	0.0	0.0	0.0	0.050504662854511266	0.0	0.0	0.0	0.0	0.0	0.002567130461570057	0.0	0.00740046211030372	0.0	0.0	0.0	0.0	0.008022504688476767	0.0	0.0032549145987753785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005701926858041683	0.001825150574922431	0.0034581407777672987	0.0	0.0	0.0	0.04889429904645973	0.010582010582010581	0.0	0.0	0.0	0.006701030927835051	0.009863334308521753	0.09868341950222435	0.02286181648231812	0.0	0.0	0.00470069470443862	0.0	0.0016091640529114959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03789442460047708	0.0006831449509377717	0.0	0.0	0.0	0.0	0.0	0.012225809514765928	0.0	0.005435677812551474	0.0	0.016726795670711708	0.0	0.0015830628268065305	0.0	0.0	0.02820813116948302	0.006767128618684193	0.0	0.6333746898263027	0.0	0.0	0.003689294338610142	0.0	0.0	0.0	0.001859277345937591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19802816258529796	0.0025563940528048755	0.0	0.0	0.14476	0.0
