Feature ID	Confidence	Domain	Phylum	Class	Order	Family	Genus	Species	Origin	Kingdom	Supergroup	Division	Subdivision
7ecd11c078d7d9ec3ec7fd65854ea43a_fungi	0.9993547306568609		Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_foliicola	UNITE	Fungi			
7f2eb4346a877e878ea03be748697c06_fungi	0.9867129917751846		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
8015472e808f2ae12eaa305f3efde8f2_fungi	0.8691638336095119		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp	UNITE	Fungi			
80d50a9f4dfe0e81179e80efcabebc61_fungi	0.9964267911728842		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_sp	UNITE	Fungi			
83ea77b0a11742c8485be1ceadb65011_fungi	0.9894977537941559								UNITE	Fungi			
84b6e585039d51dcd9a75db973e33195_fungi	0.9999148301731877		Cercozoa	Cercozoa_cls_Incertae_sedis	Cercozoa_ord_Incertae_sedis	Cercozoa_fam_Incertae_sedis	Cercozoa_gen_Incertae_sedis	Cercozoa_sp	UNITE	Rhizaria			
855756db2bfd240bbe2deeb99aa0dac3_fungi	0.9999998139413353		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae			UNITE	Fungi			
85855260ac287ef4282ac1aa090727a4_fungi	0.9787780609636497								UNITE	Fungi			
85b264cd6094fb905459c0a6c6a269a2_fungi	0.9369537901069243		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria		UNITE	Fungi			
8679e04ca37ccccd5323dbc2ea9d727e_fungi	0.9512572897298759								UNITE	Fungi			
87c1a991a287a25cea1d3acdc82db8d6_fungi	0.9967052400611776		Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	Stachybotryaceae_sp	UNITE	Fungi			
8a4e6af66943ca6f61606ba11852b9ab_fungi	0.9999997362422796		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
8a7682f0a1173e0ae49e236fabd0efe8_fungi	0.9903520576612942		Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Capnodiales_gen_Incertae_sedis	Capnodiales_sp	UNITE	Fungi			
8b1ae79d091f72965df575b40ab41527_fungi	0.9998683138665588		Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella_pulchella	UNITE	Fungi			
8b3aa313eeb1c7510ffc83c76b331abc_fungi	0.9418248764629378		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
8f62ec94cf9249ff3ec6655c9762a31a_fungi	0.9975790373044304		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
8fa4f1ffcc81d9c61a4f0b1f617832b2_fungi	0.9396084376004141		Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora_remota	UNITE	Fungi			
9048cfb4105e20939f69a346b99407bb_fungi	0.9997434273406457		Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp	UNITE	Fungi			
9111f0735117175fd8c556ffba432ad9_fungi	0.8570327264686096		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
921ae104d165ede8a940ec90fc10c310_fungi	0.981012548069716		Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp	UNITE	Fungi			
92cbe4efd1ac9245ff56aab956fbdf24_fungi	0.8139873686329488		Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae			UNITE	Fungi			
92f2319fe7b82507cad99ae9e012042b_fungi	0.898287575203042		Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea		UNITE	Fungi			
972b9ad9dde9af89a8e80c088bdeb6dd_fungi	0.7811826810166328		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_rugulosus	UNITE	Fungi			
97d54bb3eb1bc81410989204a8e52c0c_fungi	0.975251496840991		Ascomycota	Leotiomycetes	Helotiales	Helotiaceae			UNITE	Fungi			
98c0a7fee0b5a7b82c76a3cc67756fd6_fungi	0.9208296967404285		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp	UNITE	Fungi			
9e19d6a47b9d66be16cd56c96646ca60_fungi	0.9430328892963629		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
a060984209fd81bca31522ba9c97b12f_fungi	0.9999990473082496		Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_sp	UNITE	Fungi			
a0716a6f75dd475267c95507e84162be_fungi	0.9999863211029874		Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia_tuberculata	UNITE	Fungi			
a0f5736d3038a08f57d06249fa818311_fungi	0.9971702547733752		Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp	UNITE	Fungi			
a3fa25970dd132fddc595ad5976db51f_fungi	0.8036579860528893		Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp	UNITE	Fungi			
a494f8d24bc17c6df7cb7d61284b1755_fungi	0.9999990360352157		Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_sp	UNITE	Fungi			
a65ba3e7c41be20899f1eec2597705eb_fungi	0.9985786725979591		Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp	UNITE	Fungi			
a88ae8fe0ae925657082ac8a3d857ff6_fungi	0.9294839798744121		Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulinaceae_gen_Incertae_sedis	Clavulinaceae_sp	UNITE	Fungi			
adf7108c93d20533994dce3859fb4788_fungi	0.9957226449696114		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora_sp	UNITE	Fungi			
b0ffdd7323bd82cd08ced5d1bad41a0e_fungi	0.9786722201678764		Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_sp	UNITE	Fungi			
b15448be1bc5b582fc9a2d9cecf35552_fungi	0.9988470660212456		Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Dothideomycetes_gen_Incertae_sedis	Dothideomycetes_sp	UNITE	Fungi			
b29c40185d7d1e9bb4752bae8bbcb8d6_fungi	0.9998892181954669		Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora		UNITE	Fungi			
ba99348d014ac93b72ee5d24cebc5d36_fungi	0.9997775950599869		Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Capnodiales_gen_Incertae_sedis	Capnodiales_sp	UNITE	Fungi			
bb02618ecda21e4a2306aac3d00296f9_fungi	0.9276169928660983		Cercozoa	Cercozoa_cls_Incertae_sedis	Cercozoa_ord_Incertae_sedis	Cercozoa_fam_Incertae_sedis	Cercozoa_gen_Incertae_sedis	Cercozoa_sp	UNITE	Rhizaria			
bb0cdc296c733d293379228a830de516_fungi	0.7375162089621872								UNITE	Fungi			
bb3d7018df2911f1a216c2c1c5aefc42_fungi	0.9996123101797213		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
c024d83f6b90f63f23c09e783defb424_fungi	0.9999935106233933		Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp	UNITE	Fungi			
c18badb34ed11945bf06229da7d79d16_fungi	0.728353968889585		Ascomycota	Candelariomycetes	Candelariales	Candelariaceae	Candelariella	Candelariella_sp	UNITE	Fungi			
c19b871b4b95c74d129d220b2498e104_fungi	0.9966380380509043		Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_terricola	UNITE	Fungi			
c6ffd3c4db7546819749184bc968c811_fungi	0.8281341698848794		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma		UNITE	Fungi			
c71ee01d3f6f287202a0282fbe695f13_fungi	0.9999288919381707		Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp	UNITE	Fungi			
c7303bd29921334eb3d3170dd0147851_fungi	0.9971611134012405		Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_sp	UNITE	Fungi			
c7785051bf4fb7da726d692475677f85_fungi	0.948408671337267		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
caa121395572da1b09a65a53f64aa7bf_fungi	0.9985896808434348		Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp	UNITE	Fungi			
cb169ade2fe1b015be8f7b4c9da2cce1_fungi	0.7015556341876161		Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Ustilentyloma	Ustilentyloma_brefeldii	UNITE	Fungi			
cb60a1d02bb8cf9238dd8668b1d6544f_fungi	0.8171856275635477		Ascomycota	Leotiomycetes	Helotiales	Tympanidaceae			UNITE	Fungi			
cb61285b6dab201c3a1b995635de1413_fungi	0.9999999984003836		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
cf7657848bad0507b43c6fcfc92b7da1_fungi	0.9999958993641888		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
d079dc7ba08d3a7a2279f08283f1ed31_fungi	0.9982228207771645		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
d39d3b1cc7cecb9d858ca9e93dc6ff54_fungi	0.9877071890036845		Ascomycota	Lecanoromycetes					UNITE	Fungi			
d3a2b53960cb77a2cb6e5d77a4fb0369_fungi	0.8966232841672884		Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum_sanguinolentum	UNITE	Fungi			
d3cf3fd91d98dd51b482e4d9e0e4fc11_fungi	0.8447109938087574		Ascomycota						UNITE	Fungi			
d545341fcd9b6e693d9428201d26acf5_fungi	0.9997121135596013		Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp	UNITE	Fungi			
d7174f1e9060dfd738159cae34225d0e_fungi	0.9760477691846234		Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pseudosarcostroma	Pseudosarcostroma_osyridicola	UNITE	Fungi			
d7265a52431c644b0c27326ecb220b1a_fungi	0.7681709031298054		Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium_laeve	UNITE	Fungi			
d80b8cdde1387704d0ed73a655c15d4a_fungi	0.9771130133613267		Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp	UNITE	Fungi			
d9cd094a155b0c366cbf30dbff8016f6_fungi	0.9803305326877201		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
dbbd80df0bb884dc68914ac4753bd1bc_fungi	0.7222318673628532		Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_sp	UNITE	Fungi			
dd51b00706d3c1725e44be0def59be90_fungi	0.7587948758975418		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp	UNITE	Fungi			
e0e57be8d73df5af3b5f2579bc9aae07_fungi	0.9958472867992026		Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Ovicillium	Ovicillium_napiforme	UNITE	Fungi			
e27b69be200db9794657662835d81218_fungi	0.7945001960920494								UNITE	Fungi			
e3e63cd38ddde9b6b657ba18f3a5ac25_fungi	0.9994501273968442		Ascomycota	Sordariomycetes	Amphisphaeriales	Pestalotiopsidaceae	Pestalotiopsis		UNITE	Fungi			
e43de254215c08b410100e465475f751_fungi	0.985779161131932		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps_arundinis	UNITE	Fungi			
e5c6840db9295595ea10e08b6b12b99e_fungi	1.0		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
e83a6e3c59315a297aac6a416bbe4439_fungi	0.9840081051132221		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	Orbiliales_sp	UNITE	Fungi			
ea27924840ef3eca146ae2c45ed78f5a_fungi	0.9959067370538797		Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Chrysozyma	Chrysozyma_griseoflava	UNITE	Fungi			
ed7d15aef86279d93127e6250c20f7ac_fungi	0.9999999999884892		Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp	UNITE	Fungi			
ef28e188026eea7b80b0fd8d496c37e1_fungi	0.9995964683969579		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeriaceae_gen_Incertae_sedis	Teratosphaeriaceae_sp	UNITE	Fungi			
effc2b47b105eb124f2d032197b88749_fungi	0.9438391705016752		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp	UNITE	Fungi			
f0b2a9c967c90195ec2e12b81d5b928f_fungi	0.8000012134661008		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia_sp	UNITE	Fungi			
f1784c0f8e502c503b218505ebdd959e_fungi	0.9999233864894961		Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea	UNITE	Fungi			
f33362523879290ac01412f837463a4f_fungi	1.0		Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Farysia	Farysia_setubalensis	UNITE	Fungi			
f63e3e7fa7c64c52b78abf09de694790_fungi	0.7352373757383156		Ascomycota	Lecanoromycetes					UNITE	Fungi			
f8a4a8a57d552302fdd6757b5607558b_fungi	0.9954996844658326		Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	Onygenales_sp	UNITE	Fungi			
f91033833bc6d33b73f1f675602d56a9_fungi	0.9972658746816782		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_gen_Incertae_sedis	Phaeosphaeriaceae_sp	UNITE	Fungi			
fc435825fa4f9261ce0b84cafa68f24e_fungi	0.9994917361242713		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp	UNITE	Fungi			
feb83e5f2ce2539df462728b84c9db0a_fungi	0.9421598934503902		Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Fusariella	Fusariella_sp	UNITE	Fungi			
ff2bdfd7fcf7687c8bb9c0b7a45120bd_fungi	0.9999854130641034		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora_sp	UNITE	Fungi			
ffbf5000b6485e6fec5821b3ae0df31f_fungi	0.879300673573613		Cercozoa	Cercozoa_cls_Incertae_sedis	Cercozoa_ord_Incertae_sedis	Cercozoa_fam_Incertae_sedis	Cercozoa_gen_Incertae_sedis	Cercozoa_sp	UNITE	Rhizaria			
03ab5b972c3be9f4693ef00da9450cb4_fungi	0.9915051123443568		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
042fd59241b916dcb8bf017048af0b02_fungi	0.7409864092899349		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
0460aa89fa59950b335a081050c804d0_fungi	0.9937135723428365		Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Perusta	Perusta_sp	UNITE	Fungi			
06b09b5834411117d31acad0e8b46626_fungi	0.9997664785606613		Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp	UNITE	Fungi			
072d18bc612c5bf159702f496d580890_fungi	0.7408562817558624								UNITE	Fungi			
07eb2282520d295e3a85c3e4273b5545_fungi	0.8875046757528837								UNITE	Fungi			
07f1025ba3fb4a443a2d87d30f2788a5_fungi	0.9999999989723989		Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium_sp	UNITE	Fungi			
082442be7be91264d24c1f80968c2626_fungi	0.9206020874728175		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_micronesiensis	UNITE	Fungi			
0826c2e2c768494ec453a371bfe51501_fungi	0.7260950801755679		Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Dothideomycetes_gen_Incertae_sedis	Dothideomycetes_sp	UNITE	Fungi			
08fb0ad8fd42b5fd0249c44870b0dc96_fungi	0.9999999988605168		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
0a6a26d47442f75c581f2296dc86a5a6_fungi	0.9954752373234819		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia_sp	UNITE	Fungi			
0b8f653bd7d8c7adc007aadbbf74ee21_fungi	0.8043147813859568								UNITE	Fungi			
104a34b871c116ca392fc6ff1926bd7b_fungi	0.9999998694437352		Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp	UNITE	Fungi			
11767cc0f90878418cab84c8b07f1f1a_fungi	0.9967116196718213		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium_sp	UNITE	Fungi			
13ae3aba464ee5a01f7ae046fa8312bc_fungi	0.9999978463063741		Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp	UNITE	Fungi			
1451917dbf45c02043803831eba6bacf_fungi	0.9999999991795931		Ascomycota	Lecanoromycetes	Lecanorales	Psilolechiaceae	Psilolechiaceae_gen_Incertae_sedis	Psilolechiaceae_sp	UNITE	Fungi			
146abf454157578bd2acb7663d9de8ef_fungi	0.9980961442304653		Ascomycota	Dothideomycetes	Pleosporales	Pleomassariaceae	Tumularia	Tumularia_sp	UNITE	Fungi			
16c0770d92f2a7978d9d4220428bab5e_fungi	0.9958997548431254								UNITE	Fungi			
18e788e7a28a7b94e9f0aa816a5bd9c1_fungi	0.999743856808344		Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Cystobasidiomycetes_fam_Incertae_sedis	Cystobasidiomycetes_gen_Incertae_sedis	Cystobasidiomycetes_sp	UNITE	Fungi			
19f3c16a3f2839aa5263aa31c4ead5b4_fungi	0.9002596624925335		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
1a0ea2152498dac03d92f18f9108c6e5_fungi	0.9998302402147422		Cercozoa	Cercozoa_cls_Incertae_sedis	Cercozoa_ord_Incertae_sedis	Cercozoa_fam_Incertae_sedis	Cercozoa_gen_Incertae_sedis	Cercozoa_sp	UNITE	Rhizaria			
1a91d5456b65d25f04f3d9be146b2c5a_fungi	0.9962600159123576		Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Pseudoneoconiothyrium	Pseudoneoconiothyrium_rosae	UNITE	Fungi			
1a920f61366617efb177cc85f9786772_fungi	0.7475970956049331		Basidiomycota	Agaricomycetes	Agaricales				UNITE	Fungi			
1e7f1e4629a228e2206832e5d349469f_fungi	0.9999999991132		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
1f4f74ccb9a1a64bd9f3a541b5e96ca7_fungi	0.9445607817857817		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
1f5408e7587e16ea9fa796428f1e71cd_fungi	0.9999928645272209		Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	Mollisia_sp	UNITE	Fungi			
1fc7cdca7d1f4651218bd16f7d7913a4_fungi	0.9980640013311587		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
21724c390cc61cfe33bf1b2a5a7acc59_fungi	0.9996288275173835		Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeriaceae_gen_Incertae_sedis	Leptosphaeriaceae_sp	UNITE	Fungi			
223b000cab0834a3a6c2048744ed4ab1_fungi	0.9999937609517472		Ascomycota	Lecanoromycetes	Lecanoromycetes_ord_Incertae_sedis	Lecanoromycetes_fam_Incertae_sedis	Lecanoromycetes_gen_Incertae_sedis	Lecanoromycetes_sp	UNITE	Fungi			
2287db6200f6a4d89cbc19096290fc42_fungi	0.8979863729799705		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
2318070b86fff7f77fbced790210f099_fungi	0.9999999999953673		Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	UNITE	Fungi			
25a3a80e026db0a878e5501403246652_fungi	0.9716476357621998		Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Sampaiozyma	Sampaiozyma_sp	UNITE	Fungi			
25be38873ba68df32d36f5a3add0c4c0_fungi	0.9999998320732572		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
29022dabdaa7589d18d66cecdb507831_fungi	0.9992635922981261		Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp	UNITE	Fungi			
2e34de882949ae0a26560cbfa8acdc06_fungi	0.7263557868134218		Ascomycota	Leotiomycetes					UNITE	Fungi			
2e9f610631314cf844b3d0a26104e9f3_fungi	0.9969050533461696		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
30b0a3762ea8c0d3d197a832161f2742_fungi	0.9875739190556505		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp	UNITE	Fungi			
30b496a40f8290afef48cc53a083dce1_fungi	0.8926908863374587		Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	UNITE	Eukaryota_kgd_Incertae_sedis			
314c15999a568a0823c718b248560f0b_fungi	0.9529208628403171								UNITE	Fungi			
31796d86aa5c771dec54131bf83d83dd_fungi	0.9848205524015923		Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis		UNITE	Fungi			
