Feature ID	Confidence	Domain	Phylum	Class	Order	Family	Genus	Species	Origin	Kingdom	Supergroup	Division	Subdivision
6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria	0.9999065986940969	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		SILVA				
c2ff2968fc5eb368695f90ee12c20b86_bacteria	0.9147198165218949	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas_viridiflava	SILVA				
00fae520fc99f4b43a079be78714514a_bacteria	0.9998248488380357	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae			SILVA				
849f10aeb3f069b4300a0fa8bce6c3e2_bacteria	0.9998338054020965	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		SILVA				
8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria	0.9993816749145122	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium-Methylorubrum		SILVA				
6025a8d68dfe9ed561f3501b70ef5274_bacteria	0.986837527958648	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Nakamurellaceae	 Nakamurella	 uncultured_organism	SILVA				
871638cacece191a60d3f3fe9407c592_bacteria	0.9949169086030524	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Geodermatophilaceae	 Klenkia		SILVA				
c861b1ec2e390a9906dec7ee827ab766_bacteria	0.9999985439175473	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
c0d147166492811472c866a83fd30a3c_bacteria	0.9989444454321389	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas		SILVA				
0a78918b318c9a666440b19941b2c94e_bacteria	0.7600018075291112	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Duganella		SILVA				
55e2f6614bc214f35d8745edeee16727_bacteria	0.9532392379964509	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		SILVA				
cb84022e08e443cc8fa9b38700a29147_bacteria	0.8759654701739511	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas_qilianensis	SILVA				
5d0942009326032f72c94ca27dc2015d_bacteria	0.9896125528146594	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Massilia		SILVA				
61781934a20bd3368b0737d605f29468_bacteria	0.9871467683039143	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Rathayibacter		SILVA				
41e3305635db95437d26c71fbb3e9886_bacteria	0.7032207552463667	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Herbiconiux		SILVA				
ab16c4e2e7a7ffc9a83c0ce1a1036214_bacteria	0.7431558825892444	Bacteria	 Actinobacteriota	 Actinobacteria	 Kineosporiales	 Kineosporiaceae	 Quadrisphaera	 uncultured_bacterium	SILVA				
11d0b6aaf61245ed190220edb6779865_bacteria	0.9843061397939592	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Aureimonas		SILVA				
0c0605a3c4b75dfc31857a9167487df1_bacteria	0.9957598998850762	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Devosiaceae	 Devosia		SILVA				
5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.8455206424950397	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas		SILVA				
8f30e384c139db213863d282c952f846_bacteria	0.9057610117643806	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium-Methylorubrum	 Methylobacterium_cerastii	SILVA				
ce137ed8545df0b63dad37dc52856df0_bacteria	0.7997684445536216	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas_glacialis	SILVA				
334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.9978970995022665	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas		SILVA				
943689dc4b1c713707c1520019c4e91d_bacteria	0.9995267145956864	Bacteria	 Actinobacteriota	 Actinobacteria	 Kineosporiales	 Kineosporiaceae	 Kineococcus		SILVA				
6cd28544fa5b5ddf1e3a1e8c7ba6d56b_bacteria	0.9945628197232491	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		SILVA				
354d9ee59f35cadcc8d4c39bab8d1a16_bacteria	0.9917500979769639	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		SILVA				
162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.933739147226358	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 Rhizobacter		SILVA				
ef73a01e0e754fe7550333b49ad082b5_bacteria	0.9998536995557	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Buchnera		SILVA				
d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.9979885689256812	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.9453078834229729	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Tardiphaga		SILVA				
d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.9868096613945866	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae	 Methylotenera		SILVA				
98369865dcbac8cb0b9e5f870b14407a_bacteria	0.8426115194973817	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas_aerolata	SILVA				
0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.9997788204334119	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium		SILVA				
abf6b20a5e2411a63bbd30b108c02454_bacteria	0.9991428702980258	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
a11e7d00f7f42af59b01f4684a52fa9d_bacteria	0.7942377499725116	Bacteria	 Myxococcota	 Polyangia	 Polyangiales	 Polyangiaceae	 Aetherobacter	 uncultured_bacterium	SILVA				
d873d0a8b9e8ae8813160458df48cbad_bacteria	0.996171839829989	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
4e1808177bd468ede4fa714bab1c4991_bacteria	0.8831530994185893	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Aureimonas	 Aurantimonas_sp.	SILVA				
613010f6345bf00e94847229463fe089_bacteria	0.7362549240246893	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Galbitalea		SILVA				
10608cb99e86b1430b6507d8fcb500e6_bacteria	0.9999620910462966	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
b859093a442b1e0d57ff8317644c5f50_bacteria	0.9999308440491808	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Nakamurellaceae	 Nakamurella		SILVA				
25db7373eb9bd39436462d47d67f8ef2_bacteria	0.8710653211691446	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 Rhizobium_genosp.	SILVA				
c4f812a2f2095a7e9a8060a1c5a98588_bacteria	0.9894371530977636	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Arthrobacter		SILVA				
01d9e64c5127b7dcec026d0056a8e72b_bacteria	0.9999991598377125	Bacteria	 Abditibacteriota	 Abditibacteria	 Abditibacteriales	 Abditibacteriaceae	 Abditibacterium		SILVA				
1e2dd0b096801694733a077125a20228_bacteria	0.9998255407957394	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Bosea		SILVA				
761c2dba8986aae73bba9bb0f0dbae14_bacteria	0.9907409477922033	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Polymorphobacter		SILVA				
ad1bc6953fe661253a1301a0dffd0535_bacteria	0.9834594638926625	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Aeromicrobium		SILVA				
410eb181ab34fd951e2c531978b6faae_bacteria	0.9929397968372817	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 Cellvibrio		SILVA				
e8685172a54f1bfdffcce32273cb42f3_bacteria	0.999546106871171	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus		SILVA				
30915dab539abea2a31d47ae7d90792e_bacteria	0.9999515355713469	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
30432de9f6dd4c74cc5042a8d0ece70f_bacteria	0.9952817073244676	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Cupriavidus		SILVA				
064cd789fb8e827f4ab320316d71e12a_bacteria	0.9996821169999569	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
4876da9c67d6a2054bb328db111fe9c6_bacteria	0.9964294664028867	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus_ruber	SILVA				
15f26e2f0ddac0892368be9b5b9cc797_bacteria	0.7285464681821096	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Massilia	 Massilia_aurea	SILVA				
f3f92c383527fe95a92d58291e300654_bacteria	0.7780367180976958	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus		SILVA				
20b02741232f1c067a84cab7b52256ee_bacteria	0.9999770819596376	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
fb613c9c4a86c7589b321ffb051a485c_bacteria	0.9999879738445041	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.996904679132954	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Weeksellaceae	 Chryseobacterium		SILVA				
e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.9999971783242833	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae			SILVA				
eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.999979172009305	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 uncultured	 uncultured		SILVA				
6f0c774f7177fa246b2e3d023979a44d_bacteria	0.7237186209753761	Bacteria	 Actinobacteriota	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 Patulibacter	 Patulibacter_minatonensis	SILVA				
815ba238ca8457209e270d6d4ebca0a0_bacteria	0.7605655293386826	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		SILVA				
59f72dd6eaf2a9d277540becada0fb4c_bacteria	0.9708237786869794	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Bradyrhizobium		SILVA				
cfad561ce0a5f1aaddf0970d204a1e35_bacteria	0.9998992398344171	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium		SILVA				
61ee56e0408347b925580754c0228fac_bacteria	0.9999845592956708	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae			SILVA				
ddcfb2f589e8f2aec01994b341e29c88_bacteria	0.999995659224121	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium-Methylorubrum		SILVA				
f4b9d485eddb4c75564e197d92e91abd_bacteria	0.7755858724553236	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Roseomonas	 Roseomonas_arctica	SILVA				
b69bd69019e9a2bc0ec3287aa6971869_bacteria	0.9937132724123485	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides	 Nocardioides_aquaticus	SILVA				
6a76593802159f1351f00867684d2cc1_bacteria	0.9979711357508769	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		SILVA				
9de1b23e9381d3596dec0fd5a5bfc900_bacteria	0.971626671903411	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae	 Methylophilus		SILVA				
b37f3d0d3cf4dea6dc9608a6920f3dad_bacteria	0.7744700240426198	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 uncultured		SILVA				
502b0a65026efd878a4e4c9295cc9e01_bacteria	0.9995608179393796	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
e1b09cbf9848546ee08c74ba764f0897_bacteria	0.99822610239527	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Devosiaceae	 Devosia		SILVA				
520fe6acd695f8e09998c6746855e420_bacteria	0.9998026615396998	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
958e14f4806af8a06db61870561138f7_bacteria	0.9540394358705935	Bacteria	 Actinobacteriota	 Actinobacteria	 Micromonosporales	 Micromonosporaceae	 Actinoplanes		SILVA				
12dccd90d889cd77c3e8f4411be5030c_bacteria	0.9669545040698575	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium-Methylorubrum	 Methylobacterium_thuringiense	SILVA				
cdd455b0aec06f5b4d38b6bf66dad7b5_bacteria	0.9915746182752178	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Weeksellaceae	 Chryseobacterium		SILVA				
29f7a97b44bef69dc1b62a7b13f9580d_bacteria	0.9826154322707921	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
5021bd1879d31f301889c2bfafefb3d2_bacteria	0.9633740134684381	Bacteria	 Myxococcota	 Polyangia	 Haliangiales	 Haliangiaceae	 Haliangium		SILVA				
3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.7444510175045095	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Limnobacter		SILVA				
400dbb61a4c67a3c2e0ae74320615c97_bacteria	0.9999988887891686	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Propionibacteriaceae	 Cutibacterium		SILVA				
6cb146ffe0da7312946f888bf89e73e8_bacteria	0.8869874550162178	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		SILVA				
0911d92e95bb429a909cdedf7d6e2d94_bacteria	0.9760598630438186	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
41701e0adab2a616c9ee9b352beca639_bacteria	0.8950476687426445	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium		SILVA				
997cdacc6a0ed4395d93e6694b49f76d_bacteria	0.9967581141557021	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
7da59f684c2ca556c3312d7be6273c7c_bacteria	0.7811176695647808	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 Rhizobacter		SILVA				
eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.8317109118515547	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylorosula	 uncultured_bacterium	SILVA				
a596ae48f107278dfad5dc9a569a633f_bacteria	0.9968195529469376	Bacteria	 Actinobacteriota	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae			SILVA				
c0136f74153f1adf7ea7091baa9525d8_bacteria	0.9989657456750686	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae			SILVA				
44753606b01dd5d899e0c372598c574c_bacteria	0.9909787960909381	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus		SILVA				
267853559925f35ed5f403f695789d91_bacteria	0.8209235067746602	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Sutterellaceae	 uncultured	 uncultured_bacterium	SILVA				
4ec5fd89e757cf4a43d692f0b0a0a58f_bacteria	0.9999857763793698	Bacteria	 Abditibacteriota	 Abditibacteria	 Abditibacteriales	 Abditibacteriaceae	 Abditibacterium		SILVA				
96ebb5a9fbca50d3964296bb818d9861_bacteria	0.9830329179522104	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Geodermatophilaceae	 Blastococcus		SILVA				
17eb8ebaa3d7404b362330e42a6d9149_bacteria	0.7346812241607377	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Trueperaceae	 Truepera	 uncultured_Deinococcales	SILVA				
54693a9cf3c76c547dc9b56b6e9b266f_bacteria	0.9999921825159069	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
f26613069d47c75ba35ac6e391427f1d_bacteria	0.9448817964327505	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Nocardia		SILVA				
642a567c1fadb1edc7d1a6b366da69a9_bacteria	0.9999983933020687	Bacteria	 Abditibacteriota	 Abditibacteria	 Abditibacteriales	 Abditibacteriaceae	 Abditibacterium		SILVA				
a3b134fae5f1a2aa2a17c919b5c3a922_bacteria	0.995806791312226	Bacteria	 Actinobacteriota	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae	 Actinomycetospora		SILVA				
6df23648e8e4a3ae702064123ce83935_bacteria	0.9977882842028566	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
a01028bcdc665ea2fd2c563b8fb8ce24_bacteria	0.9999718961051323	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium-Methylorubrum		SILVA				
c1ce2000bbb95c3cf140903a7e27d812_bacteria	0.8984678116217508	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Roseomonas		SILVA				
58fe37239368831978117dc5136718fe_bacteria	0.9984733045885523	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			SILVA				
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	0.846490282602107	Bacteria	 Actinobacteriota	 Actinobacteria	 Kineosporiales	 Kineosporiaceae	 Kineosporia		SILVA				
3c2ce1fb455f0c4db329115c9d355ab3_bacteria	0.9384902437910555	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Ilumatobacteraceae	 CL500-29_marine_group		SILVA				
bd6595653c85ab4ed0535ca16ddfa7ae_bacteria	0.9997732946643811	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Propionibacteriaceae			SILVA				
727a0019cd714f3c1254b93a94a9aabe_bacteria	0.9814624859340896	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Amnibacterium		SILVA				
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	0.999364419935897	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Marmoricola		SILVA				
87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	0.98259433751	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus		SILVA				
a4496dfdf6cfe898e6e51cec293e31ef_bacteria	0.9997980776724175	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae			SILVA				
12e2c58339cdefe2f8fa01feb5533b63_bacteria	0.9973620543934616	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Nakamurellaceae	 Nakamurella		SILVA				
6b9ca3313d241ab32629d7d007bfa458_bacteria	0.9619392759524279	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Rhodopseudomonas		SILVA				
427faf4c79ebf8288c8dc1c34cb6273e_bacteria	0.7831263460014724	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingorhabdus		SILVA				
2f25e52d298c8f4f1f4b648383bed31c_bacteria	0.9998497638440025	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 1174-901-12		SILVA				
53d2340d5f7b4ef070da39397346b625_bacteria	0.9985777122654858	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Frankiaceae	 Jatrophihabitans		SILVA				
7bf277b21fac99eb6c41c59420c82bf7_bacteria	0.9437405259887961	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides	 Marmoricola_sp.	SILVA				
cd5e5c665a24dba76b78a7417534467c_bacteria	0.9971616953264971	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Weeksellaceae	 Chryseobacterium		SILVA				
c256985cf7f385fa0e158aac9692f64d_bacteria	0.8425161061928863	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Pigmentiphaga		SILVA				
8592bfbdc869e66e390f54ea07547ee2_bacteria	0.9993514744757092	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Microbacterium		SILVA				
ebb208fce1923ce0780c91f8457de28f_bacteria	0.9996232719932602	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae			SILVA				
a50637e49cb2e7062c4fe563e8804b5c_bacteria	0.9394207287021656	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 Polaromonas		SILVA				
527904f8589e8a4314a3aa218cf1fee5_bacteria	0.9911194141605664	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
4bece0b75b67bb4cf47321732feb35cd_bacteria	0.9998962723152972	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		SILVA				
19c892bd08d5e38761832555eecb9930_bacteria	0.9998026686082133	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		SILVA				
f35b1b007d7e6c2ff6ca02c1849495c9_bacteria	0.8024426436418585	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium		SILVA				
51b52bc221644606d53505280763f019_bacteria	0.9231670655038239	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
13ce03ae8d7d3d5ec1d34da5df120141_bacteria	0.9852503803056923	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Polymorphobacter		SILVA				
4faf22474cef7bf9d255c73cd9db118e_bacteria	0.9998920695790859	Bacteria	 Myxococcota	 Polyangia	 Nannocystales	 Nannocystaceae	 Nannocystis		SILVA				
12ce93ddd82908b0631426465fc4feff_bacteria	0.8804657740830271	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Ilumatobacteraceae	 Ilumatobacter		SILVA				
6f7d014d3707883b4cfade652b548b45_bacteria	0.9086526248274297	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingorhabdus		SILVA				
3cb4f468a22cde16968efe4d050c4dd5_bacteria	0.9933774130013403	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium		SILVA				
9f8fa5a45b72b1aedd1e1016df21e860_bacteria	0.9989421915841807	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Devosiaceae	 Devosia		SILVA				
a3b7f1ce42fdb0c1599b3772f0a069cf_bacteria	0.9991569082679651	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus		SILVA				
b598deaaba68fcee9069b4ac1f0ffe7c_bacteria	0.9977288579364603	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae			SILVA				
66e3d8d65c7d38086039152ae0eea786_bacteria	0.9927808444343907	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Williamsia		SILVA				
b00374e7ee58ba2b34e72094e1df5783_bacteria	0.8233844126017469	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides		SILVA				
4182ee435cd18a4df703e426437df824_bacteria	0.9982262098502196	Bacteria	 Actinobacteriota	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae	 Actinomycetospora		SILVA				
9f9db7a86cad05f5ce499615c163e8a9_bacteria	0.7459054115229891	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Rhodovastum	 uncultured_bacterium	SILVA				
a1f1cf6b0a92d1dfeaa6fb163f46e5db_bacteria	0.928118030355985	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae	 Methylotenera		SILVA				
fde0550d56ea55d23ba5cf7c832af7fd_bacteria	0.9951167617150235	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium		SILVA				
fc72483f66338779d31c85dada4f5711_bacteria	0.9758326206314578	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Cellulomonadaceae	 Cellulomonas		SILVA				
ed87fb71a28fc9c14282df6fe3cbbbfa_bacteria	0.9999742977478318	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae			SILVA				
486eef6f6e7d9269c40a644d2d6832d6_bacteria	0.7473589535633806	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Oxalicibacterium		SILVA				
64d446be25ef73bf9cdd2d1c75b28328_bacteria	0.7895352363669738	Bacteria	 Actinobacteriota	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	 uncultured_bacterium	SILVA				
