Node1	Node2	Pvalue	Cor	CorrType
d4ced3fcf757696111ad371371ff4cce_fungi	41e3305635db95437d26c71fbb3e9886_bacteria	0.012	-0.2055	Negative
f797cf2765402dd3d1f72f7838c4a54c_oomycete	41e3305635db95437d26c71fbb3e9886_bacteria	0.021	0.1871	Positive
5a7fabdfc2b1915ca336712e300eb727_eukaryote	41e3305635db95437d26c71fbb3e9886_bacteria	0.033	-0.1852	Negative
0c0605a3c4b75dfc31857a9167487df1_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0.001	0.446	Positive
334a4708e1cedc4f04c44f0f47d2f29e_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0.001	0.4076	Positive
c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0.028	0.182	Positive
0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0.004	0.2761	Positive
ad1bc6953fe661253a1301a0dffd0535_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0.002	0.2672	Positive
20b02741232f1c067a84cab7b52256ee_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0.041	-0.1735	Negative
0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0.013	-0.176	Negative
9fc26e6596f0b0189c6b268cc4d8d67b_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.033	-0.1785	Negative
a4830ec2beeeeaef48f6d7f401df4241_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.013	-0.2177	Negative
89206af4589b68a36b3313e1be7c6448_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.011	-0.222	Negative
9a06988e426d7ef4663c568dcd331ca0_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.019	-0.1858	Negative
5743cd46a67f26fc2a0a910a35f1b12f_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.034	-0.1809	Negative
25f16fb9e13dc11d9cdb2563441d93ea_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.006	-0.2408	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.02	-0.1706	Negative
5f279c746c8e0dc1b9305887f0cbae5a_fungi	11d0b6aaf61245ed190220edb6779865_bacteria	0.003	-0.2376	Negative
5a7fabdfc2b1915ca336712e300eb727_eukaryote	11d0b6aaf61245ed190220edb6779865_bacteria	0.027	-0.1804	Negative
5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.019	0.2019	Positive
334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.001	0.4671	Positive
d48f4cda1feee6851d5bcf2d520066b9_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.029	0.1799	Positive
0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.001	0.3996	Positive
30915dab539abea2a31d47ae7d90792e_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.002	-0.2419	Negative
30432de9f6dd4c74cc5042a8d0ece70f_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.001	-0.279	Negative
fb613c9c4a86c7589b321ffb051a485c_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.042	0.1739	Positive
ce8fe047f6c78ee3610cc355efd59beb_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.018	0.1942	Positive
44753606b01dd5d899e0c372598c574c_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.025	-0.1706	Negative
0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.006	-0.2141	Negative
eaa0ba9ff4398edf205048df9a36f578_fungi	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.001	-0.2583	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.021	-0.1959	Negative
c0a6013edcd750f053a34cc2e955055c_fungi	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.05	-0.1496	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.041	-0.1559	Negative
6f919188220b0c82be4439bb63dd189e_fungi	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.047	-0.1484	Negative
5f279c746c8e0dc1b9305887f0cbae5a_fungi	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.018	-0.1697	Negative
2b58ac3373c047a1eebbf7a75e2e0552_fungi	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.031	-0.1777	Negative
5a7fabdfc2b1915ca336712e300eb727_eukaryote	0c0605a3c4b75dfc31857a9167487df1_bacteria	0.029	-0.2106	Negative
c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.007	-0.2279	Negative
d48f4cda1feee6851d5bcf2d520066b9_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.003	0.26	Positive
ce8fe047f6c78ee3610cc355efd59beb_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.026	0.1779	Positive
44753606b01dd5d899e0c372598c574c_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.043	-0.1482	Negative
54693a9cf3c76c547dc9b56b6e9b266f_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.002	0.2641	Positive
0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.037	-0.1454	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.031	-0.1814	Negative
d4ced3fcf757696111ad371371ff4cce_fungi	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.025	-0.1966	Negative
55d3ffaf20a40a432de7989e6d6d5a00_fungi	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.037	-0.1503	Negative
84b78558c3c317566a13f29ab950da23_fungi	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.013	-0.2045	Negative
f797cf2765402dd3d1f72f7838c4a54c_oomycete	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.008	0.2278	Positive
99318de41dd49424cad9bf4501ab86ce_eukaryote	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.031	0.1776	Positive
d9e763753ea6a20c2a574df095f60580_eukaryote	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.005	0.2369	Positive
2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	0.005	0.2004	Positive
0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.002	0.3083	Positive
30432de9f6dd4c74cc5042a8d0ece70f_bacteria	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.011	-0.1889	Negative
fb613c9c4a86c7589b321ffb051a485c_bacteria	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.037	0.1709	Positive
ce8fe047f6c78ee3610cc355efd59beb_bacteria	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.011	0.2117	Positive
e02440bc2cf2fbd51ab6c6a48c297786_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.012	-0.21	Negative
16010d640ae1f9ef8b46d9778d31166d_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.047	-0.1603	Negative
5743cd46a67f26fc2a0a910a35f1b12f_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.007	-0.2338	Negative
d4ced3fcf757696111ad371371ff4cce_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.046	-0.1717	Negative
55d3ffaf20a40a432de7989e6d6d5a00_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.004	-0.2224	Negative
c0a6013edcd750f053a34cc2e955055c_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.004	-0.2143	Negative
4745af0659fd8962bab4c6f134456248_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.016	-0.1976	Negative
45072f0f90af585d84d9e8b285570885_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.014	-0.2107	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.015	-0.1927	Negative
6f919188220b0c82be4439bb63dd189e_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.006	-0.2301	Negative
8da1ea508fd29598a72e6a69c9fb5bad_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.021	-0.1999	Negative
5f279c746c8e0dc1b9305887f0cbae5a_fungi	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.04	-0.151	Negative
5a7fabdfc2b1915ca336712e300eb727_eukaryote	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	0.013	-0.2111	Negative
162bf54549080b290d1ec8b0e6afbc1b_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.003	0.2624	Positive
d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.001	0.3282	Positive
c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.002	0.2925	Positive
613010f6345bf00e94847229463fe089_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.015	0.2092	Positive
eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.001	0.3191	Positive
cfad561ce0a5f1aaddf0970d204a1e35_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.001	0.424	Positive
9de1b23e9381d3596dec0fd5a5bfc900_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.046	-0.1441	Negative
958e14f4806af8a06db61870561138f7_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.016	0.1812	Positive
54693a9cf3c76c547dc9b56b6e9b266f_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.01	-0.2104	Negative
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.002	0.2538	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.001	0.2293	Positive
c256985cf7f385fa0e158aac9692f64d_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	0.01	-0.2024	Negative
9fc26e6596f0b0189c6b268cc4d8d67b_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.041	-0.1544	Negative
a4830ec2beeeeaef48f6d7f401df4241_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.004	-0.2162	Negative
89206af4589b68a36b3313e1be7c6448_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.014	-0.2005	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.029	-0.1725	Negative
9a06988e426d7ef4663c568dcd331ca0_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.046	-0.1603	Negative
6dec4a7642385d3256e7c0ab2c05366d_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.027	-0.167	Negative
25f16fb9e13dc11d9cdb2563441d93ea_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.005	-0.2291	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.017	-0.1783	Negative
6f919188220b0c82be4439bb63dd189e_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.01	-0.1799	Negative
5f279c746c8e0dc1b9305887f0cbae5a_fungi	943689dc4b1c713707c1520019c4e91d_bacteria	0.011	-0.1857	Negative
8d7bfbf1d9cc089639fe484763c3f188_oomycete	943689dc4b1c713707c1520019c4e91d_bacteria	0.002	0.247	Positive
d9e763753ea6a20c2a574df095f60580_eukaryote	943689dc4b1c713707c1520019c4e91d_bacteria	0.05	0.1451	Positive
2a50651b2cbc9fc60afae81923de86d5_eukaryote	943689dc4b1c713707c1520019c4e91d_bacteria	0.001	0.2572	Positive
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	943689dc4b1c713707c1520019c4e91d_bacteria	0.02	-0.163	Negative
d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.001	0.3545	Positive
c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.002	0.268	Positive
0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.045	-0.1637	Negative
a11e7d00f7f42af59b01f4684a52fa9d_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.017	0.1659	Positive
613010f6345bf00e94847229463fe089_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.001	0.3741	Positive
1e2dd0b096801694733a077125a20228_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.001	0.2187	Positive
f3f92c383527fe95a92d58291e300654_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.038	-0.1494	Negative
20b02741232f1c067a84cab7b52256ee_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.04	0.1652	Positive
fb613c9c4a86c7589b321ffb051a485c_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.037	-0.1599	Negative
eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.001	0.356	Positive
cfad561ce0a5f1aaddf0970d204a1e35_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.003	0.3124	Positive
958e14f4806af8a06db61870561138f7_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.001	0.2951	Positive
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.001	0.3242	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.001	0.4106	Positive
6b9ca3313d241ab32629d7d007bfa458_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.002	0.2169	Positive
c256985cf7f385fa0e158aac9692f64d_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.008	-0.2093	Negative
a4830ec2beeeeaef48f6d7f401df4241_fungi	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.036	-0.1663	Negative
12907f7fde00bb40c358a652d79ffcb6_fungi	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.033	-0.1724	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.031	-0.1547	Negative
5743cd46a67f26fc2a0a910a35f1b12f_fungi	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.009	-0.19	Negative
d4ced3fcf757696111ad371371ff4cce_fungi	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.002	-0.2489	Negative
8d7bfbf1d9cc089639fe484763c3f188_oomycete	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.006	0.2317	Positive
3f795849e5ab98c40f875a580004f9f7_eukaryote	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.005	-0.2133	Negative
acc6f82c660def2e2f383dfb4f075933_eukaryote	162bf54549080b290d1ec8b0e6afbc1b_bacteria	0.039	-0.1458	Negative
c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.001	0.3584	Positive
613010f6345bf00e94847229463fe089_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.005	0.2539	Positive
1e2dd0b096801694733a077125a20228_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.024	0.1612	Positive
fb613c9c4a86c7589b321ffb051a485c_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.005	-0.2243	Negative
eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.001	0.3828	Positive
cfad561ce0a5f1aaddf0970d204a1e35_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.002	0.2935	Positive
9de1b23e9381d3596dec0fd5a5bfc900_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.033	-0.1599	Negative
958e14f4806af8a06db61870561138f7_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.002	0.3062	Positive
54693a9cf3c76c547dc9b56b6e9b266f_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.019	-0.1677	Negative
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.007	0.2226	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.001	0.4613	Positive
6b9ca3313d241ab32629d7d007bfa458_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.015	0.1925	Positive
c256985cf7f385fa0e158aac9692f64d_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.005	-0.2186	Negative
12907f7fde00bb40c358a652d79ffcb6_fungi	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.045	-0.1678	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.007	-0.1934	Negative
d4ced3fcf757696111ad371371ff4cce_fungi	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.036	-0.1669	Negative
84b78558c3c317566a13f29ab950da23_fungi	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.024	-0.1658	Negative
cd6040e6b124b405e0a57b6b2bc182a8_fungi	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.043	-0.1553	Negative
6f919188220b0c82be4439bb63dd189e_fungi	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.006	-0.2157	Negative
5f279c746c8e0dc1b9305887f0cbae5a_fungi	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.049	-0.1366	Negative
8d7bfbf1d9cc089639fe484763c3f188_oomycete	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.026	0.1694	Positive
394dace7cd674dc9355c4f64bfada83f_eukaryote	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.02	-0.1999	Negative
1f97c28f91d9a257362352f7c2958eb5_eukaryote	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.008	0.1996	Positive
d9e763753ea6a20c2a574df095f60580_eukaryote	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.002	0.2373	Positive
2a50651b2cbc9fc60afae81923de86d5_eukaryote	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.005	0.2303	Positive
2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	0.04	0.1416	Positive
d48f4cda1feee6851d5bcf2d520066b9_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.03	-0.1881	Negative
613010f6345bf00e94847229463fe089_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.014	0.1896	Positive
1e2dd0b096801694733a077125a20228_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.04	0.1471	Positive
30915dab539abea2a31d47ae7d90792e_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.001	0.2608	Positive
30432de9f6dd4c74cc5042a8d0ece70f_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.005	0.2423	Positive
cfad561ce0a5f1aaddf0970d204a1e35_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.001	0.3618	Positive
9de1b23e9381d3596dec0fd5a5bfc900_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.018	-0.2046	Negative
958e14f4806af8a06db61870561138f7_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.001	0.4524	Positive
54693a9cf3c76c547dc9b56b6e9b266f_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.005	-0.1984	Negative
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.001	0.27	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.001	0.2507	Positive
6b9ca3313d241ab32629d7d007bfa458_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.002	0.2478	Positive
c256985cf7f385fa0e158aac9692f64d_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.021	-0.1742	Negative
0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.018	0.1569	Positive
9fc26e6596f0b0189c6b268cc4d8d67b_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.018	-0.1921	Negative
a4830ec2beeeeaef48f6d7f401df4241_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.023	-0.1986	Negative
89206af4589b68a36b3313e1be7c6448_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.002	-0.2779	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.022	-0.1959	Negative
9a06988e426d7ef4663c568dcd331ca0_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.003	-0.2593	Negative
6dec4a7642385d3256e7c0ab2c05366d_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.023	-0.1828	Negative
007761694cceb108c141cce8750b23b5_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.003	-0.2566	Negative
c0a6013edcd750f053a34cc2e955055c_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.011	-0.1979	Negative
84b78558c3c317566a13f29ab950da23_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.006	0.2106	Positive
4745af0659fd8962bab4c6f134456248_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.01	-0.2033	Negative
45072f0f90af585d84d9e8b285570885_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.004	-0.2631	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.003	-0.2277	Negative
5f279c746c8e0dc1b9305887f0cbae5a_fungi	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.007	-0.2223	Negative
8d7bfbf1d9cc089639fe484763c3f188_oomycete	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.001	0.3199	Positive
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.018	-0.1774	Negative
487c6b41204a1730dbfcf55f8b8e3dc1_eukaryote	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.02	0.1844	Positive
0b01e4d6558506012d0e1eaf493a5ded_eukaryote	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	0.031	-0.165	Negative
0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.017	0.2112	Positive
fb613c9c4a86c7589b321ffb051a485c_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.019	0.1833	Positive
cfad561ce0a5f1aaddf0970d204a1e35_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.016	-0.1831	Negative
9de1b23e9381d3596dec0fd5a5bfc900_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.006	0.2155	Positive
958e14f4806af8a06db61870561138f7_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.031	-0.1846	Negative
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.01	-0.2083	Negative
a4830ec2beeeeaef48f6d7f401df4241_fungi	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.036	0.1681	Positive
25f16fb9e13dc11d9cdb2563441d93ea_fungi	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.049	0.1647	Positive
cd6040e6b124b405e0a57b6b2bc182a8_fungi	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.008	-0.2242	Negative
39d163834966cd25a456abec8a6fb0a4_oomycete	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.043	-0.181	Negative
f797cf2765402dd3d1f72f7838c4a54c_oomycete	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.001	0.2573	Positive
487c6b41204a1730dbfcf55f8b8e3dc1_eukaryote	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0.027	-0.183	Negative
fb613c9c4a86c7589b321ffb051a485c_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.013	0.2057	Positive
ce8fe047f6c78ee3610cc355efd59beb_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.013	0.1969	Positive
cfad561ce0a5f1aaddf0970d204a1e35_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.012	-0.1975	Negative
44753606b01dd5d899e0c372598c574c_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.032	-0.1743	Negative
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.016	-0.1839	Negative
0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.023	-0.1758	Negative
89206af4589b68a36b3313e1be7c6448_fungi	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.011	-0.2086	Negative
9a06988e426d7ef4663c568dcd331ca0_fungi	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.047	-0.1621	Negative
4745af0659fd8962bab4c6f134456248_fungi	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.004	-0.2484	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.045	-0.1591	Negative
8da1ea508fd29598a72e6a69c9fb5bad_fungi	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.01	-0.2114	Negative
2b58ac3373c047a1eebbf7a75e2e0552_fungi	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.02	-0.1935	Negative
8d7bfbf1d9cc089639fe484763c3f188_oomycete	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.047	-0.1635	Negative
1f97c28f91d9a257362352f7c2958eb5_eukaryote	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.043	-0.1704	Negative
2a50651b2cbc9fc60afae81923de86d5_eukaryote	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	0.022	-0.2023	Negative
