#OTU ID	6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria	c2ff2968fc5eb368695f90ee12c20b86_bacteria	00fae520fc99f4b43a079be78714514a_bacteria	8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria	6025a8d68dfe9ed561f3501b70ef5274_bacteria	871638cacece191a60d3f3fe9407c592_bacteria	c861b1ec2e390a9906dec7ee827ab766_bacteria	0a78918b318c9a666440b19941b2c94e_bacteria	55e2f6614bc214f35d8745edeee16727_bacteria	5d0942009326032f72c94ca27dc2015d_bacteria	61781934a20bd3368b0737d605f29468_bacteria	41e3305635db95437d26c71fbb3e9886_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	a11e7d00f7f42af59b01f4684a52fa9d_bacteria	613010f6345bf00e94847229463fe089_bacteria	10608cb99e86b1430b6507d8fcb500e6_bacteria	1e2dd0b096801694733a077125a20228_bacteria	ad1bc6953fe661253a1301a0dffd0535_bacteria	30915dab539abea2a31d47ae7d90792e_bacteria	30432de9f6dd4c74cc5042a8d0ece70f_bacteria	f3f92c383527fe95a92d58291e300654_bacteria	20b02741232f1c067a84cab7b52256ee_bacteria	fb613c9c4a86c7589b321ffb051a485c_bacteria	ce8fe047f6c78ee3610cc355efd59beb_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	cfad561ce0a5f1aaddf0970d204a1e35_bacteria	61ee56e0408347b925580754c0228fac_bacteria	9de1b23e9381d3596dec0fd5a5bfc900_bacteria	958e14f4806af8a06db61870561138f7_bacteria	44753606b01dd5d899e0c372598c574c_bacteria	54693a9cf3c76c547dc9b56b6e9b266f_bacteria	ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	cb7f33c9ab6b6cc48e850692a6e57201_bacteria	87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	a4496dfdf6cfe898e6e51cec293e31ef_bacteria	6b9ca3313d241ab32629d7d007bfa458_bacteria	c256985cf7f385fa0e158aac9692f64d_bacteria	0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	9fc26e6596f0b0189c6b268cc4d8d67b_fungi	a4830ec2beeeeaef48f6d7f401df4241_fungi	12907f7fde00bb40c358a652d79ffcb6_fungi	eaa0ba9ff4398edf205048df9a36f578_fungi	89206af4589b68a36b3313e1be7c6448_fungi	e02440bc2cf2fbd51ab6c6a48c297786_fungi	d7a05ca6b0cf4959a1d5af8842fb78fa_fungi	9a06988e426d7ef4663c568dcd331ca0_fungi	16010d640ae1f9ef8b46d9778d31166d_fungi	6dec4a7642385d3256e7c0ab2c05366d_fungi	5743cd46a67f26fc2a0a910a35f1b12f_fungi	d4ced3fcf757696111ad371371ff4cce_fungi	007761694cceb108c141cce8750b23b5_fungi	55d3ffaf20a40a432de7989e6d6d5a00_fungi	c0a6013edcd750f053a34cc2e955055c_fungi	25f16fb9e13dc11d9cdb2563441d93ea_fungi	84b78558c3c317566a13f29ab950da23_fungi	4745af0659fd8962bab4c6f134456248_fungi	45072f0f90af585d84d9e8b285570885_fungi	cd6040e6b124b405e0a57b6b2bc182a8_fungi	b5b89cca5a0cb0c01db814cb6f693f9f_fungi	6f919188220b0c82be4439bb63dd189e_fungi	8da1ea508fd29598a72e6a69c9fb5bad_fungi	5f279c746c8e0dc1b9305887f0cbae5a_fungi	2b58ac3373c047a1eebbf7a75e2e0552_fungi	39d163834966cd25a456abec8a6fb0a4_oomycete	cc72eaa86c2be573136acdf59cda9fc3_oomycete	0f9788d4711e28f5164af206bb783e13_oomycete	f797cf2765402dd3d1f72f7838c4a54c_oomycete	8d7bfbf1d9cc089639fe484763c3f188_oomycete	394dace7cd674dc9355c4f64bfada83f_eukaryote	5a7fabdfc2b1915ca336712e300eb727_eukaryote	99318de41dd49424cad9bf4501ab86ce_eukaryote	1f97c28f91d9a257362352f7c2958eb5_eukaryote	d9e763753ea6a20c2a574df095f60580_eukaryote	2a50651b2cbc9fc60afae81923de86d5_eukaryote	cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	487c6b41204a1730dbfcf55f8b8e3dc1_eukaryote	0b01e4d6558506012d0e1eaf493a5ded_eukaryote	3f795849e5ab98c40f875a580004f9f7_eukaryote	acc6f82c660def2e2f383dfb4f075933_eukaryote	6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote	850f9456f23d337e109baafd956b54d6_eukaryote
f797cf2765402dd3d1f72f7838c4a54c_oomycete	0.6234	0.2917	0.6733	0.0170	0.9670	0.1429	0.6613	0.6623	0.9540	0.4366	0.4486	0.0210	0.4625	0.1568	0.0080	0.2148	0.1818	0.5554	0.1159	0.2338	0.0010	0.4815	0.0300	0.1429	0.5864	0.0859	0.7512	0.5035	0.7862	0.4436	0.4795	0.8412	0.9990	0.0370	0.7852	0.0350	0.0579	0.9051	0.4695	0.3676	0.3946	0.5175	0.5225	0.7832	0.9421	0.9391	0.8831	0.3996	0.5195	0.8492	0.4745	0.8851	0.1469	0.8032	0.5415	0.3357	0.6503	0.2987	0.1878	0.5075	0.4236	0.2587	0.0729	0.1808	0.1528	0.2557	0.7522	0.0270	0.4885	0.3307	0.1538	0.6833	0.3616	0.5784	0.0010	1.0000	0.0370	0.0969	0.2028	0.5195	0.5415	0.6763	0.7962	0.9371	0.6773	0.3127	0.5135	0.7333	0.7393	0.8242	0.8781
8d7bfbf1d9cc089639fe484763c3f188_oomycete	0.3427	0.8811	0.9840	0.3606	0.0010	0.8691	0.9131	0.6573	0.3706	0.1668	0.2228	0.7842	0.3656	0.3536	0.8971	0.3227	0.0020	0.0060	0.0260	0.0010	0.4505	0.0470	0.1508	0.0240	0.4985	0.3736	0.1039	0.0859	0.8831	0.3027	0.9650	0.6743	0.9271	0.1888	0.0010	0.8711	0.1878	0.0010	0.5015	0.0100	0.0010	0.0030	0.2947	0.9640	0.0180	0.0110	0.4645	0.0110	0.0270	0.4216	0.9381	0.1329	0.0779	0.4615	0.0310	0.5275	0.2847	0.0070	0.3806	0.1538	0.5574	0.0549	0.3946	0.5924	0.0120	0.0350	0.7642	0.0210	0.0969	0.8472	0.0040	0.8032	0.5055	0.7233	0.0140	0.0370	1.0000	0.0839	0.2238	0.7892	0.0070	0.0100	0.0549	0.5405	0.9520	0.4486	0.1638	0.3556	0.0589	0.0629	0.7383
394dace7cd674dc9355c4f64bfada83f_eukaryote	0.9950	0.7393	0.9241	0.2388	0.2807	0.6523	0.0470	0.3506	0.4835	0.3217	0.2088	0.2677	0.6603	0.0549	0.0519	0.0869	0.1988	0.2358	0.0200	0.0589	0.3117	0.2677	0.5285	0.5025	0.3876	0.5984	0.1678	0.0110	0.1139	0.1229	0.8432	0.1878	0.3267	0.4685	0.3986	0.2787	0.4935	0.0280	0.9550	0.8551	0.0519	0.4216	0.7632	0.7473	0.8841	0.0170	0.3856	0.2567	0.4935	0.6404	0.0070	0.2028	0.0020	0.0480	0.4206	0.1079	0.2048	0.3986	0.1768	0.4535	0.9820	0.0989	0.9720	0.1089	0.4825	0.0030	0.6304	0.0739	0.0040	0.3636	0.5125	0.4196	0.0010	0.0310	0.6523	0.0969	0.0839	1.0000	0.0659	0.7323	0.3347	0.0150	0.1019	0.6294	0.4675	0.7952	0.9830	0.5315	0.0400	0.4236	0.4436
5a7fabdfc2b1915ca336712e300eb727_eukaryote	0.0050	0.1888	0.3896	0.2737	0.3956	0.1399	0.1768	0.0030	0.0829	0.4785	0.0539	0.0330	0.0270	0.0290	0.6983	0.0130	0.6883	0.3636	0.1828	0.1499	0.2817	0.7862	0.8931	0.4895	0.9530	0.2797	0.7962	0.5954	0.0060	0.2408	0.2707	0.8192	0.8591	0.4985	0.5954	0.7183	0.2527	0.1688	0.8621	0.1618	0.3167	0.7373	0.9141	0.0010	0.7233	0.7772	0.1618	0.3956	0.7213	0.5814	0.7003	0.3866	0.0020	0.6024	0.0939	0.2697	0.4805	0.0639	0.5984	0.6783	0.5584	0.2867	0.2977	1.0000	0.7173	0.8731	0.5075	0.3077	0.5215	0.0050	0.0719	0.0010	0.0400	0.0010	0.5475	0.2028	0.2238	0.0659	1.0000	0.6543	0.3457	0.2058	0.0030	0.0729	0.7742	0.3347	0.6783	0.3297	0.3646	0.6703	0.2078
99318de41dd49424cad9bf4501ab86ce_eukaryote	0.2118	0.0160	0.9550	0.9051	0.0559	0.2997	0.7892	0.1908	0.1988	0.8492	0.3906	0.3207	0.4126	0.6803	0.0310	0.2847	0.4545	0.0789	0.0609	0.2288	0.9401	0.3457	0.6094	0.2428	0.7902	0.8991	0.2468	0.1309	0.6713	0.0290	0.3407	0.9940	0.3337	0.2787	0.0480	0.0060	0.3027	0.8032	0.6304	0.0040	0.4585	0.0819	0.1309	0.6953	0.8761	0.1139	0.5415	0.9421	0.0210	0.2248	0.3876	0.5225	0.6184	0.1638	0.9960	0.4925	0.0480	0.4386	0.4675	0.0689	0.1299	0.2987	0.7413	0.8382	0.3946	0.0210	0.5924	0.0999	0.2258	0.7443	0.2238	0.5365	0.3077	0.2358	0.1449	0.5195	0.7892	0.7323	0.6543	1.0000	0.1538	0.3197	0.7942	0.3756	0.4206	0.0629	0.1628	0.0070	0.9361	0.7982	0.4835
1f97c28f91d9a257362352f7c2958eb5_eukaryote	0.7063	0.0480	0.0519	0.9960	0.0030	0.3856	0.3806	0.2258	0.8222	0.0509	0.3736	0.2088	0.9401	0.6344	0.5664	0.8961	0.3057	0.2208	0.0080	0.5884	0.9371	0.0430	0.1289	0.2338	0.6733	0.9750	0.7952	0.0939	0.2198	0.8631	0.4925	0.8012	0.0050	0.0789	0.0250	0.0140	0.1758	0.0030	0.3526	0.0020	0.0240	0.0090	0.0060	0.0699	0.8452	0.0310	0.3516	0.0809	0.6983	0.8991	0.8332	0.8412	0.6593	0.6923	0.8082	0.9710	0.3846	0.4386	0.8621	0.0599	0.7183	0.2927	0.4146	0.0120	0.4845	0.2138	0.1029	0.0360	0.1948	0.5375	0.0460	0.7502	0.3407	0.2897	0.3616	0.5415	0.0070	0.3347	0.3457	0.1538	1.0000	0.0010	0.0589	0.1169	0.0030	0.5375	0.4625	0.1419	0.1079	0.2547	0.0060
d9e763753ea6a20c2a574df095f60580_eukaryote	0.6314	0.1339	0.9101	0.6404	0.0070	0.9840	0.7243	0.5704	0.3616	0.4266	0.0010	0.2218	0.5884	0.1159	0.0050	0.6713	0.0500	0.0869	0.0020	0.8881	0.3277	0.0779	0.0519	0.5385	0.9560	0.4735	0.2368	0.1518	0.1349	0.5664	0.7582	0.2537	0.0999	0.0090	0.0110	0.1159	0.5015	0.0250	0.3896	0.2527	0.0330	0.0210	0.1259	0.0549	0.9211	0.6833	0.4745	0.3047	0.2597	0.3297	0.2138	0.1528	0.0140	0.8551	0.1129	0.3417	0.2617	0.3207	0.0509	0.2527	0.3157	0.0460	0.3117	0.0060	0.1289	0.0050	0.0110	0.0400	0.0030	0.4136	0.0470	0.0659	0.2577	0.1139	0.8232	0.6763	0.0100	0.0150	0.2058	0.3197	0.0010	1.0000	0.1429	0.9930	0.0010	0.1758	0.1119	0.0350	0.6494	0.7273	0.0649
2a50651b2cbc9fc60afae81923de86d5_eukaryote	0.9471	0.7323	0.4865	0.7403	0.1189	0.3926	0.4615	0.1309	0.5285	0.7712	0.0679	0.2807	0.9910	0.3237	0.9011	0.8022	0.0010	0.2338	0.0050	0.0959	0.0519	0.0220	0.6923	0.1798	0.3327	0.9201	0.0929	0.9351	0.0140	0.9291	0.1089	0.0380	0.9740	0.4446	0.0050	0.2637	0.0619	0.0370	0.8292	0.2597	0.0709	0.0629	0.2008	0.8232	0.6583	0.4935	0.2478	0.4276	0.8751	0.4066	0.4665	0.5794	0.0559	0.9161	0.7772	0.6913	0.5095	0.7912	0.9600	0.7662	0.0869	0.6384	0.0729	0.0180	0.2158	0.9191	0.1049	0.6763	0.1568	0.0340	0.1868	0.1708	0.3946	0.3836	0.0819	0.7962	0.0549	0.1019	0.0030	0.7942	0.0589	0.1429	1.0000	0.3467	0.0579	0.7692	0.9421	0.2767	0.2478	0.0230	0.3327
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	0.3407	0.6304	0.9441	0.2158	0.8032	0.3087	0.5245	0.1169	0.6783	0.5564	0.7373	0.5275	0.8611	0.5415	0.5135	0.5185	0.0200	0.0569	0.4386	0.0180	0.7832	0.5195	0.0360	0.2168	0.3736	0.8092	0.2318	0.2438	0.7223	0.0599	0.2527	0.7582	0.8422	0.0400	0.1558	0.4625	0.5674	0.3087	0.2817	0.7213	0.4436	0.0889	0.1489	0.8691	0.4386	0.3826	0.8721	0.8651	0.6424	0.0889	0.1598	0.7972	0.7043	0.3846	0.4446	0.1938	0.0559	0.5744	0.4286	0.0500	0.0140	0.5195	0.8052	0.7473	0.4346	0.8711	0.0559	0.2218	0.8881	0.8222	0.2707	0.4615	0.7542	0.4426	0.0260	0.9371	0.5405	0.6294	0.0729	0.3756	0.1169	0.9930	0.3467	1.0000	0.0080	0.7782	0.9461	0.6264	0.5495	0.0310	0.0120
2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	0.0689	0.1349	0.3007	0.1129	0.9461	0.3347	0.0400	0.0639	0.3796	0.0619	0.5764	0.1678	0.0629	0.9690	0.0050	0.4206	0.8981	0.4975	0.0400	0.4515	0.4056	0.1728	0.2498	0.1249	0.1269	0.6813	0.7373	0.6713	0.9381	0.9530	0.9061	0.0020	0.0280	0.8422	0.1538	0.1648	0.2358	0.1678	0.9331	0.4216	0.9840	0.8392	0.8162	0.2597	0.1558	0.1578	0.5285	0.5724	0.3536	0.7393	0.5624	0.7612	0.0659	0.5924	0.6234	0.7323	0.3586	0.7972	0.6144	0.3946	0.0170	0.9441	0.2478	0.0809	0.0330	0.5295	0.1369	0.6144	0.0270	0.6264	0.3257	0.5884	0.8721	0.1299	0.0370	0.6773	0.9520	0.4675	0.7742	0.4206	0.0030	0.0010	0.0579	0.0080	1.0000	0.7303	0.0260	0.2138	0.3886	0.0060	0.4895
487c6b41204a1730dbfcf55f8b8e3dc1_eukaryote	0.2018	0.9600	0.6034	0.1489	0.0509	0.9431	0.8541	0.0659	0.7912	0.3586	0.5395	0.8751	0.6464	0.3227	0.0929	0.7932	0.3586	0.1089	0.1948	0.0200	0.0270	0.1858	0.0350	0.4805	0.0689	0.6054	0.3686	0.0010	0.0330	0.1079	0.0969	1.0000	0.5744	0.7243	0.0500	0.4246	0.7892	0.8122	0.3467	0.4735	0.5504	0.7053	0.7203	0.9540	0.8242	0.6843	0.1758	0.3137	0.0080	0.0919	0.0020	0.0889	0.6993	0.2408	0.1898	0.4296	0.7982	0.5764	0.7143	0.7932	0.6973	0.4446	0.8541	0.2767	0.7562	0.3756	0.1658	0.7882	0.4835	0.0579	0.3536	0.6034	0.9710	0.0270	0.8012	0.3127	0.4486	0.7952	0.3347	0.0629	0.5375	0.1758	0.7692	0.7782	0.7303	1.0000	0.3806	0.0939	0.3516	0.5674	0.5105
0b01e4d6558506012d0e1eaf493a5ded_eukaryote	0.8931	0.5754	0.9311	0.6523	0.5754	0.2657	0.8412	0.2478	0.5654	0.2677	1.0000	0.3986	0.1309	0.4885	0.1059	0.1718	0.9730	0.7612	0.7003	0.0310	0.5774	0.3157	0.6404	0.2787	0.0929	0.9221	0.1469	0.8881	0.4635	0.5335	0.8841	0.8981	0.7353	0.6743	0.7932	0.6404	0.2647	0.3956	1.0000	0.2468	0.1648	0.6863	0.1518	0.8521	0.8252	0.0799	0.8611	0.8561	0.6753	0.0659	0.9850	0.8711	0.0539	0.5255	0.6953	0.1838	0.1449	0.4416	0.0340	0.4825	0.1898	0.0639	0.8242	0.2468	0.1528	0.3816	0.0569	0.9820	0.0230	0.1578	0.5594	0.3407	0.8891	0.6883	0.6553	0.5135	0.1638	0.9830	0.6783	0.1628	0.4625	0.1119	0.9421	0.9461	0.0260	0.3806	1.0000	0.6693	0.4945	0.0250	0.6394
3f795849e5ab98c40f875a580004f9f7_eukaryote	0.3117	0.5095	0.1708	0.0789	0.1648	0.1269	0.8442	0.0430	0.6464	0.4845	0.2108	0.5804	0.7373	0.8382	0.6024	0.1528	0.1618	0.0050	0.9560	0.5884	0.1089	0.3736	0.3926	0.9550	0.2298	0.2048	0.7153	0.0490	0.5055	0.0030	0.2198	0.4725	0.5265	0.3007	0.8462	0.3237	0.9800	0.9261	0.6593	0.8701	0.7982	0.2258	0.2058	0.0559	0.9750	0.6124	0.8332	0.0420	0.5365	0.8851	0.2458	0.2917	0.5684	0.7223	0.1878	0.1129	0.2977	0.0939	0.1848	0.0060	0.2128	0.1738	0.8202	0.2537	0.8482	0.4496	0.0320	0.0110	0.2647	0.9011	0.0080	0.3756	0.8302	0.0599	0.8102	0.7333	0.3556	0.5315	0.3297	0.0070	0.1419	0.0350	0.2767	0.6264	0.2138	0.0939	0.6693	1.0000	0.5854	0.5145	0.4306
acc6f82c660def2e2f383dfb4f075933_eukaryote	0.1778	0.0490	0.2887	0.7073	0.0270	0.7443	0.8931	0.2687	0.7253	0.4515	0.6773	0.6244	0.5115	0.9171	0.4605	0.2687	0.3107	0.0390	0.1269	0.9890	0.6773	0.1149	0.2378	0.0460	0.9301	0.1748	0.5994	0.1389	0.2997	0.0440	0.9600	0.2488	0.5405	0.1039	0.0270	0.0290	0.8891	0.0919	0.3696	0.2557	0.0859	0.1009	0.0240	0.6883	0.8761	0.2398	0.7303	0.7962	0.6124	0.3796	0.9700	0.1508	0.6164	0.9970	0.1818	0.4605	0.1479	0.5435	0.9441	0.8721	0.5205	0.5045	0.8052	0.0420	0.4925	0.5095	0.9830	0.5544	0.6154	0.6404	0.8372	0.5524	0.0579	0.9900	0.8911	0.7393	0.0589	0.0400	0.3646	0.9361	0.1079	0.6494	0.2478	0.5495	0.3886	0.3516	0.4945	0.5854	1.0000	0.0869	0.4895
6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote	0.6014	0.6284	0.9231	0.0370	0.9630	0.5554	0.5285	0.0060	0.9550	0.9750	0.0539	0.7592	0.0739	0.6444	0.8142	0.2637	0.0509	1.0000	0.4895	0.7033	0.3477	0.1738	0.3197	0.5005	0.0290	0.0130	0.7812	0.0390	0.9051	0.4426	0.0679	0.0030	0.5345	0.8521	0.5944	0.5365	0.6384	0.0080	0.1598	0.3187	0.3157	0.3836	0.1758	0.4206	0.0100	0.0220	0.3746	0.2547	0.6903	0.9920	0.7522	0.8661	0.6773	0.0490	0.5554	0.7043	0.9041	0.6583	0.3696	0.0829	0.2927	0.1429	0.1479	0.0020	0.0420	0.4995	0.1119	0.6573	0.0589	0.8681	0.7702	0.8941	0.8072	0.0589	0.2138	0.8242	0.0629	0.4236	0.6703	0.7982	0.2547	0.7273	0.0230	0.0310	0.0060	0.5674	0.0250	0.5145	0.0869	1.0000	0.1319
850f9456f23d337e109baafd956b54d6_eukaryote	0.2368	0.8721	0.0200	0.2967	0.2667	0.7822	0.0420	0.3936	0.2178	0.0949	0.9311	0.7692	0.9740	0.3417	0.9820	0.1788	0.5514	0.5295	0.6204	0.0839	0.2398	0.0410	0.0559	0.8811	0.3227	0.0529	0.3806	0.8232	0.8072	0.8881	0.1179	0.0190	0.3666	0.7782	0.5624	0.3297	0.7952	0.6184	0.7702	0.4406	0.4476	0.1718	0.4695	0.0110	0.0619	0.1598	0.2817	0.4645	0.7153	0.6663	0.1698	0.7532	0.1259	0.9171	0.3846	0.2108	0.5824	0.9171	0.5015	0.5874	0.4715	0.7932	0.9820	0.9441	0.3616	0.9461	0.4426	0.6164	0.9371	0.1728	0.3297	0.0120	0.5514	0.1568	0.4226	0.8781	0.7383	0.4436	0.2078	0.4835	0.0060	0.0649	0.3327	0.0120	0.4895	0.5105	0.6394	0.4306	0.4895	0.1319	1.0000
