"Identifier";"Year";"Country";"Site";"Compartment";"Run";"ReplicateNr";"YearTotal";"InfectionStatus";"IdentifierWOReplicateNr"
"ES_sly_uni_Endo_2017_3";"3";"ES";"sly";"endo";"E";"3";"2017";"uni";"ES_sly_uni_Endo_2017"
"ES_sly_uni_Wl_2015_1";"1";"ES";"sly";"wl";"B";"1";"2015";"uni";"ES_sly_uni_Wl_2015"
"ES_sly_uni_Wl_2015_2";"1";"ES";"sly";"wl";"B";"2";"2015";"uni";"ES_sly_uni_Wl_2015"
"ES_sly_uni_Wl_2015_3";"1";"ES";"sly";"wl";"B";"3";"2015";"uni";"ES_sly_uni_Wl_2015"
"ES_sly_uni_Wl_2016_1";"2";"ES";"sly";"wl";"C";"1";"2016";"uni";"ES_sly_uni_Wl_2016"
"ES_sly_uni_Wl_2016_2";"2";"ES";"sly";"wl";"C";"2";"2016";"uni";"ES_sly_uni_Wl_2016"
"ES_sly_uni_Wl_2016_3";"2";"ES";"sly";"wl";"C";"3";"2016";"uni";"ES_sly_uni_Wl_2016"
"ES_sly_uni_Wl_2017_1";"3";"ES";"sly";"wl";"E";"1";"2017";"uni";"ES_sly_uni_Wl_2017"
"ES_sly_uni_Wl_2017_2";"3";"ES";"sly";"wl";"E";"2";"2017";"uni";"ES_sly_uni_Wl_2017"
"ES_sly_uni_Wl_2017_3";"3";"ES";"sly";"wl";"E";"3";"2017";"uni";"ES_sly_uni_Wl_2017"
"ES_to_uni_Endo_2017_1";"3";"ES";"to";"endo";"E";"1";"2017";"uni";"ES_to_uni_Endo_2017"
"ES_to_uni_Endo_2017_2";"3";"ES";"to";"endo";"E";"2";"2017";"uni";"ES_to_uni_Endo_2017"
"ES_to_uni_Endo_2017_3";"3";"ES";"to";"endo";"E";"3";"2017";"uni";"ES_to_uni_Endo_2017"
"ES_to_uni_Wl_2017_1";"3";"ES";"to";"wl";"E";"1";"2017";"uni";"ES_to_uni_Wl_2017"
"ES_to_uni_Wl_2017_2";"3";"ES";"to";"wl";"E";"2";"2017";"uni";"ES_to_uni_Wl_2017"
"ES_to_uni_Wl_2017_3";"3";"ES";"to";"wl";"E";"3";"2017";"uni";"ES_to_uni_Wl_2017"
"FR_ch_uni_Endo_2015_1";"1";"FR";"ch";"endo";"E";"1";"2015";"uni";"FR_ch_uni_Endo_2015"
"FR_ch_uni_Endo_2015_2";"1";"FR";"ch";"endo";"E";"2";"2015";"uni";"FR_ch_uni_Endo_2015"
"FR_ch_uni_Endo_2015_3";"1";"FR";"ch";"endo";"E";"3";"2015";"uni";"FR_ch_uni_Endo_2015"
"FR_ch_uni_Wl_2015_1";"1";"FR";"ch";"wl";"D";"1";"2015";"uni";"FR_ch_uni_Wl_2015"
"FR_ch_uni_Wl_2015_2";"1";"FR";"ch";"wl";"D";"2";"2015";"uni";"FR_ch_uni_Wl_2015"
"FR_ch_uni_Wl_2015_3";"1";"FR";"ch";"wl";"D";"3";"2015";"uni";"FR_ch_uni_Wl_2015"
"FR_la_inf_Endo_2015_1";"1";"FR";"la";"endo";"E";"1";"2015";"inf";"FR_la_inf_Endo_2015"
"FR_la_inf_Endo_2015_2";"1";"FR";"la";"endo";"E";"2";"2015";"inf";"FR_la_inf_Endo_2015"
"FR_la_inf_Endo_2015_3";"1";"FR";"la";"endo";"E";"3";"2015";"inf";"FR_la_inf_Endo_2015"
"FR_la_inf_Endo_2017_1";"3";"FR";"la";"endo";"G";"1";"2017";"inf";"FR_la_inf_Endo_2017"
"FR_la_inf_Endo_2017_2";"3";"FR";"la";"endo";"G";"2";"2017";"inf";"FR_la_inf_Endo_2017"
"FR_la_inf_Endo_2017_3";"3";"FR";"la";"endo";"G";"3";"2017";"inf";"FR_la_inf_Endo_2017"
"FR_la_inf_Wl_2015_1";"1";"FR";"la";"wl";"D";"1";"2015";"inf";"FR_la_inf_Wl_2015"
"FR_la_inf_Wl_2015_2";"1";"FR";"la";"wl";"D";"2";"2015";"inf";"FR_la_inf_Wl_2015"
"FR_la_inf_Wl_2015_3";"1";"FR";"la";"wl";"D";"3";"2015";"inf";"FR_la_inf_Wl_2015"
"FR_la_inf_Wl_2017_1";"3";"FR";"la";"wl";"G";"1";"2017";"inf";"FR_la_inf_Wl_2017"
"FR_la_inf_Wl_2017_2";"3";"FR";"la";"wl";"G";"2";"2017";"inf";"FR_la_inf_Wl_2017"
"FR_la_inf_Wl_2017_3";"3";"FR";"la";"wl";"G";"3";"2017";"inf";"FR_la_inf_Wl_2017"
"FR_la_uni_Endo_2015_1";"1";"FR";"la";"endo";"B";"1";"2015";"uni";"FR_la_uni_Endo_2015"
"FR_la_uni_Endo_2015_2";"1";"FR";"la";"endo";"B";"2";"2015";"uni";"FR_la_uni_Endo_2015"
"FR_la_uni_Endo_2015_3";"1";"FR";"la";"endo";"B";"3";"2015";"uni";"FR_la_uni_Endo_2015"
"FR_la_uni_Endo_2017_1";"3";"FR";"la";"endo";"G";"1";"2017";"uni";"FR_la_uni_Endo_2017"
"FR_la_uni_Endo_2017_2";"3";"FR";"la";"endo";"G";"2";"2017";"uni";"FR_la_uni_Endo_2017"
"FR_la_uni_Endo_2017_3";"3";"FR";"la";"endo";"G";"3";"2017";"uni";"FR_la_uni_Endo_2017"
"FR_la_uni_Wl_2017_1";"3";"FR";"la";"wl";"G";"1";"2017";"uni";"FR_la_uni_Wl_2017"
"FR_la_uni_Wl_2017_2";"3";"FR";"la";"wl";"G";"2";"2017";"uni";"FR_la_uni_Wl_2017"
"FR_la_uni_Wl_2017_3";"3";"FR";"la";"wl";"G";"3";"2017";"uni";"FR_la_uni_Wl_2017"
"FR_la_uni_wl_2015_1";"1";"FR";"la";"wl";"B";"1";"2015";"uni";"FR_la_uni_wl_2015"
"FR_la_uni_wl_2015_2";"1";"FR";"la";"wl";"B";"2";"2015";"uni";"FR_la_uni_wl_2015"
"FR_la_uni_wl_2015_3";"1";"FR";"la";"wl";"B";"3";"2015";"uni";"FR_la_uni_wl_2015"
"SE_kfa_uni_Endo_2015_1";"1";"SE";"kfa";"endo";"B";"1";"2015";"uni";"SE_kfa_uni_Endo_2015"
"SE_kfa_uni_Endo_2015_2";"1";"SE";"kfa";"endo";"B";"2";"2015";"uni";"SE_kfa_uni_Endo_2015"
"SE_kfa_uni_Endo_2015_3";"1";"SE";"kfa";"endo";"B";"3";"2015";"uni";"SE_kfa_uni_Endo_2015"
"SE_kfa_uni_Endo_2016_1";"2";"SE";"kfa";"endo";"D";"1";"2016";"uni";"SE_kfa_uni_Endo_2016"
"SE_kfa_uni_Endo_2016_2";"2";"SE";"kfa";"endo";"D";"2";"2016";"uni";"SE_kfa_uni_Endo_2016"
"SE_kfa_uni_Endo_2016_3";"2";"SE";"kfa";"endo";"D";"3";"2016";"uni";"SE_kfa_uni_Endo_2016"
"SE_kfa_uni_Endo_2017_1";"3";"SE";"kfa";"endo";"F";"1";"2017";"uni";"SE_kfa_uni_Endo_2017"
"SE_kfa_uni_Endo_2017_2";"3";"SE";"kfa";"endo";"F";"2";"2017";"uni";"SE_kfa_uni_Endo_2017"
"SE_kfa_uni_Endo_2017_3";"3";"SE";"kfa";"endo";"F";"3";"2017";"uni";"SE_kfa_uni_Endo_2017"
"SE_kfa_uni_Wl_2015_1";"1";"SE";"kfa";"wl";"B";"1";"2015";"uni";"SE_kfa_uni_Wl_2015"
"SE_kfa_uni_Wl_2015_2";"1";"SE";"kfa";"wl";"B";"2";"2015";"uni";"SE_kfa_uni_Wl_2015"
"SE_kfa_uni_Wl_2015_3";"1";"SE";"kfa";"wl";"B";"3";"2015";"uni";"SE_kfa_uni_Wl_2015"
"SE_kfa_uni_Wl_2016_1";"2";"SE";"kfa";"wl";"D";"1";"2016";"uni";"SE_kfa_uni_Wl_2016"
"SE_kfa_uni_Wl_2016_2";"2";"SE";"kfa";"wl";"D";"2";"2016";"uni";"SE_kfa_uni_Wl_2016"
"SE_kfa_uni_Wl_2016_3";"2";"SE";"kfa";"wl";"D";"3";"2016";"uni";"SE_kfa_uni_Wl_2016"
"SE_kfa_uni_Wl_2017_1";"3";"SE";"kfa";"wl";"F";"1";"2017";"uni";"SE_kfa_uni_Wl_2017"
"SE_kfa_uni_Wl_2017_2";"3";"SE";"kfa";"wl";"F";"2";"2017";"uni";"SE_kfa_uni_Wl_2017"
"SE_kfa_uni_Wl_2017_3";"3";"SE";"kfa";"wl";"F";"3";"2017";"uni";"SE_kfa_uni_Wl_2017"
"SE_kfb_uni_Endo_2015_1";"1";"SE";"kfb";"endo";"B";"1";"2015";"uni";"SE_kfb_uni_Endo_2015"
"SE_kfb_uni_Endo_2015_2";"1";"SE";"kfb";"endo";"B";"2";"2015";"uni";"SE_kfb_uni_Endo_2015"
"SE_kfb_uni_Endo_2015_3";"1";"SE";"kfb";"endo";"B";"3";"2015";"uni";"SE_kfb_uni_Endo_2015"
"SE_kfb_uni_Endo_2016_1";"2";"SE";"kfb";"endo";"D";"1";"2016";"uni";"SE_kfb_uni_Endo_2016"
"SE_kfb_uni_Endo_2016_2";"2";"SE";"kfb";"endo";"D";"2";"2016";"uni";"SE_kfb_uni_Endo_2016"
"SE_kfb_uni_Endo_2016_3";"2";"SE";"kfb";"endo";"D";"3";"2016";"uni";"SE_kfb_uni_Endo_2016"
"SE_kfb_uni_Endo_2017_1";"3";"SE";"kfb";"endo";"F";"1";"2017";"uni";"SE_kfb_uni_Endo_2017"
"SE_kfb_uni_Endo_2017_2";"3";"SE";"kfb";"endo";"F";"2";"2017";"uni";"SE_kfb_uni_Endo_2017"
"SE_kfb_uni_Endo_2017_3";"3";"SE";"kfb";"endo";"F";"3";"2017";"uni";"SE_kfb_uni_Endo_2017"
"SE_kfb_uni_Wl_2015_1";"1";"SE";"kfb";"wl";"B";"1";"2015";"uni";"SE_kfb_uni_Wl_2015"
"SE_kfb_uni_Wl_2015_2";"1";"SE";"kfb";"wl";"B";"2";"2015";"uni";"SE_kfb_uni_Wl_2015"
"SE_kfb_uni_Wl_2015_3";"1";"SE";"kfb";"wl";"B";"3";"2015";"uni";"SE_kfb_uni_Wl_2015"
"SE_kfb_uni_Wl_2016_1";"2";"SE";"kfb";"wl";"D";"1";"2016";"uni";"SE_kfb_uni_Wl_2016"
"SE_kfb_uni_Wl_2016_2";"2";"SE";"kfb";"wl";"D";"2";"2016";"uni";"SE_kfb_uni_Wl_2016"
"SE_kfb_uni_Wl_2016_3";"2";"SE";"kfb";"wl";"D";"3";"2016";"uni";"SE_kfb_uni_Wl_2016"
"SE_kfb_uni_Wl_2017_1";"3";"SE";"kfb";"wl";"F";"1";"2017";"uni";"SE_kfb_uni_Wl_2017"
"SE_kfb_uni_Wl_2017_2";"3";"SE";"kfb";"wl";"F";"2";"2017";"uni";"SE_kfb_uni_Wl_2017"
"SE_kfc_uni_Endo_2015_1";"1";"SE";"kfc";"endo";"B";"1";"2015";"uni";"SE_kfc_uni_Endo_2015"
"SE_kfc_uni_Endo_2015_2";"1";"SE";"kfc";"endo";"B";"2";"2015";"uni";"SE_kfc_uni_Endo_2015"
"SE_kfc_uni_Endo_2015_3";"1";"SE";"kfc";"endo";"B";"3";"2015";"uni";"SE_kfc_uni_Endo_2015"
"SE_kfc_uni_Endo_2016_1";"2";"SE";"kfc";"endo";"E";"1";"2016";"uni";"SE_kfc_uni_Endo_2016"
"SE_kfc_uni_Endo_2016_2";"2";"SE";"kfc";"endo";"E";"2";"2016";"uni";"SE_kfc_uni_Endo_2016"
"SE_kfc_uni_Endo_2016_3";"2";"SE";"kfc";"endo";"E";"3";"2016";"uni";"SE_kfc_uni_Endo_2016"
"SE_kfc_uni_Endo_2017_1";"3";"SE";"kfc";"endo";"F";"1";"2017";"uni";"SE_kfc_uni_Endo_2017"
"SE_kfc_uni_Endo_2017_2";"3";"SE";"kfc";"endo";"F";"2";"2017";"uni";"SE_kfc_uni_Endo_2017"
"SE_kfc_uni_Endo_2017_3";"3";"SE";"kfc";"endo";"F";"3";"2017";"uni";"SE_kfc_uni_Endo_2017"
"SE_kfc_uni_Wl_2015_1";"1";"SE";"kfc";"wl";"B";"1";"2015";"uni";"SE_kfc_uni_Wl_2015"
"SE_kfc_uni_Wl_2015_2";"1";"SE";"kfc";"wl";"B";"2";"2015";"uni";"SE_kfc_uni_Wl_2015"
"SE_kfc_uni_Wl_2015_3";"1";"SE";"kfc";"wl";"B";"3";"2015";"uni";"SE_kfc_uni_Wl_2015"
"SE_kfc_uni_Wl_2016_1";"2";"SE";"kfc";"wl";"E";"1";"2016";"uni";"SE_kfc_uni_Wl_2016"
"SE_kfc_uni_Wl_2016_2";"2";"SE";"kfc";"wl";"E";"2";"2016";"uni";"SE_kfc_uni_Wl_2016"
"SE_kfc_uni_Wl_2016_3";"2";"SE";"kfc";"wl";"E";"3";"2016";"uni";"SE_kfc_uni_Wl_2016"
"SE_kfc_uni_Wl_2017_1";"3";"SE";"kfc";"wl";"F";"1";"2017";"uni";"SE_kfc_uni_Wl_2017"
"SE_kfc_uni_Wl_2017_2";"3";"SE";"kfc";"wl";"F";"2";"2017";"uni";"SE_kfc_uni_Wl_2017"
"SE_kfc_uni_Wl_2017_3";"3";"SE";"kfc";"wl";"F";"3";"2017";"uni";"SE_kfc_uni_Wl_2017"
"SE_upp_uni_Endo_2015_1";"1";"SE";"upp";"endo";"G";"1";"2015";"uni";"SE_upp_uni_Endo_2015"
"SE_upp_uni_Endo_2015_2";"1";"SE";"upp";"endo";"G";"2";"2015";"uni";"SE_upp_uni_Endo_2015"
"SE_upp_uni_Endo_2015_3";"1";"SE";"upp";"endo";"G";"3";"2015";"uni";"SE_upp_uni_Endo_2015"
"SE_upp_uni_Endo_2016_1";"2";"SE";"upp";"endo";"G";"1";"2016";"uni";"SE_upp_uni_Endo_2016"
"SE_upp_uni_Endo_2016_2";"2";"SE";"upp";"endo";"G";"2";"2016";"uni";"SE_upp_uni_Endo_2016"
"SE_upp_uni_Endo_2016_3";"2";"SE";"upp";"endo";"G";"3";"2016";"uni";"SE_upp_uni_Endo_2016"
"SE_upp_uni_Endo_2017_1";"3";"SE";"upp";"endo";"F";"1";"2017";"uni";"SE_upp_uni_Endo_2017"
"SE_upp_uni_Endo_2017_2";"3";"SE";"upp";"endo";"F";"2";"2017";"uni";"SE_upp_uni_Endo_2017"
"SE_upp_uni_Endo_2017_3";"3";"SE";"upp";"endo";"F";"3";"2017";"uni";"SE_upp_uni_Endo_2017"
"SE_upp_uni_Wl_2015_1";"1";"SE";"upp";"wl";"G";"1";"2015";"uni";"SE_upp_uni_Wl_2015"
"SE_upp_uni_Wl_2016_1";"2";"SE";"upp";"wl";"G";"1";"2016";"uni";"SE_upp_uni_Wl_2016"
"SE_upp_uni_Wl_2016_2";"2";"SE";"upp";"wl";"G";"2";"2016";"uni";"SE_upp_uni_Wl_2016"
"SE_upp_uni_Wl_2016_3";"2";"SE";"upp";"wl";"G";"3";"2016";"uni";"SE_upp_uni_Wl_2016"
"SE_upp_uni_Wl_2017_1";"3";"SE";"upp";"wl";"F";"1";"2017";"uni";"SE_upp_uni_Wl_2017"
"SE_upp_uni_Wl_2017_2";"3";"SE";"upp";"wl";"F";"2";"2017";"uni";"SE_upp_uni_Wl_2017"
"SE_upp_uni_Wl_2017_3";"3";"SE";"upp";"wl";"F";"3";"2017";"uni";"SE_upp_uni_Wl_2017"
