Cor,CorrType,EdgeBetweenness,interaction,Pvalue,selected,shared interaction,shared name,partner1,partner2,Source,Target,a_d_interaction
-0.201,Negative,8.947042981946232,interacts with,0.015,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) ed6fcc3e0305e5fa551e1c67f33c1226_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,ed6fcc3e0305e5fa551e1c67f33c1226_bacteria,0083,0158,0
-0.1707,Negative,13.400310049955054,interacts with,0.013,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 3c2ce1fb455f0c4db329115c9d355ab3_bacteria,08abdffc486630512a1123f8c3bdc96c_fungi,3c2ce1fb455f0c4db329115c9d355ab3_bacteria,0176,0031,0
-0.1715,Negative,13.89529045837712,interacts with,0.033,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 3c2ce1fb455f0c4db329115c9d355ab3_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,3c2ce1fb455f0c4db329115c9d355ab3_bacteria,0127,0031,0
-0.214,Negative,13.94738425861889,interacts with,0.009,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 3c2ce1fb455f0c4db329115c9d355ab3_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,3c2ce1fb455f0c4db329115c9d355ab3_bacteria,0093,0031,0
-0.1672,Negative,13.599337361385311,interacts with,0.039,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,007761694cceb108c141cce8750b23b5_fungi,bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,0073,0032,0
-0.2022,Negative,11.92181141673385,interacts with,0.024,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,0083,0032,0
-0.2825,Negative,10.817302690943672,interacts with,0.004,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,0127,0032,0
-0.33,Negative,10.029385550048971,interacts with,0.001,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 727a0019cd714f3c1254b93a94a9aabe_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,727a0019cd714f3c1254b93a94a9aabe_bacteria,0083,0033,0
-0.1878,Negative,17.468285272380122,interacts with,0.023,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 727a0019cd714f3c1254b93a94a9aabe_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,727a0019cd714f3c1254b93a94a9aabe_bacteria,0127,0033,0
0.204,Positive,14.700261634019157,interacts with,0.011,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 427faf4c79ebf8288c8dc1c34cb6273e_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,427faf4c79ebf8288c8dc1c34cb6273e_bacteria,0083,0035,0
-0.2097,Negative,16.75216775141713,interacts with,0.012,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 427faf4c79ebf8288c8dc1c34cb6273e_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,427faf4c79ebf8288c8dc1c34cb6273e_bacteria,0093,0035,0
-0.2742,Negative,9.535827444629,interacts with,0.001,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 2f25e52d298c8f4f1f4b648383bed31c_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,2f25e52d298c8f4f1f4b648383bed31c_bacteria,0083,0036,0
0.1683,Positive,13.38272953527582,interacts with,0.029,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 2f25e52d298c8f4f1f4b648383bed31c_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,2f25e52d298c8f4f1f4b648383bed31c_bacteria,0093,0036,0
-0.164,Negative,19.00413590620833,interacts with,0.016,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 53d2340d5f7b4ef070da39397346b625_bacteria,08abdffc486630512a1123f8c3bdc96c_fungi,53d2340d5f7b4ef070da39397346b625_bacteria,0176,0037,0
-0.3045,Negative,9.688577316166583,interacts with,0.001,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 53d2340d5f7b4ef070da39397346b625_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,53d2340d5f7b4ef070da39397346b625_bacteria,0083,0037,0
-0.1993,Negative,17.026472389227,interacts with,0.006,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 53d2340d5f7b4ef070da39397346b625_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,53d2340d5f7b4ef070da39397346b625_bacteria,0127,0037,0
-0.1588,Negative,18.944621311818103,interacts with,0.024,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) c256985cf7f385fa0e158aac9692f64d_bacteria,6f919188220b0c82be4439bb63dd189e_fungi,c256985cf7f385fa0e158aac9692f64d_bacteria,0222,0113,0
0.179,Positive,17.440898867136394,interacts with,0.023,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) c256985cf7f385fa0e158aac9692f64d_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,c256985cf7f385fa0e158aac9692f64d_bacteria,0127,0113,0
0.1623,Positive,12.543140875133462,interacts with,0.045,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 8592bfbdc869e66e390f54ea07547ee2_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,8592bfbdc869e66e390f54ea07547ee2_bacteria,0083,0159,0
0.1605,Positive,10.205587244513996,interacts with,0.031,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0083,0160,0
0.1856,Positive,13.017873308490772,interacts with,0.023,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0127,0160,0
-0.1703,Negative,17.2497699807407,interacts with,0.028,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,6f919188220b0c82be4439bb63dd189e_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0222,0038,0
-0.25,Negative,12.955890660637122,interacts with,0.003,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0093,0038,0
0.1687,Positive,10.560432881385983,interacts with,0.044,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,12ce93ddd82908b0631426465fc4feff_bacteria,0083,0039,0
-0.1645,Negative,21.526089578442512,interacts with,0.024,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) b598deaaba68fcee9069b4ac1f0ffe7c_bacteria,6f919188220b0c82be4439bb63dd189e_fungi,b598deaaba68fcee9069b4ac1f0ffe7c_bacteria,0222,0161,0
0.1379,Positive,15.201650721554012,interacts with,0.05,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) b598deaaba68fcee9069b4ac1f0ffe7c_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,b598deaaba68fcee9069b4ac1f0ffe7c_bacteria,0127,0161,0
-0.1801,Negative,13.393682844639766,interacts with,0.008,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 66e3d8d65c7d38086039152ae0eea786_bacteria,007761694cceb108c141cce8750b23b5_fungi,66e3d8d65c7d38086039152ae0eea786_bacteria,0073,0040,0
0.1505,Positive,10.890896206197333,interacts with,0.028,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 66e3d8d65c7d38086039152ae0eea786_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,66e3d8d65c7d38086039152ae0eea786_bacteria,0093,0040,0
-0.1734,Negative,9.567842976816555,interacts with,0.01,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 9f9db7a86cad05f5ce499615c163e8a9_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,9f9db7a86cad05f5ce499615c163e8a9_bacteria,0083,0041,0
-0.1541,Negative,10.909929470651162,interacts with,0.025,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 486eef6f6e7d9269c40a644d2d6832d6_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,486eef6f6e7d9269c40a644d2d6832d6_bacteria,0083,0195,0
-0.3154,Negative,11.671935484892304,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 64d446be25ef73bf9cdd2d1c75b28328_bacteria,007761694cceb108c141cce8750b23b5_fungi,64d446be25ef73bf9cdd2d1c75b28328_bacteria,0073,0163,0
-0.2449,Negative,11.68463323144157,interacts with,0.002,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 64d446be25ef73bf9cdd2d1c75b28328_bacteria,08abdffc486630512a1123f8c3bdc96c_fungi,64d446be25ef73bf9cdd2d1c75b28328_bacteria,0176,0163,0
-0.203,Negative,13.13682380267382,interacts with,0.012,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 64d446be25ef73bf9cdd2d1c75b28328_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,64d446be25ef73bf9cdd2d1c75b28328_bacteria,0127,0163,0
0.2011,Positive,11.05730253347032,interacts with,0.019,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) be23ac7180eac196be3e0514333d4301_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,be23ac7180eac196be3e0514333d4301_bacteria,0083,0042,0
-0.2662,Negative,11.91606564389762,interacts with,0.001,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) be23ac7180eac196be3e0514333d4301_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,be23ac7180eac196be3e0514333d4301_bacteria,0093,0042,0
-0.3371,Negative,10.8759641250529,interacts with,0.001,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria,0093,0043,0
-0.205,Negative,10.626182642493278,interacts with,0.004,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) d96989fc36f17efec684123db1413110_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,d96989fc36f17efec684123db1413110_bacteria,0083,0045,0
0.145,Positive,14.013771260645958,interacts with,0.044,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 2ec351ef72927f2bc76225d8277dc602_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,2ec351ef72927f2bc76225d8277dc602_bacteria,0093,0046,0
-0.1535,Negative,12.525409624399105,interacts with,0.023,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 62690921189900b625d68933a083f144_bacteria,007761694cceb108c141cce8750b23b5_fungi,62690921189900b625d68933a083f144_bacteria,0073,0115,0
0.1456,Positive,14.52856285790902,interacts with,0.033,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 62690921189900b625d68933a083f144_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,62690921189900b625d68933a083f144_bacteria,0093,0115,0
0.1713,Positive,10.28367586564671,interacts with,0.032,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) d4143a84fa86f4939237b7d4e33cfc4d_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,d4143a84fa86f4939237b7d4e33cfc4d_bacteria,0083,0047,0
-0.1783,Negative,13.866043885818458,interacts with,0.021,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) d4143a84fa86f4939237b7d4e33cfc4d_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,d4143a84fa86f4939237b7d4e33cfc4d_bacteria,0093,0047,0
-0.1451,Negative,13.895619452594014,interacts with,0.044,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 8c4947f4462ed1efbb71564b6c9aa0cb_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,8c4947f4462ed1efbb71564b6c9aa0cb_bacteria,0093,0048,0
-0.264,Negative,10.767337544447964,interacts with,0.003,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 80096a00a83bc1748d934c8ab64da932_bacteria,007761694cceb108c141cce8750b23b5_fungi,80096a00a83bc1748d934c8ab64da932_bacteria,0073,0164,0
-0.1683,Negative,14.271455321574626,interacts with,0.035,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 98483eb0a3fb5c44728f605e0b475ac3_bacteria,007761694cceb108c141cce8750b23b5_fungi,98483eb0a3fb5c44728f605e0b475ac3_bacteria,0073,0239,0
-0.1884,Negative,12.179538245465867,interacts with,0.009,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 98483eb0a3fb5c44728f605e0b475ac3_bacteria,08abdffc486630512a1123f8c3bdc96c_fungi,98483eb0a3fb5c44728f605e0b475ac3_bacteria,0176,0239,0
-0.2302,Negative,15.545139586188172,interacts with,0.003,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 98483eb0a3fb5c44728f605e0b475ac3_bacteria,6f919188220b0c82be4439bb63dd189e_fungi,98483eb0a3fb5c44728f605e0b475ac3_bacteria,0222,0239,0
-0.2458,Negative,10.323759334323524,interacts with,0.002,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) f733c60397f7fc312c9cdce5c6d9aba1_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,f733c60397f7fc312c9cdce5c6d9aba1_bacteria,0093,0050,0
-0.1671,Negative,14.354122885975508,interacts with,0.028,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) cb322f93327b32468a9fd72aed3afa8a_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,cb322f93327b32468a9fd72aed3afa8a_bacteria,0093,0116,0
0.1504,Positive,11.748908431037824,interacts with,0.032,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) db38587cad3ac0e5373ae4ad85d4d1f6_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,db38587cad3ac0e5373ae4ad85d4d1f6_bacteria,0083,0051,0
-0.1598,Negative,12.29903661414775,interacts with,0.05,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 8cf55f42a9d1f25bc15720205db748b4_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,8cf55f42a9d1f25bc15720205db748b4_bacteria,0093,0052,0
-0.1607,Negative,11.30898829505634,interacts with,0.034,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 79cdbdf95f8596a1e17750c68ea553e9_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,79cdbdf95f8596a1e17750c68ea553e9_bacteria,0093,0053,0
-0.2485,Negative,11.036266683665596,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) dec10876dd1b063c2977675a952e5613_bacteria,007761694cceb108c141cce8750b23b5_fungi,dec10876dd1b063c2977675a952e5613_bacteria,0073,0165,0
0.1478,Positive,12.945677035972391,interacts with,0.031,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) dec10876dd1b063c2977675a952e5613_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,dec10876dd1b063c2977675a952e5613_bacteria,0093,0165,0
-0.3061,Negative,11.01123535161902,interacts with,0.002,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) dee54165b25b1b80bf40b51130dc690d_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,dee54165b25b1b80bf40b51130dc690d_bacteria,0093,0054,0
-0.1613,Negative,20.00065435605111,interacts with,0.031,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 34dda3219113b5e264e609c30ab9b004_bacteria,007761694cceb108c141cce8750b23b5_fungi,34dda3219113b5e264e609c30ab9b004_bacteria,0073,0232,0
-0.1431,Negative,13.65787208807,interacts with,0.039,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 87103294ec0841cff3f2187f1fb565c5_bacteria,007761694cceb108c141cce8750b23b5_fungi,87103294ec0841cff3f2187f1fb565c5_bacteria,0073,0166,0
-0.1671,Negative,13.476939834364176,interacts with,0.012,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 623e85cafaa7d77615b1f2c4a51a4e58_bacteria,007761694cceb108c141cce8750b23b5_fungi,623e85cafaa7d77615b1f2c4a51a4e58_bacteria,0073,0055,0
-0.1769,Negative,10.585144308367475,interacts with,0.009,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 623e85cafaa7d77615b1f2c4a51a4e58_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,623e85cafaa7d77615b1f2c4a51a4e58_bacteria,0083,0055,0
-0.1517,Negative,16.90775604249519,interacts with,0.049,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 374b88becf647abd98cc5b2b4ac528bd_bacteria,007761694cceb108c141cce8750b23b5_fungi,374b88becf647abd98cc5b2b4ac528bd_bacteria,0073,0227,0
-0.198,Negative,16.82306402664437,interacts with,0.008,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 374b88becf647abd98cc5b2b4ac528bd_bacteria,6f919188220b0c82be4439bb63dd189e_fungi,374b88becf647abd98cc5b2b4ac528bd_bacteria,0222,0227,0
0.2351,Positive,14.115425392444624,interacts with,0.003,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria,0127,0056,0
-0.163,Negative,14.45111464690184,interacts with,0.014,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria,0093,0056,0
-0.1984,Negative,9.84110865719684,interacts with,0.013,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) eec64780e6b621c93e5dc66bc10bed22_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,eec64780e6b621c93e5dc66bc10bed22_bacteria,0083,0167,0
-0.168,Negative,19.869412154597423,interacts with,0.01,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 64f1fc5334789b8bb3ffa75ff021ed6c_bacteria,007761694cceb108c141cce8750b23b5_fungi,64f1fc5334789b8bb3ffa75ff021ed6c_bacteria,0073,0136,0
-0.2413,Negative,11.088159626034493,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 701694874cb668b3c8b28556d6894c31_bacteria,007761694cceb108c141cce8750b23b5_fungi,701694874cb668b3c8b28556d6894c31_bacteria,0073,0057,0
0.1554,Positive,13.79901453449324,interacts with,0.018,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 701694874cb668b3c8b28556d6894c31_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,701694874cb668b3c8b28556d6894c31_bacteria,0093,0057,0
-0.1483,Negative,12.50717822915229,interacts with,0.033,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) de0aa684ed3e574308e5ab48ff90cdb0_bacteria,007761694cceb108c141cce8750b23b5_fungi,de0aa684ed3e574308e5ab48ff90cdb0_bacteria,0073,0169,0
-0.1629,Negative,14.721297761193476,interacts with,0.024,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 1c4babd5c824cef4804874bbb6b29ab9_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,1c4babd5c824cef4804874bbb6b29ab9_bacteria,0093,0120,0
-0.1564,Negative,16.677343519856198,interacts with,0.021,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) e2b4a9650cb0b33c1220554634223c59_bacteria,007761694cceb108c141cce8750b23b5_fungi,e2b4a9650cb0b33c1220554634223c59_bacteria,0073,0059,0
0.1478,Positive,14.25073121141528,interacts with,0.026,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria,08abdffc486630512a1123f8c3bdc96c_fungi,1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria,0176,0146,0
0.2929,Positive,11.899114979331792,interacts with,0.001,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria,0127,0146,0
-0.1803,Negative,10.45300620267523,interacts with,0.013,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) d54ca076b9cf97723c4a8be8304c05e1_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,d54ca076b9cf97723c4a8be8304c05e1_bacteria,0083,0061,0
-0.2286,Negative,13.941609395831234,interacts with,0.005,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 9fc26e6596f0b0189c6b268cc4d8d67b_fungi,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,9fc26e6596f0b0189c6b268cc4d8d67b_fungi,0093,0062,0
0.2902,Positive,12.907534746436294,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) a4830ec2beeeeaef48f6d7f401df4241_fungi,007761694cceb108c141cce8750b23b5_fungi,a4830ec2beeeeaef48f6d7f401df4241_fungi,0073,0063,0
0.435,Positive,9.224516819990532,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 12907f7fde00bb40c358a652d79ffcb6_fungi,007761694cceb108c141cce8750b23b5_fungi,12907f7fde00bb40c358a652d79ffcb6_fungi,0073,0064,0
0.2882,Positive,13.500417648995922,interacts with,0.002,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 12907f7fde00bb40c358a652d79ffcb6_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,12907f7fde00bb40c358a652d79ffcb6_fungi,0176,0064,0
0.2763,Positive,20.92544302614208,interacts with,0.001,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 12907f7fde00bb40c358a652d79ffcb6_fungi,6f919188220b0c82be4439bb63dd189e_fungi,12907f7fde00bb40c358a652d79ffcb6_fungi,0222,0064,0
-0.2167,Negative,15.558695275845809,interacts with,0.017,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 12907f7fde00bb40c358a652d79ffcb6_fungi,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,12907f7fde00bb40c358a652d79ffcb6_fungi,0093,0064,0
0.2335,Positive,13.654418618482495,interacts with,0.004,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 89206af4589b68a36b3313e1be7c6448_fungi,007761694cceb108c141cce8750b23b5_fungi,89206af4589b68a36b3313e1be7c6448_fungi,0073,0065,0
0.2608,Positive,11.477728960722722,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 89206af4589b68a36b3313e1be7c6448_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,89206af4589b68a36b3313e1be7c6448_fungi,0176,0065,0
0.2068,Positive,15.20677937054776,interacts with,0.016,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 89206af4589b68a36b3313e1be7c6448_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,89206af4589b68a36b3313e1be7c6448_fungi,0083,0065,0
0.1694,Positive,12.986031345610291,interacts with,0.037,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 89206af4589b68a36b3313e1be7c6448_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,89206af4589b68a36b3313e1be7c6448_fungi,0127,0065,0
0.2053,Positive,13.83042888360736,interacts with,0.006,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) a7139639bff5f1aef5393ef551b3b953_fungi,007761694cceb108c141cce8750b23b5_fungi,a7139639bff5f1aef5393ef551b3b953_fungi,0073,0200,0
0.1836,Positive,16.643960458727573,interacts with,0.024,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) a7139639bff5f1aef5393ef551b3b953_fungi,6f919188220b0c82be4439bb63dd189e_fungi,a7139639bff5f1aef5393ef551b3b953_fungi,0222,0200,0
0.1955,Positive,14.512901968435193,interacts with,0.009,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) e02440bc2cf2fbd51ab6c6a48c297786_fungi,007761694cceb108c141cce8750b23b5_fungi,e02440bc2cf2fbd51ab6c6a48c297786_fungi,0073,0170,0
0.2634,Positive,13.31540744104853,interacts with,0.004,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 38602a6800aaaa7afecb0bb60fbab974_fungi,007761694cceb108c141cce8750b23b5_fungi,38602a6800aaaa7afecb0bb60fbab974_fungi,0073,0171,0
0.3486,Positive,13.537443938683571,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 38602a6800aaaa7afecb0bb60fbab974_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,38602a6800aaaa7afecb0bb60fbab974_fungi,0176,0171,0
0.2412,Positive,15.050632742384442,interacts with,0.004,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 38602a6800aaaa7afecb0bb60fbab974_fungi,6f919188220b0c82be4439bb63dd189e_fungi,38602a6800aaaa7afecb0bb60fbab974_fungi,0222,0171,0
0.2156,Positive,12.281612741352887,interacts with,0.012,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,007761694cceb108c141cce8750b23b5_fungi,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,0073,0066,0
