Node1	Node2	Pvalue	Cor	CorrType
6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.003	0.2251	Positive
18f83f1b38e7d46908c0805e2c1960e4_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.001	0.2901	Positive
a76ff1e570245a93affb4ac8a7e97b5a_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.03	-0.1203	Negative
20be67fe93cc9f6528d6aaddacc059f1_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.007	0.1746	Positive
c42c09f149cbb96ab465fe8b2be206c3_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.041	0.1183	Positive
f02abee84a8b31c4281aa2fb6bd58349_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.014	0.1551	Positive
737804271196e9ba022de8d2c10afec9_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.02	0.136	Positive
38c850022d0700fa24b06d5dd3f8da40_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.002	0.2348	Positive
d7463494a00186665833be74ccdd14a1_eukaryote	3ade6fe2d83cee514a202e7c8237dc14_bacteria	0.006	0.1676	Positive
a596ae48f107278dfad5dc9a569a633f_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.009	0.1846	Positive
17eb8ebaa3d7404b362330e42a6d9149_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.01	-0.1777	Negative
3c2ce1fb455f0c4db329115c9d355ab3_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.002	0.2635	Positive
bd6595653c85ab4ed0535ca16ddfa7ae_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.002	0.237	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.019	0.1765	Positive
427faf4c79ebf8288c8dc1c34cb6273e_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.003	-0.2253	Negative
b598deaaba68fcee9069b4ac1f0ffe7c_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.014	-0.1755	Negative
fc72483f66338779d31c85dada4f5711_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.001	0.2299	Positive
f33fede0fd67059ebe182fb3552df066_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.049	0.134	Positive
db38587cad3ac0e5373ae4ad85d4d1f6_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.035	-0.1402	Negative
dee54165b25b1b80bf40b51130dc690d_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.042	0.1493	Positive
74d2b5e59d6a153b918c069c1f584cb9_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.045	0.1498	Positive
936a582a1eb7fdd448592e35c1ce4b58_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.005	0.2164	Positive
7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.002	-0.1993	Negative
eec64780e6b621c93e5dc66bc10bed22_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.04	0.1379	Positive
5adf0a31c5f82e92c77a54bf7943c186_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.004	-0.1973	Negative
e8a00294b8c3eaba89084e969d4b3d09_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.004	-0.1922	Negative
1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria	41701e0adab2a616c9ee9b352beca639_bacteria	0.022	-0.1544	Negative
25f16fb9e13dc11d9cdb2563441d93ea_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.006	-0.2279	Negative
1bea8020d2c9d588ad86b87a8f8065e8_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.014	-0.162	Negative
573058e00737be3571135b4901715a5b_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.005	-0.2225	Negative
54a79d598f2020f796479614425e7ff7_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.018	-0.171	Negative
01355d320b33ddf29a77579fe487ee60_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.005	-0.2338	Negative
7d8361bafb81458a6092cf72051fb8ba_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.05	0.1352	Positive
12d11cd730ac7a521601a8c9ef2e3f4c_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.001	-0.2382	Negative
f399f80a36b7b63e3071e1397d106116_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.001	-0.2325	Negative
bc4dcedbb783ae6fa7d42e19730bbd6a_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.019	-0.1432	Negative
b3975232eebf205eac1abdada382d56b_fungi	41701e0adab2a616c9ee9b352beca639_bacteria	0.016	-0.1733	Negative
5a7fabdfc2b1915ca336712e300eb727_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.029	-0.1682	Negative
2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.034	0.158	Positive
09248793722288a010ac7f729c00643e_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.027	-0.1655	Negative
5c71206f2fadd330c5295bb2b8e24c9d_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.001	-0.2592	Negative
2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.036	-0.1257	Negative
20be67fe93cc9f6528d6aaddacc059f1_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.015	-0.1618	Negative
d56db645940d7263cd904f96f3e2258f_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.042	-0.125	Negative
3c8cb7ae46cf87caa164eb1a31c2ba7d_eukaryote	41701e0adab2a616c9ee9b352beca639_bacteria	0.002	-0.2069	Negative
c0136f74153f1adf7ea7091baa9525d8_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.013	0.1704	Positive
54693a9cf3c76c547dc9b56b6e9b266f_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.003	-0.2034	Negative
f26613069d47c75ba35ac6e391427f1d_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.019	0.1735	Positive
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.2721	Positive
727a0019cd714f3c1254b93a94a9aabe_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.3165	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.042	0.1425	Positive
87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.024	0.1552	Positive
427faf4c79ebf8288c8dc1c34cb6273e_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	-0.3334	Negative
2f25e52d298c8f4f1f4b648383bed31c_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.3975	Positive
53d2340d5f7b4ef070da39397346b625_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.3352	Positive
a50637e49cb2e7062c4fe563e8804b5c_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.009	-0.1821	Negative
4faf22474cef7bf9d255c73cd9db118e_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.017	-0.1628	Negative
12ce93ddd82908b0631426465fc4feff_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.012	-0.1701	Negative
b598deaaba68fcee9069b4ac1f0ffe7c_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.007	-0.1857	Negative
9f9db7a86cad05f5ce499615c163e8a9_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.3372	Positive
486eef6f6e7d9269c40a644d2d6832d6_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.002	0.2237	Positive
9193e9a1200e44850cc298b351abbff4_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.005	0.1745	Positive
36f1731173941db493c190a81c67a7cf_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.009	0.1824	Positive
d96989fc36f17efec684123db1413110_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.2894	Positive
2ec351ef72927f2bc76225d8277dc602_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.007	0.1824	Positive
d4143a84fa86f4939237b7d4e33cfc4d_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	-0.2329	Negative
8c4947f4462ed1efbb71564b6c9aa0cb_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	-0.2462	Negative
f33fede0fd67059ebe182fb3552df066_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.008	0.1861	Positive
8cf55f42a9d1f25bc15720205db748b4_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.2264	Positive
87103294ec0841cff3f2187f1fb565c5_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.008	0.1867	Positive
eec64780e6b621c93e5dc66bc10bed22_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.3104	Positive
d734a4cd9718eb47ddf142f884ef1b31_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.2609	Positive
db088fb981fe23ea98703dd147a9a18a_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.005	0.1858	Positive
1c4babd5c824cef4804874bbb6b29ab9_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.2091	Positive
e2b4a9650cb0b33c1220554634223c59_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.002	0.2125	Positive
5649ccf31ce22f347d21c009881e5df3_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.2523	Positive
1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.026	-0.1415	Negative
d54ca076b9cf97723c4a8be8304c05e1_bacteria	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.3252	Positive
a4830ec2beeeeaef48f6d7f401df4241_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.037	-0.1603	Negative
d7a05ca6b0cf4959a1d5af8842fb78fa_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.025	-0.1666	Negative
9561dff2fb67039404a8a5d6c669959c_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.025	-0.1568	Negative
16010d640ae1f9ef8b46d9778d31166d_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.004	-0.2268	Negative
25f16fb9e13dc11d9cdb2563441d93ea_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.009	-0.1926	Negative
84b78558c3c317566a13f29ab950da23_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.018	0.1687	Positive
45072f0f90af585d84d9e8b285570885_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.02	-0.1636	Negative
3594bd84689e1249077661feb03ed8ba_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.007	-0.185	Negative
9aecac2abcac69ad5a121dabba570b20_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.017	-0.1634	Negative
12d11cd730ac7a521601a8c9ef2e3f4c_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.005	-0.2039	Negative
b3975232eebf205eac1abdada382d56b_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.004	-0.2039	Negative
cf99988bdff370667debed34ebd3f52a_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.022	-0.1419	Negative
bb0bac95bc47602168f4048966f9be02_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.009	-0.1744	Negative
223c70ea1023264b0e955d86276fac55_fungi	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.006	0.1706	Positive
cc72eaa86c2be573136acdf59cda9fc3_oomycete	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.006	-0.2129	Negative
99318de41dd49424cad9bf4501ab86ce_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.044	-0.157	Negative
e0f36c1501288265da47b71dfc9707dd_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.045	0.1512	Positive
0b01e4d6558506012d0e1eaf493a5ded_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.019	-0.1714	Negative
5c71206f2fadd330c5295bb2b8e24c9d_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.005	-0.1957	Negative
a76ff1e570245a93affb4ac8a7e97b5a_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.021	-0.1465	Negative
f02abee84a8b31c4281aa2fb6bd58349_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.002	0.2339	Positive
1103cddc21943a0c06c77640d1c2bdae_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.017	-0.1707	Negative
737804271196e9ba022de8d2c10afec9_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.006	0.1835	Positive
38c850022d0700fa24b06d5dd3f8da40_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.01	0.1513	Positive
d7463494a00186665833be74ccdd14a1_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.001	0.2185	Positive
5c75a20582098b0c984ca0046fc10d75_eukaryote	eb434ae05f7cf08515f5a9eedc7b77b9_bacteria	0.035	0.1262	Positive
17eb8ebaa3d7404b362330e42a6d9149_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.015	0.1568	Positive
a3b134fae5f1a2aa2a17c919b5c3a922_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.001	0.2739	Positive
3c2ce1fb455f0c4db329115c9d355ab3_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.023	0.1776	Positive
bd6595653c85ab4ed0535ca16ddfa7ae_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.001	0.3042	Positive
a50637e49cb2e7062c4fe563e8804b5c_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.037	-0.1474	Negative
4faf22474cef7bf9d255c73cd9db118e_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.013	0.1781	Positive
64d446be25ef73bf9cdd2d1c75b28328_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.001	0.2773	Positive
d4143a84fa86f4939237b7d4e33cfc4d_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.009	-0.2026	Negative
80096a00a83bc1748d934c8ab64da932_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.001	0.2971	Positive
f733c60397f7fc312c9cdce5c6d9aba1_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.021	-0.1792	Negative
8cf55f42a9d1f25bc15720205db748b4_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.009	-0.1938	Negative
936a582a1eb7fdd448592e35c1ce4b58_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.005	0.1857	Positive
623e85cafaa7d77615b1f2c4a51a4e58_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.004	0.2008	Positive
7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.03	-0.1415	Negative
eec64780e6b621c93e5dc66bc10bed22_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.005	0.2178	Positive
64f1fc5334789b8bb3ffa75ff021ed6c_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.024	0.1402	Positive
5649ccf31ce22f347d21c009881e5df3_bacteria	a596ae48f107278dfad5dc9a569a633f_bacteria	0.026	-0.1407	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.033	-0.151	Negative
9561dff2fb67039404a8a5d6c669959c_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.024	-0.1618	Negative
92b9c83064618f3fa4cc6f518011a93f_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.033	0.1407	Positive
c99c3c0cde268c3acc40ddb4ca470d52_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.006	-0.2121	Negative
573058e00737be3571135b4901715a5b_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.013	-0.1813	Negative
01355d320b33ddf29a77579fe487ee60_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.021	-0.1721	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.002	-0.229	Negative
7d8361bafb81458a6092cf72051fb8ba_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.018	0.1743	Positive
980fd6278b58656a704d9d0db1f6d1fd_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.018	-0.1491	Negative
6f49fb552852eb64367161f6c567bdab_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.023	0.1539	Positive
5f279c746c8e0dc1b9305887f0cbae5a_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.015	-0.1967	Negative
ff21cdb7dbfc34641ccd2c104ef231e4_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.025	-0.1459	Negative
99f992144830d91fd450ab2e67bcead5_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.005	0.1979	Positive
8785fbcd8cc239f3cbcfc81f423115d0_fungi	a596ae48f107278dfad5dc9a569a633f_bacteria	0.003	-0.211	Negative
9a72d97ba542c0d4c87ab583eb06188b_oomycete	a596ae48f107278dfad5dc9a569a633f_bacteria	0.001	0.2345	Positive
5a7fabdfc2b1915ca336712e300eb727_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.013	-0.1947	Negative
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.004	-0.2381	Negative
6f658d24895b04231f6e654762669b72_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.001	0.408	Positive
09248793722288a010ac7f729c00643e_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.018	-0.1872	Negative
5c71206f2fadd330c5295bb2b8e24c9d_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.007	-0.2088	Negative
28c42fb75b412baf6c28c32d0ad37e9b_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.009	-0.1858	Negative
6f5d3bfd51485fbd9a71c476a19b3241_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.035	-0.1435	Negative
1103cddc21943a0c06c77640d1c2bdae_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.018	-0.1756	Negative
3c8cb7ae46cf87caa164eb1a31c2ba7d_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.021	-0.145	Negative
5cea4c9d87a8d0134d2b58e91c510d8c_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.008	-0.1682	Negative
3d572774b274de40d5f878929bb68ee9_eukaryote	a596ae48f107278dfad5dc9a569a633f_bacteria	0.029	-0.132	Negative
54693a9cf3c76c547dc9b56b6e9b266f_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.019	-0.1533	Negative
f26613069d47c75ba35ac6e391427f1d_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.3694	Positive
58fe37239368831978117dc5136718fe_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.014	-0.1489	Negative
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.006	0.1816	Positive
727a0019cd714f3c1254b93a94a9aabe_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.2911	Positive
427faf4c79ebf8288c8dc1c34cb6273e_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.008	-0.1954	Negative
2f25e52d298c8f4f1f4b648383bed31c_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.2394	Positive
53d2340d5f7b4ef070da39397346b625_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.2949	Positive
8592bfbdc869e66e390f54ea07547ee2_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.045	-0.1397	Negative
a50637e49cb2e7062c4fe563e8804b5c_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.032	-0.1364	Negative
12ce93ddd82908b0631426465fc4feff_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.009	-0.1908	Negative
66e3d8d65c7d38086039152ae0eea786_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.025	0.1366	Positive
9f9db7a86cad05f5ce499615c163e8a9_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.002	0.2616	Positive
486eef6f6e7d9269c40a644d2d6832d6_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.194	Positive
be23ac7180eac196be3e0514333d4301_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	-0.2785	Negative
36f1731173941db493c190a81c67a7cf_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.04	-0.1378	Negative
f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.003	-0.2014	Negative
d96989fc36f17efec684123db1413110_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.027	0.1458	Positive
2ec351ef72927f2bc76225d8277dc602_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.038	0.1279	Positive
d4143a84fa86f4939237b7d4e33cfc4d_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	-0.232	Negative
8c4947f4462ed1efbb71564b6c9aa0cb_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.008	-0.1712	Negative
f733c60397f7fc312c9cdce5c6d9aba1_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.011	-0.1801	Negative
cb322f93327b32468a9fd72aed3afa8a_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.023	-0.142	Negative
8cf55f42a9d1f25bc15720205db748b4_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.002	-0.1911	Negative
79cdbdf95f8596a1e17750c68ea553e9_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.018	-0.1577	Negative
dee54165b25b1b80bf40b51130dc690d_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.003	-0.213	Negative
623e85cafaa7d77615b1f2c4a51a4e58_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.003	0.2279	Positive
e8a00294b8c3eaba89084e969d4b3d09_bacteria	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.028	0.1365	Positive
a4830ec2beeeeaef48f6d7f401df4241_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	-0.3103	Negative
eaa0ba9ff4398edf205048df9a36f578_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.015	0.1543	Positive
d7a05ca6b0cf4959a1d5af8842fb78fa_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	-0.2505	Negative
9a06988e426d7ef4663c568dcd331ca0_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.013	-0.1795	Negative
16010d640ae1f9ef8b46d9778d31166d_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.031	-0.1387	Negative
5743cd46a67f26fc2a0a910a35f1b12f_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.022	-0.1585	Negative
feaca0edcf1a23c916e8a5a15e251c00_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.02	0.1577	Positive
84b78558c3c317566a13f29ab950da23_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.3016	Positive
45072f0f90af585d84d9e8b285570885_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.012	-0.173	Negative
1bea8020d2c9d588ad86b87a8f8065e8_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.358	Positive
d8f0bf7bd6bfed38440976deac1053de_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.3101	Positive
e13eae7ac33ca345b3e22b971ecb92b4_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.002	0.2745	Positive
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.008	-0.1937	Negative
47646c283877f7b72d1b9a5199bd45b9_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.031	0.1438	Positive
6f49fb552852eb64367161f6c567bdab_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.003	0.1857	Positive
dcd80134a421ba1ee39910e372a24a74_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.2757	Positive
57d42f67fbd8adfd9984217832ff9085_fungi	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.049	0.1132	Positive
3f795849e5ab98c40f875a580004f9f7_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.005	-0.1948	Negative
416ebed6f40ce92fda977416ca373220_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.018	0.1618	Positive
3c491ac457174deda16980612d97ab4f_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.042	0.1282	Positive
6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.3046	Positive
18f83f1b38e7d46908c0805e2c1960e4_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.2272	Positive
2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.013	0.1741	Positive
20be67fe93cc9f6528d6aaddacc059f1_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.006	0.2082	Positive
c42c09f149cbb96ab465fe8b2be206c3_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.003	0.1979	Positive
a0026d509095158fccba24e0a4c3ef6e_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.017	0.1354	Positive
737804271196e9ba022de8d2c10afec9_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.001	0.2499	Positive
38c850022d0700fa24b06d5dd3f8da40_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.005	0.1776	Positive
d7463494a00186665833be74ccdd14a1_eukaryote	c0136f74153f1adf7ea7091baa9525d8_bacteria	0.009	0.176	Positive
a3b134fae5f1a2aa2a17c919b5c3a922_bacteria	96ebb5a9fbca50d3964296bb818d9861_bacteria	0.001	0.3799	Positive
