Node1	Node2	Pvalue	Cor	CorrType
3594bd84689e1249077661feb03ed8ba_fungi	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.032	-0.1497	Negative
9aecac2abcac69ad5a121dabba570b20_fungi	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.015	0.173	Positive
5f279c746c8e0dc1b9305887f0cbae5a_fungi	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.029	0.1583	Positive
dcd80134a421ba1ee39910e372a24a74_fungi	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.013	-0.1845	Negative
bc4dcedbb783ae6fa7d42e19730bbd6a_fungi	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.032	-0.1439	Negative
b933526a7568334fcf0481710b741e78_fungi	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.002	-0.2366	Negative
57d42f67fbd8adfd9984217832ff9085_fungi	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.013	-0.1587	Negative
bbe92aaf5408d1efb04e64943df37ed3_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.002	-0.2309	Negative
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.024	0.1739	Positive
8fa171c38fb20ee4b1672db8353a9f63_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.029	-0.1694	Negative
2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.002	0.3009	Positive
6f658d24895b04231f6e654762669b72_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.007	-0.2219	Negative
702fdff0087af04a85cb3584b775ba92_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.033	-0.1729	Negative
0b01e4d6558506012d0e1eaf493a5ded_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.043	0.1693	Positive
6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.01	-0.1773	Negative
bf7b2ad6823dbc87e66f1788437c5437_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.017	0.1682	Positive
2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.027	-0.15	Negative
f02abee84a8b31c4281aa2fb6bd58349_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.03	-0.1522	Negative
45c7f51c370529e7a0ec2dab53933053_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.005	0.1692	Positive
e3e05f194c5ba7c9e24fbaf65a891e6e_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.02	0.1665	Positive
b70dc82e885586de275f6c403cbf8e04_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.018	0.1608	Positive
1103cddc21943a0c06c77640d1c2bdae_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.002	0.2277	Positive
737804271196e9ba022de8d2c10afec9_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.04	-0.139	Negative
d7463494a00186665833be74ccdd14a1_eukaryote	ce8fe047f6c78ee3610cc355efd59beb_bacteria	0.009	-0.1742	Negative
eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3285	Positive
59f72dd6eaf2a9d277540becada0fb4c_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.008	0.2245	Positive
f4b9d485eddb4c75564e197d92e91abd_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.005	0.2333	Positive
502b0a65026efd878a4e4c9295cc9e01_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3535	Positive
958e14f4806af8a06db61870561138f7_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.2757	Positive
a596ae48f107278dfad5dc9a569a633f_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.011	0.1885	Positive
96ebb5a9fbca50d3964296bb818d9861_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3905	Positive
a3b134fae5f1a2aa2a17c919b5c3a922_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3334	Positive
58fe37239368831978117dc5136718fe_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.02	0.1711	Positive
bd6595653c85ab4ed0535ca16ddfa7ae_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.2914	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.004	0.242	Positive
87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.006	0.1842	Positive
8592bfbdc869e66e390f54ea07547ee2_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3466	Positive
12ce93ddd82908b0631426465fc4feff_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.003	0.2268	Positive
fc72483f66338779d31c85dada4f5711_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3572	Positive
64d446be25ef73bf9cdd2d1c75b28328_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3783	Positive
be23ac7180eac196be3e0514333d4301_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.002	0.2525	Positive
36f1731173941db493c190a81c67a7cf_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.003	0.2638	Positive
f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.3084	Positive
d96989fc36f17efec684123db1413110_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.009	-0.1624	Negative
62690921189900b625d68933a083f144_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.02	0.1504	Positive
80096a00a83bc1748d934c8ab64da932_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.2548	Positive
cb322f93327b32468a9fd72aed3afa8a_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.004	0.2145	Positive
8cf55f42a9d1f25bc15720205db748b4_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.041	0.1497	Positive
dec10876dd1b063c2977675a952e5613_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.003	0.2201	Positive
dee54165b25b1b80bf40b51130dc690d_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.004	0.2306	Positive
74d2b5e59d6a153b918c069c1f584cb9_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.003	0.2314	Positive
936a582a1eb7fdd448592e35c1ce4b58_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.4314	Positive
87103294ec0841cff3f2187f1fb565c5_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.2679	Positive
623e85cafaa7d77615b1f2c4a51a4e58_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.009	0.1775	Positive
d734a4cd9718eb47ddf142f884ef1b31_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.012	0.183	Positive
701694874cb668b3c8b28556d6894c31_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.2652	Positive
de0aa684ed3e574308e5ab48ff90cdb0_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.005	0.2031	Positive
db088fb981fe23ea98703dd147a9a18a_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	0.2567	Positive
c888280c2e60e8d26bba565094256f9b_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.039	0.1284	Positive
1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.043	-0.1229	Negative
12907f7fde00bb40c358a652d79ffcb6_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	-0.2936	Negative
eaa0ba9ff4398edf205048df9a36f578_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.009	-0.1909	Negative
89206af4589b68a36b3313e1be7c6448_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	-0.2632	Negative
a7139639bff5f1aef5393ef551b3b953_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.014	-0.1838	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.006	-0.2039	Negative
38602a6800aaaa7afecb0bb60fbab974_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.047	-0.1506	Negative
9561dff2fb67039404a8a5d6c669959c_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.048	-0.1504	Negative
6dec4a7642385d3256e7c0ab2c05366d_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.009	-0.2337	Negative
d4ced3fcf757696111ad371371ff4cce_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.043	-0.1675	Negative
228f3cd62dcd0e0ca5e463f2342f1f82_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.011	-0.2018	Negative
007761694cceb108c141cce8750b23b5_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.025	-0.1829	Negative
c0a6013edcd750f053a34cc2e955055c_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.002	-0.2118	Negative
84b78558c3c317566a13f29ab950da23_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.024	-0.17	Negative
1bea8020d2c9d588ad86b87a8f8065e8_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.015	-0.1575	Negative
c99c3c0cde268c3acc40ddb4ca470d52_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.025	-0.1597	Negative
e13eae7ac33ca345b3e22b971ecb92b4_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.002	-0.2296	Negative
573058e00737be3571135b4901715a5b_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.042	-0.1472	Negative
3594bd84689e1249077661feb03ed8ba_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.027	-0.1516	Negative
08abdffc486630512a1123f8c3bdc96c_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.034	-0.1583	Negative
5b2e0204e765d22d745597820f613f8a_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.002	-0.2226	Negative
47646c283877f7b72d1b9a5199bd45b9_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.02	-0.1695	Negative
980fd6278b58656a704d9d0db1f6d1fd_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.003	-0.212	Negative
9aecac2abcac69ad5a121dabba570b20_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	-0.2455	Negative
6f49fb552852eb64367161f6c567bdab_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.016	-0.1616	Negative
5f279c746c8e0dc1b9305887f0cbae5a_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.031	-0.1709	Negative
dcd80134a421ba1ee39910e372a24a74_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.004	-0.2067	Negative
2b58ac3373c047a1eebbf7a75e2e0552_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.024	0.1684	Positive
bc4dcedbb783ae6fa7d42e19730bbd6a_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.006	-0.1754	Negative
cf99988bdff370667debed34ebd3f52a_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	-0.2591	Negative
99f992144830d91fd450ab2e67bcead5_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.011	-0.1875	Negative
bb0bac95bc47602168f4048966f9be02_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.005	-0.2081	Negative
57d42f67fbd8adfd9984217832ff9085_fungi	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.006	-0.1706	Negative
1f97c28f91d9a257362352f7c2958eb5_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.003	0.2134	Positive
7cf039e6626761ed4dc865aee7e775a5_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.043	0.1577	Positive
09248793722288a010ac7f729c00643e_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.022	-0.171	Negative
3c491ac457174deda16980612d97ab4f_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.041	0.138	Positive
a76ff1e570245a93affb4ac8a7e97b5a_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.038	-0.1407	Negative
2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.017	-0.1382	Negative
7b3f8ac4cc1c569e824043a8fc99c323_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.007	-0.196	Negative
4f8eec0fd883c3c151fb5dce569f8dc0_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.047	-0.1275	Negative
28c42fb75b412baf6c28c32d0ad37e9b_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.031	-0.1508	Negative
a654a25725fefee58e879aa11f5011b6_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.001	-0.2241	Negative
6f5d3bfd51485fbd9a71c476a19b3241_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.01	-0.172	Negative
45c7f51c370529e7a0ec2dab53933053_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.048	-0.1294	Negative
e3e05f194c5ba7c9e24fbaf65a891e6e_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.005	-0.1772	Negative
d7463494a00186665833be74ccdd14a1_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.015	-0.1584	Negative
3c8cb7ae46cf87caa164eb1a31c2ba7d_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.006	-0.1672	Negative
5cea4c9d87a8d0134d2b58e91c510d8c_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.018	-0.1585	Negative
1b4ee952b71b2a45e179b9cbb9ecf5ae_eukaryote	e1a8c7e8c3549b8c8130fe8c6d366052_bacteria	0.025	-0.139	Negative
59f72dd6eaf2a9d277540becada0fb4c_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.002	0.2791	Positive
502b0a65026efd878a4e4c9295cc9e01_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.003	0.2428	Positive
958e14f4806af8a06db61870561138f7_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.027	0.1877	Positive
a596ae48f107278dfad5dc9a569a633f_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.01	0.2122	Positive
c0136f74153f1adf7ea7091baa9525d8_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.006	-0.2045	Negative
96ebb5a9fbca50d3964296bb818d9861_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	0.4382	Positive
a3b134fae5f1a2aa2a17c919b5c3a922_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.006	0.2074	Positive
58fe37239368831978117dc5136718fe_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.037	0.1646	Positive
ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.036	0.163	Positive
bd6595653c85ab4ed0535ca16ddfa7ae_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	0.2945	Positive
cb7f33c9ab6b6cc48e850692a6e57201_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	0.327	Positive
c256985cf7f385fa0e158aac9692f64d_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.003	-0.24	Negative
8592bfbdc869e66e390f54ea07547ee2_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.027	0.1706	Positive
12ce93ddd82908b0631426465fc4feff_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.034	0.172	Positive
64d446be25ef73bf9cdd2d1c75b28328_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	0.3655	Positive
be23ac7180eac196be3e0514333d4301_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.006	0.2164	Positive
36f1731173941db493c190a81c67a7cf_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.006	0.1997	Positive
f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	0.2855	Positive
80096a00a83bc1748d934c8ab64da932_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.003	0.2367	Positive
98483eb0a3fb5c44728f605e0b475ac3_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.006	0.2224	Positive
f733c60397f7fc312c9cdce5c6d9aba1_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.021	0.1931	Positive
cb322f93327b32468a9fd72aed3afa8a_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	0.2325	Positive
8cf55f42a9d1f25bc15720205db748b4_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.006	0.2275	Positive
dee54165b25b1b80bf40b51130dc690d_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	0.2972	Positive
74d2b5e59d6a153b918c069c1f584cb9_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.039	0.1681	Positive
d734a4cd9718eb47ddf142f884ef1b31_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.011	0.2149	Positive
eaa0ba9ff4398edf205048df9a36f578_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.003	-0.2354	Negative
89206af4589b68a36b3313e1be7c6448_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	-0.422	Negative
e02440bc2cf2fbd51ab6c6a48c297786_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.007	-0.2356	Negative
007761694cceb108c141cce8750b23b5_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.002	-0.2802	Negative
c0a6013edcd750f053a34cc2e955055c_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	-0.329	Negative
84b78558c3c317566a13f29ab950da23_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.001	-0.2643	Negative
e13eae7ac33ca345b3e22b971ecb92b4_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.004	-0.2117	Negative
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.037	-0.1689	Negative
08abdffc486630512a1123f8c3bdc96c_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.002	-0.2333	Negative
f7f2a2faaaee104be5ea5a7d5484aacf_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.048	-0.1411	Negative
dcd80134a421ba1ee39910e372a24a74_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.004	-0.2109	Negative
2b58ac3373c047a1eebbf7a75e2e0552_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.003	0.2572	Positive
bc4dcedbb783ae6fa7d42e19730bbd6a_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.018	-0.1634	Negative
cf99988bdff370667debed34ebd3f52a_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.009	-0.1772	Negative
223c70ea1023264b0e955d86276fac55_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.02	-0.1659	Negative
8785fbcd8cc239f3cbcfc81f423115d0_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.025	-0.1516	Negative
57d42f67fbd8adfd9984217832ff9085_fungi	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.049	-0.1367	Negative
37203e529004aed13359f59c9e7edad4_oomycete	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.011	-0.2035	Negative
5a7fabdfc2b1915ca336712e300eb727_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.007	-0.2234	Negative
d61cd1d4bdad6e7320c6df304a2c2e5a_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.029	-0.1968	Negative
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.015	-0.2092	Negative
0b01e4d6558506012d0e1eaf493a5ded_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.009	0.2127	Positive
fa5d2b7bc448a32fa9ec8262e24231be_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.004	-0.2365	Negative
09248793722288a010ac7f729c00643e_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.005	-0.2257	Negative
bf7b2ad6823dbc87e66f1788437c5437_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.016	-0.1725	Negative
28c42fb75b412baf6c28c32d0ad37e9b_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.025	-0.1528	Negative
a654a25725fefee58e879aa11f5011b6_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.031	-0.1505	Negative
d56db645940d7263cd904f96f3e2258f_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.003	-0.1909	Negative
91c3f629154e7e2466f51389b363e66c_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.039	-0.1538	Negative
737804271196e9ba022de8d2c10afec9_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.013	-0.1944	Negative
38c850022d0700fa24b06d5dd3f8da40_eukaryote	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	0.007	-0.1921	Negative
a596ae48f107278dfad5dc9a569a633f_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.047	0.1411	Positive
96ebb5a9fbca50d3964296bb818d9861_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.004	0.2279	Positive
f26613069d47c75ba35ac6e391427f1d_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.019	0.1696	Positive
a3b134fae5f1a2aa2a17c919b5c3a922_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.002	0.223	Positive
87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.002	0.2534	Positive
8592bfbdc869e66e390f54ea07547ee2_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.014	0.1818	Positive
b598deaaba68fcee9069b4ac1f0ffe7c_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.023	-0.1562	Negative
66e3d8d65c7d38086039152ae0eea786_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.005	0.1743	Positive
fc72483f66338779d31c85dada4f5711_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.005	0.1931	Positive
64d446be25ef73bf9cdd2d1c75b28328_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.015	0.18	Positive
62690921189900b625d68933a083f144_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.004	0.2103	Positive
04efe6cf2bccd3ca201367c04c79f8f9_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.003	0.2025	Positive
dec10876dd1b063c2977675a952e5613_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.002	0.2327	Positive
936a582a1eb7fdd448592e35c1ce4b58_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.002	0.2866	Positive
623e85cafaa7d77615b1f2c4a51a4e58_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.008	0.1806	Positive
64f1fc5334789b8bb3ffa75ff021ed6c_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.003	0.1825	Positive
701694874cb668b3c8b28556d6894c31_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.002	0.2125	Positive
db088fb981fe23ea98703dd147a9a18a_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.024	0.1378	Positive
e2b4a9650cb0b33c1220554634223c59_bacteria	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.011	0.1653	Positive
d8f0bf7bd6bfed38440976deac1053de_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.011	-0.1925	Negative
01355d320b33ddf29a77579fe487ee60_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.009	0.2048	Positive
47646c283877f7b72d1b9a5199bd45b9_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.021	-0.1594	Negative
9aecac2abcac69ad5a121dabba570b20_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.019	-0.1685	Negative
893838c627554dd7258f3ac3e024dfe2_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.001	-0.2545	Negative
bc4dcedbb783ae6fa7d42e19730bbd6a_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.001	0.2529	Positive
45b5a9d374f7fdde8ee02d381737f261_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.041	-0.1252	Negative
cf99988bdff370667debed34ebd3f52a_fungi	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.019	-0.1485	Negative
f797cf2765402dd3d1f72f7838c4a54c_oomycete	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.034	-0.156	Negative
8d7bfbf1d9cc089639fe484763c3f188_oomycete	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.031	-0.1517	Negative
d61cd1d4bdad6e7320c6df304a2c2e5a_eukaryote	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.006	0.1994	Positive
e0f36c1501288265da47b71dfc9707dd_eukaryote	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.008	0.1951	Positive
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.027	-0.1607	Negative
702fdff0087af04a85cb3584b775ba92_eukaryote	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.001	-0.2966	Negative
7cf039e6626761ed4dc865aee7e775a5_eukaryote	6f0c774f7177fa246b2e3d023979a44d_bacteria	0.004	0.2063	Positive
